Election_Type,State_Name,Constituency_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name,PC_Name,PC_No,CandID,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc
GE,Andhra_Pradesh,ANAKAPALLE,16,5,2014,4,0,4,7,VADLAMURI KRISHNA SWAROOP,M,DABAP,5506,SC,1148072,1401474,GEN,SEEMANDHRA,8,81.92,0.48,yes,2278,0.2,2.17,GEAP734,,2895,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Business,,,
GE,Andhra_Pradesh,ANAKAPALLE,16,5,2014,4,0,4,8,APPALARAJU SADARAM,M,IND,3228,GEN,1148072,1401474,GEN,SEEMANDHRA,8,81.92,0.28,yes,353,0.03,2.17,GEAP735,,10809,TRUE,2,BSP,16651,ANAKAPALLI,TRUE,FALSE,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Andhra_Pradesh,ANAKAPALLE,16,5,2014,4,0,4,9,SARISA LEELA PRASANNA KUMARI,F,PPOI,2875,GEN,1148072,1401474,GEN,SEEMANDHRA,8,81.92,0.25,yes,0,0,2.17,GEAP721,,6298,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Agriculture,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,1,THOTA NARASIMHAM,M,TDP,514402,GEN,1099999,1418290,GEN,SEEMANDHRA,22,77.56,46.76,no,3431,0.31,2.27,GEAP15120,,8300,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,Graduate,Business,,Agriculture,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,2,CHALAMALASETTY SUNIL,M,YSRCP,510971,GEN,1099999,1418290,GEN,SEEMANDHRA,22,77.56,46.45,no,491217,44.66,2.27,GEAP15126,,8615,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Doctor,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,3,MALLIPUDI MANGAPATI PALLAM RAJU,M,INC,19754,GEN,1099999,1418290,GEN,SEEMANDHRA,22,77.56,1.8,yes,12918,1.17,2.27,GEAP30917,,3482,TRUE,14,TRS,8284,MEDAK,FALSE,FALSE,6,TRUE,TRUE,TRUE,,,,,,10th Pass,Business,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,4,MOTHA SARADA,F,RPI(KH),6836,SC,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.62,yes,200,0.02,2.27,GEAP15128,,14880,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Business,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,5,JALLURI VENKATESWARLU (J.V),M,IND,6636,SC,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.6,yes,194,0.02,2.27,GEAP15116,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Agriculture,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,6,TUMMALAPALLI SATYA RAMAKRISHNA,M,JaSPa,6442,GEN,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.59,yes,2084,0.19,2.27,GEAP323,,16138,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,7,None of the Above,NOT,NOTA,4358,NULL,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.4,yes,532,0.05,2.27,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,10th Pass,Agriculture,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,8,TEKUMUDI VENKATA RAO,M,PPOI,3826,GEN,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.35,yes,70,0.01,2.27,GEAP10484,,6298,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Liberal Profession or Professional,Lawyer,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,9,DONKA LEELAVATHI,F,IND,3756,GEN,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.34,yes,283,0.03,2.27,GEAP79916,,10809,TRUE,3,PPOI,6298,TIRUPATI,FALSE,FALSE,0,FALSE,FALSE,TRUE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,10,KOLA VENKATA PRASAD VARMA,M,RJD,3473,GEN,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.32,yes,962,0.09,2.27,GEAP15114,,12103,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,11,MUTHABATHULA RATNA KUMAR,M,BSP,2511,SC,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.23,yes,155,0.01,2.27,GEAP15122,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,12,SRINIVAS DANGETI,M,AAAP,2356,GEN,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.21,yes,449,0.04,2.27,GEAP36391,,13,TRUE,3,IND,10809,TIRUPATHI,FALSE,FALSE,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Business,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,13,KARRA VENKATA APPALA NARASIMHA RAO,M,IND,1907,GEN,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.17,yes,70,0.01,2.27,GEAP15118,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Business,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,14,ROKKAM DAYAKAR,M,RP(K),1837,SC,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.17,yes,140,0.01,2.27,GEAP69380,,6935,TRUE,5,IND,10809,TIRUPATI,FALSE,FALSE,0,FALSE,FALSE,TRUE,,,,,,12th Pass,Business,,Agriculture,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,15,DONAM NEELAKANTAM,M,IND,1697,SC,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.15,yes,202,0.02,2.27,GEAP15117,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,16,ARJUNARAO YEGUPATI,M,CPI(ML)(L),1495,SC,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.14,yes,78,0.01,2.27,GEAP335,,9890,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,17,GUTTULA ANNAPURNA SESHAGIRI RAO (BATHPARTY-SESHU),M,IND,1417,GEN,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.13,yes,17,0,2.27,GEAP333,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,18,VINJAMALLA CHITTI BABU,M,IND,1400,SC,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.13,yes,164,0.01,2.27,GEAP328,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,19,CHAGANTI SURYANARAYANA MURTY,M,IND,1236,GEN,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.11,yes,75,0.01,2.27,GEAP76675,,10809,TRUE,3,IND,10809,KAKINADA,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,,,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,20,PEPAKAYALA SUBHA RAJENDRA,M,IND,1161,GEN,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.11,yes,39,0,2.27,GEAP336,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,21,KUNCHE RAMADAS,M,IND,1122,SC,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.1,yes,212,0.02,2.27,GEAP331,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,22,MERLA BHAVANI SANKARA PRASAD,M,IND,910,GEN,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.08,yes,414,0.04,2.27,GEAP322,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,KAKINADA,16,6,2014,4,0,4,23,PRABHAKARA RAO MADIKI,M,IND,496,SC,1099999,1418290,GEN,SEEMANDHRA,22,77.56,0.05,yes,0,0,2.27,GEAP317,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,1,DR PANDULA RAVINDRA BABU,M,TDP,594547,SC,1120927,1357865,SC,SEEMANDHRA,14,82.55,53.04,no,120576,10.76,2.17,GEAP754,,8300,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,12th Pass,Small Business or Self-employed,,,
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,2,PINIPE VISWARUPU,M,YSRCP,473971,SC,1120927,1357865,SC,SEEMANDHRA,14,82.55,42.28,no,461789,41.2,2.17,GEAP758,,8615,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Business,,,
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,3,AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,M,INC,12182,SC,1120927,1357865,SC,SEEMANDHRA,14,82.55,1.09,yes,2251,0.2,2.17,GEAP745,,3482,TRUE,3,TDP,8300,AMALAPURAM,TRUE,FALSE,1,TRUE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,Politics,MP
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,4,G.V.HARSHA KUMAR,M,JaSPa,9931,SC,1120927,1357865,SC,SEEMANDHRA,14,82.55,0.89,yes,2712,0.24,2.17,GEAP30928,,16138,TRUE,12,INC,3482,MALKAJGIRI,FALSE,FALSE,6,TRUE,TRUE,TRUE,,,,,,Doctorate,Politics,MLA,,
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,5,GEDDAM SAMPADA RAO,M,BSP,7219,SC,1120927,1357865,SC,SEEMANDHRA,14,82.55,0.64,yes,1078,0.1,2.17,GEAP760,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Former Government,Ex Police,,
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,6,None of the Above,NOT,NOTA,6141,NULL,1120927,1357865,SC,SEEMANDHRA,14,82.55,0.55,yes,1581,0.14,2.17,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,Post Graduate,Salaried Work or Employed,Qualified Professional,,
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,7,KUNCHE PEDASATYANARAYANA,M,PPOI,4560,SC,1120927,1357865,SC,SEEMANDHRA,14,82.55,0.41,yes,1327,0.12,2.17,GEAP15045,,6298,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Doctorate,Liberal Profession or Professional,Journalist or Editor,Government,Civil Service
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,8,KONKI VENKATA RAO,M,RP(K),3233,SC,1120927,1357865,SC,SEEMANDHRA,14,82.55,0.29,yes,366,0.03,2.17,GEAP748,,6935,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,9,VIJAYA CHAKRAVARTHY PANTHAGADA,M,RPI(KH),2867,SC,1120927,1357865,SC,SEEMANDHRA,14,82.55,0.26,yes,1183,0.11,2.17,GEAP752,,14880,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Doctor,,
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,10,VADDI WINSTON CHURCHILL,M,IND,1684,SC,1120927,1357865,SC,SEEMANDHRA,14,82.55,0.15,yes,513,0.05,2.17,GEAP746,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,,,
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,11,YALANGI RAMESH,M,IND,1171,SC,1120927,1357865,SC,SEEMANDHRA,14,82.55,0.1,yes,61,0.01,2.17,GEAP743,,10809,TRUE,5,IND,10809,MALKAJGIRI,FALSE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Post Graduate,Liberal Profession or Professional,Lawyer,,
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,12,KASI CHANDRAMOULI,M,IND,1110,SC,1120927,1357865,SC,SEEMANDHRA,14,82.55,0.1,yes,248,0.02,2.17,GEAP15043,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Other or Unspecified,,,
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,13,UNDRU GANI RAJU,M,IND,862,SC,1120927,1357865,SC,SEEMANDHRA,14,82.55,0.08,yes,38,0,2.17,GEAP15040,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Salaried Work or Employed,Qualified Professional,,
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,14,BHASKARA RAO BUNGA,M,IND,824,SC,1120927,1357865,SC,SEEMANDHRA,14,82.55,0.07,yes,199,0.02,2.17,GEAP15053,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Salaried Work or Employed,Qualified Professional,,
GE,Andhra_Pradesh,AMALAPURAM,16,7,2014,4,0,4,15,KOMMU SATYAVATHI,F,IND,625,SC,1120927,1357865,SC,SEEMANDHRA,14,82.55,0.06,yes,0,0,2.17,GEAP15042,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Small Business or Self-employed,,,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,1,MURALI MOHAN MAGANTI,M,TDP,630573,GEN,1154381,1421276,GEN,SEEMANDHRA,14,81.22,54.62,no,167434,14.5,2.17,GEAP80940,,8300,TRUE,6,INC,3482,SECUNDRABAD,FALSE,FALSE,3,TRUE,TRUE,TRUE,,,,,,Graduate,Business,,,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,2,BODDU VENKATARAMANA CHOWDARY,M,YSRCP,463139,GEN,1154381,1421276,GEN,SEEMANDHRA,14,81.22,40.12,no,441896,38.28,2.17,GEAP15132,,8615,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,Agricultural Business,Politics,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,3,DURGESH KANDULA,M,INC,21243,GEN,1154381,1421276,GEN,SEEMANDHRA,14,81.22,1.84,yes,9525,0.83,2.17,GEAP15130,,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Business,Contractor,,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,4,MULLAPUDI SATYANARAYANA,M,JaSPa,11718,GEN,1154381,1421276,GEN,SEEMANDHRA,14,81.22,1.02,yes,4262,0.37,2.17,GEAP15134,,16138,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,5,None of the Above,NOT,NOTA,7456,NULL,1154381,1421276,GEN,SEEMANDHRA,14,81.22,0.65,yes,1377,0.12,2.17,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,Graduate Professional,Business,,,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,6,MARRE BABJI,M,BSP,6079,SC,1154381,1421276,GEN,SEEMANDHRA,14,81.22,0.53,yes,598,0.05,2.17,GEAP15135,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Former Government,Ex Civil Service,,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,7,KOLLABATHULA RICHMOND CAREY,M,GaAP,5481,GEN,1154381,1421276,GEN,SEEMANDHRA,14,81.22,0.47,yes,4091,0.35,2.17,GEAP15136,,3076,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,8,ILLA GOVINDA RAJAN,M,IND,1390,GEN,1154381,1421276,GEN,SEEMANDHRA,14,81.22,0.12,yes,34,0,2.17,GEAP15129,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Education,School Teacher,,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,9,CHEEKATLA VENKATESWARA RAO,M,IND,1356,GEN,1154381,1421276,GEN,SEEMANDHRA,14,81.22,0.12,yes,27,0,2.17,GEAP378,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Literate,Business,,,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,10,SANGISETTI SRINIVASA RAO,M,PPOI,1329,GEN,1154381,1421276,GEN,SEEMANDHRA,14,81.22,0.12,yes,47,0,2.17,GEAP375,,6298,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Liberal Profession or Professional,Lawyer,,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,11,MUTYALA RAMBABU,M,IND,1282,GEN,1154381,1421276,GEN,SEEMANDHRA,14,81.22,0.11,yes,291,0.03,2.17,GEAP364,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Former Government,Ex Civil Service,,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,12,MEDA SRINIVAS,M,RPC(S),991,GEN,1154381,1421276,GEN,SEEMANDHRA,14,81.22,0.09,yes,2,0,2.17,GEAP376,,6772,TRUE,3,IND,10809,SECUNDRABAD,FALSE,FALSE,0,FALSE,FALSE,TRUE,,,,,,5th Pass,Social Work,,,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,13,PALLA VENKATA NAIDU(PRADEEP),M,IND,989,GEN,1154381,1421276,GEN,SEEMANDHRA,14,81.22,0.09,yes,224,0.02,2.17,GEAP356,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Liberal Profession or Professional,Lawyer,,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,14,POLU PEDA VENGALA REDDY,M,IND,765,GEN,1154381,1421276,GEN,SEEMANDHRA,14,81.22,0.07,yes,175,0.02,2.17,GEAP368,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Social Work,,,
GE,Andhra_Pradesh,RAJAHMUNDRY,16,8,2014,4,0,4,15,ANNAMDEVULA DHARMA RAO,M,IND,590,GEN,1154381,1421276,GEN,SEEMANDHRA,14,81.22,0.05,yes,0,0,2.17,GEAP377,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Doctorate,Liberal Profession or Professional,Lawyer,,
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,1,GOKARAJU GANGA RAJU,M,BJP,540306,GEN,1088947,1325028,GEN,SEEMANDHRA,14,82.18,49.62,no,85351,7.84,2.38,GEAP403,,1605,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Politics,Party Worker,,
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,2,VANKA RAVINDRANATH,M,YSRCP,454955,GEN,1088947,1325028,GEN,SEEMANDHRA,14,82.18,41.78,no,427872,39.29,2.38,GEAP401,,8615,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Social Work,,,
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,3,KANUMURU BAPI RAJU,M,INC,27083,GEN,1088947,1325028,GEN,SEEMANDHRA,14,82.18,2.49,yes,3823,0.35,2.38,GEAP51444,,3482,TRUE,6,AIMIM,706,HYDERABAD,FALSE,FALSE,2,TRUE,TRUE,TRUE,,,,,,Graduate,Business,,Social Work,Activist
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,4,GITADAS DAS,F,pjdl,23260,GEN,1088947,1325028,GEN,SEEMANDHRA,14,82.18,2.14,yes,14769,1.36,2.38,GEAP385,,6198,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Business,,,
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,5,CHINTAPALLI KANAKA RAO,M,BSP,8491,GEN,1088947,1325028,GEN,SEEMANDHRA,14,82.18,0.78,yes,487,0.04,2.38,GEAP397,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Business,,Traditional Occupation,
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,6,None of the Above,NOT,NOTA,8004,NULL,1088947,1325028,GEN,SEEMANDHRA,14,82.18,0.74,yes,1166,0.11,2.38,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,10th Pass,Politics,Party Worker,,
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,7,SAROJA  POLASAPALLI,F,JaSPa,6838,GEN,1088947,1325028,GEN,SEEMANDHRA,14,82.18,0.63,yes,130,0.01,2.38,GEAP396,,16138,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Doctorate,Salaried Work or Employed,Qualified Professional,Social Work,Activist
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,8,NALLI RAJESH,M,RP(K),6708,SC,1088947,1325028,GEN,SEEMANDHRA,14,82.18,0.62,yes,2476,0.23,2.38,GEAP384,,6935,TRUE,2,IND,10809,HYDERABAD,FALSE,FALSE,0,FALSE,FALSE,TRUE,,,,,,10th Pass,Business,,,
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,9,S.V.P.K.H.G.KRISHNAM RAJU,M,PPOI,4232,GEN,1088947,1325028,GEN,SEEMANDHRA,14,82.18,0.39,yes,1946,0.18,2.38,GEAP393,,6298,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,10,SHIVAJI GOTTUMUKKALA,M,IND,2286,SC,1088947,1325028,GEN,SEEMANDHRA,14,82.18,0.21,yes,681,0.06,2.38,GEAP387,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Liberal Profession or Professional,Lawyer,,
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,11,BADAMPUDI SIVA,M,IND,1605,GEN,1088947,1325028,GEN,SEEMANDHRA,14,82.18,0.15,yes,255,0.02,2.38,GEAP404,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Business,,,
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,12,ADDANKI (SEKHAR BABU) DORABABU,M,IND,1350,GEN,1088947,1325028,GEN,SEEMANDHRA,14,82.18,0.12,yes,52,0,2.38,GEAP386,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Former Government,Ex Police,,
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,13,VOLETI VENKATA LAKSHMANA RAO,M,IND,1298,GEN,1088947,1325028,GEN,SEEMANDHRA,14,82.18,0.12,yes,17,0,2.38,GEAP383,,10809,TRUE,2,IND,10809,HYDERABAD,FALSE,TRUE,0,FALSE,FALSE,TRUE,,,,,,12th Pass,Business,,,
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,14,VANGALAPUDI YASHYAA,M,IND,1281,SC,1088947,1325028,GEN,SEEMANDHRA,14,82.18,0.12,yes,31,0,2.38,GEAP392,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Business,,,
GE,Andhra_Pradesh,NARSAPURAM,16,9,2014,4,0,4,15,MEDAPATI  VARAHALA REDDY,M,IND,1250,GEN,1088947,1325028,GEN,SEEMANDHRA,14,82.18,0.11,yes,0,0,2.38,GEAP400,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Literate,Business,,,
GE,Andhra_Pradesh,ELURU,16,10,2014,4,0,4,1,MAGANTI VENKATESWARA RAO (BABU),M,TDP,623471,GEN,1201697,1427764,GEN,SEEMANDHRA,15,84.17,51.88,no,101926,8.48,2.17,GEAP50659,,8300,TRUE,8,TDP,8300,CHELVELLA,FALSE,TRUE,3,FALSE,FALSE,TRUE,,,,,,Post Graduate,Business,,Salaried Work or Employed,Engineer
GE,Andhra_Pradesh,ELURU,16,10,2014,4,0,4,2,THOTA CHANDRA SEKHAR,M,YSRCP,521545,GEN,1201697,1427764,GEN,SEEMANDHRA,15,84.17,43.4,no,509775,42.42,2.17,GEAP15057,,8615,TRUE,3,PRAP,6132,NALGONDA,FALSE,FALSE,0,TRUE,FALSE,TRUE,,,,,,Graduate Professional,Politics,Party Worker,,
GE,Andhra_Pradesh,ELURU,16,10,2014,4,0,4,3,MUSUNURI NAGESWARA RAO,M,INC,11770,GEN,1201697,1427764,GEN,SEEMANDHRA,15,84.17,0.98,yes,100,0.01,2.17,GEAP15060,,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Business,,,
GE,Andhra_Pradesh,ELURU,16,10,2014,4,0,4,4,NETALA RAMESH BABU,M,BSP,11670,SC,1201697,1427764,GEN,SEEMANDHRA,15,84.17,0.97,yes,4126,0.34,2.17,GEAP15068,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Illiterate,Small Business or Self-employed,Self-employed,,
GE,Andhra_Pradesh,ELURU,16,10,2014,4,0,4,5,None of the Above,NOT,NOTA,7544,NULL,1201697,1427764,GEN,SEEMANDHRA,15,84.17,0.63,yes,3061,0.25,2.17,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,Graduate,Agriculture,,,
GE,Andhra_Pradesh,ELURU,16,10,2014,4,0,4,6,GOVADA VIJAYA KUMARI,F,pjdl,4483,SC,1201697,1427764,GEN,SEEMANDHRA,15,84.17,0.37,yes,512,0.04,2.17,GEAP15063,,6198,TRUE,2,IND,10809,CHELVELLA,FALSE,FALSE,0,FALSE,FALSE,TRUE,,,,,,Post Graduate,Salaried Work or Employed,Engineer,,
