,Unnamed: 0,Unnamed: 0.1,Election_Type,Assembly_No,Constituency_No,Year,month,Position,Candidate,State_Name,Constituency_Name,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
3031,3031,3031,GE,14,33,2004,4.0,10,birajdarsharnappakalappaaliasaappabirajdar,maharashtra,aurangabad,M,HJP,3589,GEN,912571,1636117,55.78,0.39,1424,0.16,10341,Graduate
434,434,434,GE,14,10,2004,4.0,6,birenchandradas,assam,nowgong,M,SAP,5616,GEN,786069,1149244,68.4,0.71,0,0.0,7575,8th Pass
5438,5438,5438,GE,14,77,2004,4.0,10,birendra,uttar_pradesh,baghpat,M,IND,722,SC,656900,1570374,41.83,0.11,59,0.01,10809,
5107,5107,5107,GE,14,54,2004,4.0,7,birendrasingh,uttar_pradesh,fatehpur,M,BKD,4925,GEN,506699,1279387,39.6,0.97,947,0.19,9343,
373,373,373,GE,14,3,2004,4.0,1,birensinghengti,assam,autonomous_district,M,INC,125937,ST,401377,579284,69.29,31.38,24129,6.01,3482,Post Graduate
646,646,646,GE,14,17,2004,4.0,7,bireshchaudhary,bihar,samastipur,M,IND,4731,GEN,864746,1433793,60.31,0.55,498,0.06,10809,10th Pass
5306,5306,5306,GE,14,68,2004,4.0,3,bireshkumaraliasdadua,uttar_pradesh,firozabad,M,BSP,69554,SC,531363,1305888,40.69,13.09,15222,2.86,16651,Graduate
2534,2534,2534,GE,14,16,2004,4.0,21,bireshmarascola,madhya_pradesh,chhindwara,M,IND,1600,ST,754637,1145107,65.9,0.21,43,0.01,10809,
1748,1748,1748,GE,14,4,2004,4.0,8,birjuram,jharkhand,chatra,M,CPI(ML)(L),8631,SC,435504,978364,44.51,1.98,4533,1.04,2472,
5858,5858,5858,GE,14,34,2004,4.0,1,birsinghmahato,west_bengal,purulia,M,AIFB,341057,GEN,696219,992438,70.15,48.99,145718,20.93,3040,Post Graduate
880,880,880,GE,14,34,2004,4.0,10,bisheshwarpandey,bihar,buxar,M,IND,2973,GEN,649158,1222441,53.1,0.46,982,0.15,10809,10th Pass
3257,3257,3257,GE,14,15,2004,4.0,6,bishnucharanbehera,odisha,phulbani,M,IND,16862,SC,787293,1183731,66.51,2.14,1661,0.21,10809,
1,1,1,GE,14,1,2004,4.0,2,bishnupadaray,andaman_and_nicobar_islands,andaman_and_nicobar_islands,M,BJP,55294,GEN,153825,241645,63.66,35.95,51119,33.23,1605,Graduate
793,793,793,GE,14,28,2004,4.0,5,bishweshwarprasadchaurasia,bihar,khagaria,M,SP,16138,GEN,676017,1196971,56.48,2.39,5203,0.77,7425,Graduate
430,430,430,GE,14,10,2004,4.0,2,bisnuprasad,assam,nowgong,M,INC,311292,GEN,786069,1149244,68.4,39.6,207019,26.34,3482,Post Graduate
5629,5629,5629,GE,14,7,2006,,3,biswapriyaroychowdhury,west_bengal,malda,M,BJP,45737,GEN,862871,1113639,77.48,5.3,31862,3.69,1605,
169,169,169,GE,14,24,2004,4.0,2,bkpardhasarathi,andhra_pradesh,hindupur,M,TDP,417904,GEN,868063,1179211,73.61,48.14,400997,46.19,8300,Graduate
2061,2061,2061,GE,14,20,2004,4.0,2,blshankar,karnataka,chikmagalur,M,INC,267719,GEN,819254,1121327,73.06,32.68,95292,11.63,3482,Doctorate
160,160,160,GE,14,23,2004,4.0,8,bnarayanareddy,andhra_pradesh,cuddapah,M,RPI,903,GEN,819201,1143505,71.64,0.11,78,0.01,6911,Not Given
75,75,75,GE,14,11,2004,4.0,4,bnvsatyanarayana,andhra_pradesh,eluru,M,TRS,4776,GEN,896946,1151672,77.88,0.53,40,0.0,8284,Post Graduate
3406,3406,3406,GE,14,9,2004,4.0,8,boby,punjab,ludhiana,M,IND,3383,SC,869927,1560468,55.75,0.39,1015,0.12,10809,
303,303,303,GE,14,39,2004,4.0,2,bodakuntivenkateshwarlu,andhra_pradesh,warangal,M,TDP,408339,GEN,921872,1215167,75.86,44.29,389259,42.22,8300,Graduate
296,296,296,GE,14,38,2008,,3,bodakuntivenkateshwarlu,andhra_pradesh,hanamkonda,M,TD,150407,GEN,767239,1256358,61.07,19.6,133934,17.46,8300,
294,294,294,GE,14,38,2008,,1,boianapallivinodkumar,andhra_pradesh,hanamkonda,M,TRS,315310,GEN,767239,1256358,61.07,41.1,55264,7.2,8284,
73,73,73,GE,14,11,2004,4.0,2,bollabulliramaiah,andhra_pradesh,eluru,M,TDP,375900,GEN,896946,1151672,77.88,41.91,367193,40.94,8300,Others
255,255,255,GE,14,35,2008,,6,bolumallaanjaiah,andhra_pradesh,adilabad,M,IND,6980,,774407,1192246,64.95,0.9,970,0.13,10809,
278,278,278,GE,14,37,2006,,11,bolusanikrishnaiah,andhra_pradesh,karimnagar,M,IND,1931,GEN,793932,1419685,55.92,0.24,219,0.03,10809,
279,279,279,GE,14,37,2006,,12,bommeravanadavidmudiraj,andhra_pradesh,karimnagar,M,IND,1712,,793932,1419685,55.92,0.22,240,0.03,10809,
3731,3731,3731,GE,14,3,2004,4.0,31,bommitmtr,tamil_nadu,madras_south,F,IND,337,GEN,934548,1949904,47.93,0.04,30,0.0,10809,
4033,4033,4033,GE,14,25,2004,4.0,21,bommurasum,tamil_nadu,periyakulam,M,IND,387,GEN,700534,1056853,66.28,0.06,21,0.0,10809,
2992,2992,2992,GE,14,30,2004,4.0,6,borgaonkarnivrutivithalrao,maharashtra,nanded,M,IND,4120,SC,800145,1445611,55.35,0.51,457,0.06,10809,Graduate
3999,3999,3999,GE,14,24,2004,4.0,2,boseak,tamil_nadu,madurai,M,ADMK,281593,GEN,739680,1344023,55.03,38.07,269500,36.43,930,Post Graduate
4145,4145,4145,GE,14,34,2004,4.0,10,boseg,tamil_nadu,ramanathapuram,M,IND,2150,SC,674387,1147726,58.76,0.32,400,0.06,10809,
234,234,234,GE,14,32,2004,4.0,4,bovrao,andhra_pradesh,siddipet,M,IND,25069,SC,1119814,1727118,64.84,2.24,11059,0.99,10809,
128,128,128,GE,14,18,2004,4.0,9,boyallaranganayakulu,andhra_pradesh,ongole,M,IND,853,GEN,799109,1063995,75.1,0.11,0,0.0,10809,
2280,2280,2280,GE,14,19,2004,4.0,8,bpadmakumar,kerala,chirayinkil,M,IND,1448,SC,669639,1020604,65.61,0.22,42,0.01,10809,10th Pass
1856,1856,1856,GE,14,9,2007,,10,bpsingh,jharkhand,jamshedpur,M,SHS,2941,,641038,1396230,45.91,0.46,125,0.02,18691,
2226,2226,2226,GE,14,13,2004,4.0,3,bradhakrishnamenon,kerala,kottayam,M,BJP,53034,GEN,705776,963886,73.22,7.51,47801,6.77,1605,Others
1172,1172,1172,GE,14,4,2004,4.0,5,brahamjeet,delhi,east_delhi,M,IND,2671,SC,1190814,2606589,45.68,0.22,14,0.0,10809,Not Given
1480,1480,1480,GE,14,4,2004,4.0,13,brahamsingh,haryana,sonepat,M,IND,1184,GEN,737119,1138771,64.73,0.16,185,0.03,10809,Post Graduate
3214,3214,3214,GE,14,7,2004,4.0,1,brahmanandapanda,odisha,jagatsinghpur,M,BJD,466383,GEN,926511,1301496,71.19,50.34,57262,6.18,9079,Post Graduate
801,801,801,GE,14,29,2004,4.0,4,brahmanandmandal,bihar,monghyr,M,SAP,14340,GEN,838216,1310042,63.98,1.71,9773,1.17,7575,12th Pass
834,834,834,GE,14,31,2006,,6,brahmanandmandal,bihar,nalanda,M,SAP,4778,GEN,311509,1278475,24.37,1.53,1028,0.33,7575,
1337,1337,1337,GE,14,11,2004,4.0,6,brahmbhattsanjaybhaiamarkumar,gujarat,gandhinagar,M,IND,1234,GEN,845576,2126829,39.76,0.15,143,0.02,10809,
4277,4277,4277,GE,14,3,2004,4.0,10,brahmdev,uttar_pradesh,moradabad,M,IND,2156,SC,655175,1353266,48.41,0.33,608,0.09,10809,
862,862,862,GE,14,33,2004,4.0,3,brahmeshwarnathsigh,bihar,arrah,M,IND,148973,GEN,787399,1360794,57.86,18.92,1448,0.18,10809,12th Pass
3219,3219,3219,GE,14,8,2004,4.0,1,brajakishoretripathy,odisha,puri,M,BJD,462248,GEN,888955,1288034,69.02,52.0,60960,6.86,9079,Post Graduate
4228,4228,4228,GE,14,1,2004,4.0,5,brajalaldebnath,tripura,tripura_west,M,IND,7023,GEN,701159,1041596,67.32,1.0,103,0.01,10809,
5939,5939,5939,GE,14,42,2004,4.0,4,brajamohondas,west_bengal,birbhum,M,IND,14762,SC,724061,1029870,70.31,2.04,5168,0.71,10809,Others
538,538,538,GE,14,7,2004,4.0,4,brajeshkumar,bihar,chapra,M,IND,10753,GEN,446101,1164917,38.29,2.41,1843,0.41,10809,Post Graduate
4503,4503,4503,GE,14,18,2004,4.0,1,brajeshpathak,uttar_pradesh,unnao,M,BSP,178366,GEN,547566,1303203,42.02,32.57,17761,3.24,16651,Graduate Professional
534,534,534,GE,14,6,2004,4.0,11,brajeshsingh,bihar,maharajganj,M,IND,1944,GEN,664434,1114665,59.61,0.29,0,0.0,10809,12th Pass
5228,5228,5228,GE,14,62,2004,4.0,13,brajeshsingh,uttar_pradesh,etawah,M,IND,903,GEN,703946,1264620,55.66,0.13,292,0.04,10809,
2493,2493,2493,GE,14,14,2004,4.0,3,brajkishorekewatmanjhi,madhya_pradesh,jabalpur,M,BSP,16946,GEN,571395,1347885,42.39,2.97,10089,1.77,16651,Literate
566,566,566,GE,14,9,2004,4.0,15,brajkishoresingh,bihar,vaishali,M,IND,1573,GEN,748759,1197345,62.53,0.21,335,0.04,10809,Not Given
2565,2565,2565,GE,14,18,2004,4.0,5,brajlaldhurve,madhya_pradesh,hoshangabad,M,GGP,8576,ST,634343,1287203,49.28,1.35,287,0.05,3129,
1892,1892,1892,GE,14,13,2004,4.0,2,brajmohanram,jharkhand,palamau,M,BJP,151589,SC,641543,1289313,49.76,23.63,44864,6.99,1605,Graduate
3225,3225,3225,GE,14,9,2004,4.0,4,bramachandra,odisha,bhubaneswar,M,IND,17131,GEN,853005,1491536,57.19,2.01,8605,1.01,10809,Post Graduate
273,273,273,GE,14,37,2006,,6,bravindraprasadyadav,andhra_pradesh,karimnagar,M,IND,9155,,793932,1419685,55.92,1.15,577,0.07,10809,
5451,5451,5451,GE,14,78,2004,4.0,9,brihamprakash,uttar_pradesh,muzaffarnagar,M,IJP,2202,SC,862408,1521778,56.67,0.26,796,0.09,3430,
2573,2573,2573,GE,14,19,2004,4.0,4,brijbasilalsharma,madhya_pradesh,bhopal,M,IND,7965,GEN,858463,1847544,46.47,0.93,3648,0.42,10809,Post Graduate
4669,4669,4669,GE,14,28,2004,4.0,1,brijbhushansharansingh,uttar_pradesh,balrampur,M,BJP,270941,GEN,698106,1316006,53.05,38.81,52613,7.54,1605,Graduate Professional
4713,4713,4713,GE,14,31,2004,4.0,3,brijbhushantiwari,uttar_pradesh,domariaganj,M,SP,133439,GEN,643129,1350045,47.64,20.75,18335,2.85,7425,Not Given
4667,4667,4667,GE,14,27,2004,4.0,9,brijendrakumarsingh,uttar_pradesh,bahraich,M,RJD,3432,GEN,549537,1423646,38.6,0.62,306,0.06,12103,
3483,3483,3483,GE,14,2,2004,4.0,12,brijgopal,rajasthan,bikaner,M,IND,1762,GEN,1077364,1900686,56.68,0.16,449,0.04,10809,
4998,4998,4998,GE,14,49,2004,4.0,4,brijkishorkanaujiya,uttar_pradesh,robertsganj,M,INC,65916,SC,724824,1661132,43.63,9.09,24455,3.37,3482,Post Graduate
4534,4534,4534,GE,14,19,2004,4.0,16,brijlal,uttar_pradesh,rae_bareli,M,IND,1364,SC,643560,1329169,48.42,0.21,0,0.0,10809,
5157,5157,5157,GE,14,58,2004,4.0,3,brijlalkhabri,uttar_pradesh,jalaun,M,BSP,157559,SC,579777,1310156,44.25,27.18,130566,22.52,16651,Graduate Professional
3314,3314,3314,GE,14,1,2004,4.0,3,brijmohanjulka,punjab,gurdaspur,M,BSP,16651,GEN,785834,1210260,64.93,2.12,9148,1.16,16651,10th Pass
5087,5087,5087,GE,14,52,2004,4.0,18,brijmohansingh,uttar_pradesh,allahabad,M,IJP,1099,GEN,656498,1558094,42.13,0.17,160,0.02,3430,
5442,5442,5442,GE,14,77,2004,4.0,14,brijpal,uttar_pradesh,baghpat,M,RSBP,446,SC,656900,1570374,41.83,0.07,0,0.0,12378,
5499,5499,5499,GE,14,80,2004,4.0,11,brijpalsingh,uttar_pradesh,saharanpur,M,IJP,1592,SC,990415,1566135,63.24,0.16,177,0.02,3430,
4316,4316,4316,GE,14,6,2004,4.0,2,brijpalsinghshakya,uttar_pradesh,budaun,M,BJP,214391,GEN,590009,1200435,49.15,36.34,138505,23.48,1605,Graduate Professional
2065,2065,2065,GE,14,20,2004,4.0,6,brudraiah,karnataka,chikmagalur,M,IND,5875,SC,819254,1121327,73.06,0.72,482,0.06,10809,Graduate
178,178,178,GE,14,25,2004,4.0,7,bsamarnath,andhra_pradesh,anantapur,M,IND,3640,GEN,875135,1280923,68.32,0.42,0,0.0,10809,Graduate
2094,2094,2094,GE,14,24,2004,4.0,2,bspatil,karnataka,dharwad_north,M,INC,302006,GEN,810552,1250578,64.81,37.26,249434,30.77,3482,Graduate
84,84,84,GE,14,12,2004,4.0,6,bsrao,andhra_pradesh,machilipatnam,M,TRS,2426,GEN,755314,993370,76.04,0.32,0,0.0,8284,Others
170,170,170,GE,14,24,2004,4.0,3,bsurenderkumar,andhra_pradesh,hindupur,M,TRS,16907,GEN,868063,1179211,73.61,1.95,3399,0.39,8284,Graduate
3621,3621,3621,GE,14,22,2004,4.0,1,bsusheela,rajasthan,jalore,F,BJP,321255,SC,655868,1428584,45.91,48.98,39192,5.98,1605,Post Graduate
1116,1116,1116,GE,14,1,2004,4.0,8,bsyadav,delhi,new_delhi,M,JKNPP,177,GEN,202557,455114,44.51,0.09,31,0.02,4079,Graduate
2031,2031,2031,GE,14,14,2004,4.0,4,btsrinivasagowda,karnataka,mandya,M,KNDP,33014,GEN,857564,1198750,71.54,3.85,4518,0.53,4775,
197,197,197,GE,14,27,2004,4.0,9,buddareddysrinivasareddy,andhra_pradesh,nandyal,M,IND,1419,GEN,829976,1182240,70.2,0.17,0,0.0,10809,Not Given
2470,2470,2470,GE,14,11,2004,4.0,8,buddhsensingh,madhya_pradesh,shahdol,M,CPM,9936,ST,509340,1305252,39.02,1.95,4309,0.85,14635,
5933,5933,5933,GE,14,41,2004,4.0,4,budhensoren,west_bengal,bolpur,M,IND,9860,ST,770059,1035012,74.4,1.28,3299,0.43,10809,Not Given
1792,1792,1792,GE,14,6,2004,4.0,12,budhinathtiwari,jharkhand,giridih,M,IND,2834,GEN,714378,1312691,54.42,0.4,0,0.0,10809,
3271,3271,3271,GE,14,18,2004,4.0,3,bundedhurua,odisha,deogarh,M,IND,16797,ST,823301,1219887,67.49,2.04,1818,0.22,10809,12th Pass
321,321,321,GE,14,40,2004,4.0,4,burravenkanna,andhra_pradesh,khammam,M,IND,14552,SC,1023177,1298614,78.79,1.42,4297,0.42,10809,5th Pass
3622,3622,3622,GE,14,22,2004,4.0,2,butasingh,rajasthan,jalore,M,INC,282063,SC,655868,1428584,45.91,43.01,254002,38.73,3482,Doctorate
288,288,288,GE,14,38,2004,4.0,1,bvinodkumar,andhra_pradesh,hanamkonda,M,TRS,496048,GEN,831926,1207089,68.92,59.63,217067,26.09,8284,Graduate
4580,4580,4580,GE,14,22,2004,4.0,3,captainsatishsharma,uttar_pradesh,sultanpur,M,INC,154245,GEN,721049,1465273,49.21,21.39,62917,8.73,3482,Graduate Professional
1617,1617,1617,GE,14,4,2004,4.0,9,captsskalmotiaretd,himachal_pradesh,hamirpur,M,IND,1158,SC,654102,1064238,61.46,0.18,0,0.0,10809,Post Graduate
159,159,159,GE,14,23,2004,4.0,7,cbalavaradareddy,andhra_pradesh,cuddapah,M,IND,1115,GEN,819201,1143505,71.64,0.14,212,0.03,10809,Others
163,163,163,GE,14,23,2004,4.0,11,cgopinarasimhareddy,andhra_pradesh,cuddapah,M,IND,746,GEN,819201,1143505,71.64,0.09,15,0.0,10809,Graduate
289,289,289,GE,14,38,2004,4.0,2,chadasureshreddy,andhra_pradesh,hanamkonda,M,TDP,278981,GEN,831926,1207089,68.92,33.53,262394,31.54,8300,Graduate
57,57,57,GE,14,7,2004,4.0,7,chagantisuryanarayanamurthy,andhra_pradesh,kakinada,M,IND,3044,GEN,832284,1164984,71.44,0.37,0,0.0,10809,
5281,5281,5281,GE,14,65,2004,,13,chakrapansingh,uttar_pradesh,mainpuri,M,JPJD,394,,557114,1211411,45.99,0.07,0,0.0,4048,
4084,4084,4084,GE,14,29,2004,4.0,8,chakravarthyk,tamil_nadu,mayiladuturai,M,IND,1587,GEN,695627,1022018,68.06,0.23,389,0.06,10809,
48,48,48,GE,14,6,2004,4.0,1,chalapathiraopappala,andhra_pradesh,anakapalli,M,TDP,385406,GEN,782106,1023113,76.44,49.28,15414,1.97,8300,Graduate
5395,5395,5395,GE,14,74,2004,4.0,13,chamanlal,uttar_pradesh,bulandshahr,M,IND,813,GEN,685261,1226141,55.89,0.12,20,0.0,10809,
5148,5148,5148,GE,14,57,2004,4.0,10,chamanlalbabra,uttar_pradesh,jhansi,M,IND,2352,SC,819646,1526320,53.7,0.29,354,0.04,10809,
1756,1756,1756,GE,14,4,2004,4.0,16,chamariram,jharkhand,chatra,M,IND,1220,GEN,435504,978364,44.51,0.28,0,0.0,10809,
2490,2490,2490,GE,14,13,2004,4.0,9,chambalsinghmaravi,madhya_pradesh,mandla,M,IND,6339,ST,588269,1095134,53.72,1.08,0,0.0,10809,Others
5913,5913,5913,GE,14,39,2004,4.0,3,champakgarai,west_bengal,burdwan,M,INC,88217,GEN,997024,1221820,81.6,8.85,66657,6.69,3482,Graduate
1758,1758,1758,GE,14,5,2004,4.0,2,champaverma,jharkhand,kodarma,F,JMM,211712,GEN,825710,1325734,62.28,25.64,75158,9.1,4653,Literate
1880,1880,1880,GE,14,12,2004,4.0,3,chamralinda,jharkhand,lohardaga,M,IND,58947,ST,466464,906666,51.45,12.64,49256,10.56,10809,Graduate
3762,3762,3762,GE,14,5,2004,4.0,12,chanakhyababuk,tamil_nadu,chengalpattu,M,IND,853,GEN,759076,1167736,65.0,0.11,0,0.0,10809,
315,315,315,GE,14,39,2008,,4,chandarraomorthala,andhra_pradesh,warangal,M,IND,19270,,843434,1247939,67.59,2.28,697,0.08,10809,
5510,5510,5510,GE,14,1,2004,4.0,8,chandarsingh,uttarakhand,tehri_garhwal,M,IND,1834,GEN,561428,1292454,43.44,0.33,93,0.02,10809,
1536,1536,1536,GE,14,6,2004,4.0,10,chanderbhansharma,haryana,faridabad,M,IND,3769,GEN,844718,1546578,54.62,0.45,1706,0.2,10809,10th Pass
1603,1603,1603,GE,14,3,2004,4.0,1,chanderkumar,himachal_pradesh,kangra,M,INC,314555,GEN,643177,1033686,62.22,48.91,17791,2.77,3482,Post Graduate
1423,1423,1423,GE,14,1,2004,4.0,4,chanderpal,haryana,ambala,M,BSP,57028,SC,847725,1199338,70.68,6.73,34989,4.13,16651,10th Pass
546,546,546,GE,14,8,2004,4.0,3,chandeshwardas,bihar,hajipur,M,BSP,16146,SC,773597,1208834,64.0,2.09,1345,0.17,16651,12th Pass
3607,3607,3607,GE,14,19,2004,4.0,5,chandmalmeghwal,rajasthan,chittorgarh,M,ABCD(A),12565,SC,672477,1385950,48.52,1.87,0,0.0,237,
5052,5052,5052,GE,14,51,2004,4.0,9,chandpal,uttar_pradesh,phulpur,M,IND,4147,GEN,755222,1409517,53.58,0.55,400,0.05,10809,
3535,3535,3535,GE,14,8,2004,4.0,5,chandrabhan,rajasthan,alwar,M,INLD,5833,GEN,542876,1262622,43.0,1.07,643,0.12,3863,
2408,2408,2408,GE,14,7,2004,4.0,1,chandrabhanbhaiya,madhya_pradesh,damoh,M,BJP,271869,GEN,591218,1398539,42.27,45.98,94595,16.0,1605,8th Pass
4756,4756,4756,GE,14,32,2008,,20,chandrabhangautam,uttar_pradesh,khalilabad,M,IND,1133,,582383,1470017,39.62,0.19,0,0.0,10809,
4771,4771,4771,GE,14,34,2004,4.0,6,chandrabhansinghpatel,uttar_pradesh,gorakhpur,M,AD,3225,GEN,689248,1432002,48.13,0.47,144,0.02,954,
827,827,827,GE,14,31,2004,4.0,12,chandrabhushankumar,bihar,nalanda,M,IND,1051,GEN,895116,1311971,68.23,0.12,165,0.02,10809,Not Given
5240,5240,5240,GE,14,64,2004,4.0,1,chandrabhushansinghmunnoobabu,uttar_pradesh,farrukhabad,M,SP,176129,GEN,665435,1366501,48.7,26.47,2745,0.41,7425,Post Graduate
4851,4851,4851,GE,14,40,2004,4.0,1,chandradeoprasadrajbhar,uttar_pradesh,ghosi,M,SP,201468,GEN,721582,1427284,50.56,27.92,21012,2.91,7425,Post Graduate
3247,3247,3247,GE,14,13,2004,4.0,3,chandradhwajamajhi,odisha,nowrangpur,M,BSP,85640,ST,780728,1161159,67.24,10.97,0,0.0,16651,Graduate
1942,1942,1942,GE,14,1,2004,,4,chandrakanthgaddgi,karnataka,bidar,,BSP,36013,,611783,1374776,44.5,5.89,28123,4.6,16651,
3022,3022,3022,GE,14,33,2004,4.0,1,chandrakantkhaire,maharashtra,aurangabad,M,SHS,477900,GEN,912571,1636117,55.78,52.37,121923,13.36,18691,Graduate
2113,2113,2113,GE,14,26,2004,4.0,6,chandrakantranojivinayak,karnataka,chikkodi,M,KNDP,10863,SC,838005,1184275,70.76,1.3,0,0.0,4775,Graduate
4695,4695,4695,GE,14,29,2004,4.0,13,chandrakishor,uttar_pradesh,gonda,M,BVP,995,GEN,606654,1391430,43.6,0.16,2,0.0,9679,
4453,4453,4453,GE,14,15,2004,4.0,4,chandram,uttar_pradesh,hardoi,M,INC,9402,SC,522103,1213260,43.03,1.8,1631,0.31,3482,Post Graduate
5211,5211,5211,GE,14,61,2004,4.0,12,chandramani,uttar_pradesh,kanpur,M,IND,721,GEN,618721,1427231,43.35,0.12,77,0.01,10809,
2430,2430,2430,GE,14,9,2004,4.0,1,chandramanitripathi,madhya_pradesh,rewa,M,BJP,232021,GEN,630747,1461014,43.17,36.79,44752,7.1,1605,Graduate Professional
4053,4053,4053,GE,14,26,2004,4.0,12,chandramohanr,tamil_nadu,karur,M,IND,728,GEN,743592,1069359,69.54,0.1,39,0.01,10809,
4913,4913,4913,GE,14,43,2004,4.0,2,chandranathsingh,uttar_pradesh,machhlishahr,M,SP,182056,GEN,676371,1474056,45.89,26.92,11117,1.64,7425,Post Graduate
4188,4188,4188,GE,14,37,2004,4.0,7,chandrans,tamil_nadu,tenkasi,M,JP,2449,SC,712150,1084708,65.65,0.34,164,0.02,4406,
3795,3795,3795,GE,14,7,2004,4.0,13,chandrant,tamil_nadu,vellore,M,IND,1138,GEN,746914,1220454,61.2,0.15,14,0.0,10809,
5116,5116,5116,GE,14,55,2004,4.0,6,chandrapal,uttar_pradesh,banda,M,CPI,12372,GEN,526335,1283915,40.99,2.35,7172,1.36,2444,
5361,5361,5361,GE,14,72,2004,4.0,5,chandrapal,uttar_pradesh,aligarh,M,LP(S),12083,GEN,633685,1341254,47.25,1.91,8397,1.33,4917,
5139,5139,5139,GE,14,57,2004,4.0,1,chandrapalsinghyadav,uttar_pradesh,jhansi,M,SP,238782,GEN,819646,1526320,53.7,29.13,26299,3.21,7425,Post Graduate
4567,4567,4567,GE,14,21,2004,4.0,2,chandraparkashmishramatiyari,uttar_pradesh,amethi,M,BSP,99326,GEN,589596,1324991,44.5,16.85,43888,7.44,16651,Graduate
5206,5206,5206,GE,14,61,2004,4.0,7,chandraprakash,uttar_pradesh,kanpur,M,ABHM,1607,GEN,618721,1427231,43.35,0.26,537,0.09,268,
1922,1922,1922,GE,14,14,2004,4.0,3,chandraprakashchoudhary,jharkhand,hazaribagh,M,AJSU,36710,GEN,705439,1180058,59.78,5.2,22147,3.14,8958,Graduate
5771,5771,5771,GE,14,22,2004,4.0,7,chandraprakashdubey,west_bengal,calcutta_north_east,M,BSP,2226,GEN,568885,803853,70.77,0.39,915,0.16,16651,12th Pass
2442,2442,2442,GE,14,10,2004,4.0,1,chandrapratapsingh,madhya_pradesh,sidhi,M,BJP,210198,ST,457209,1083701,42.19,45.97,49565,10.84,1605,12th Pass
5553,5553,5553,GE,14,4,2004,4.0,11,chandrarawal,uttarakhand,nainital,F,BKLJP,2055,GEN,616628,1261688,48.87,0.33,161,0.03,9361,
4012,4012,4012,GE,14,24,2004,4.0,15,chandrasehark,tamil_nadu,madurai,M,IND,448,GEN,739680,1344023,55.03,0.06,0,0.0,10809,
3938,3938,3938,GE,14,17,2004,4.0,13,chandrasekarank,tamil_nadu,tiruchengode,M,IND,1020,SC,864451,1443197,59.9,0.12,37,0.0,10809,
4025,4025,4025,GE,14,25,2004,4.0,13,chandrasekharaliaschandrane,tamil_nadu,periyakulam,M,IND,507,GEN,700534,1056853,66.28,0.07,20,0.0,10809,
3246,3246,3246,GE,14,13,2004,4.0,2,chandrasekharmajhi,odisha,nowrangpur,M,INC,335099,ST,780728,1161159,67.24,42.92,249459,31.95,3482,Post Graduate
3237,3237,3237,GE,14,11,2004,4.0,1,chandrasekharsahu,odisha,berhampur,M,INC,355973,GEN,719379,1195391,60.18,49.48,51657,7.18,3482,Graduate Professional
4740,4740,4740,GE,14,32,2008,,4,chandrashakharpandey,uttar_pradesh,khalilabad,M,BJP,60384,,582383,1470017,39.62,10.37,52462,9.01,1605,
4820,4820,4820,GE,14,39,2004,4.0,1,chandrashekhar,uttar_pradesh,ballia,M,SJP(R),270136,GEN,619762,1430300,43.33,43.59,81054,13.08,7408,Post Graduate
2917,2917,2917,GE,14,22,2007,,12,chandrashekharbhimate,maharashtra,ramtek,M,IND,1333,,550283,1172818,46.92,0.24,0,0.0,10809,
1059,1059,1059,GE,14,9,2004,4.0,5,chandrashekhardhruvashekhar,chhattisgarh,bastar,M,IND,7465,ST,450425,1039442,43.33,1.66,609,0.14,10809,10th Pass
1793,1793,1793,GE,14,7,2004,4.0,1,chandrashekhardubey,jharkhand,dhanbad,M,INC,355499,GEN,941478,1749456,53.82,37.76,119378,12.68,3482,10th Pass
2902,2902,2902,GE,14,22,2004,4.0,7,chandrashekharnamdeoraobhimate,maharashtra,ramtek,M,IND,4671,SC,647483,1148759,56.36,0.72,7,0.0,10809,10th Pass
2787,2787,2787,GE,14,10,2008,,3,chandrashekharrshukla,maharashtra,thane,M,SP,20971,,889568,3623806,24.55,2.36,11522,1.3,7425,
933,933,933,GE,14,38,2004,4.0,12,chandrashekharsinghaliaschandrashekharprasadyadav,bihar,jahanabad,M,IND,813,GEN,863843,1246756,69.29,0.09,88,0.01,10809,Not Given
5541,5541,5541,GE,14,3,2004,4.0,8,chandrasinghbisht,uttarakhand,almora,M,SP,4650,GEN,505223,1012756,49.89,0.92,916,0.18,7425,12th Pass
1404,1404,1404,GE,14,24,2004,4.0,2,chandravadanchhotubhaipithawala,gujarat,surat,M,INC,357513,GEN,896276,2377198,37.7,39.89,343487,38.32,3482,
53,53,53,GE,14,7,2004,4.0,3,chandravathidwarampudi,andhra_pradesh,kakinada,F,IND,30153,GEN,832284,1164984,71.44,3.62,13780,1.66,10809,
4269,4269,4269,GE,14,3,2004,4.0,2,chandravijaysinghurfbabyraja,uttar_pradesh,moradabad,M,BJP,182239,GEN,655175,1353266,48.41,27.82,31623,4.83,1605,Graduate
4797,4797,4797,GE,14,37,2004,4.0,5,chandrikaprasad,uttar_pradesh,deoria,F,AD,26161,GEN,729788,1569719,46.49,3.58,15003,2.06,954,
1979,1979,1979,GE,14,6,2004,4.0,3,channaiahodeyar,karnataka,davangere,M,JD(S),158515,GEN,910398,1332608,68.32,17.41,141933,15.59,10979,Post Graduate
