,Unnamed: 0,Sno,Candidate,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner,State,Constituency,Year
5994,5994,5995,akbarahmeddummpy,BSP,3,Graduate,57,29035830.0,0,0,uttar_pradesh,azamgarh,2009
3153,3153,3154,akeelkhan,IND,0,10th Pass,43,55000.0,0,0,madhya_pradesh,khajuraho,2009
4309,4309,4310,akgupta,SP,0,12th Pass,48,7140000.0,0,0,national_capital_territory_of_delhi,south_delhi,2009
2679,2679,2680,akhilahmed,IND,0,Graduate,45,1513500.0,105000,0,karnataka,shimoga,2009
6409,6409,6410,akhilesh,JPS,0,12th Pass,43,231000.0,0,0,uttar_pradesh,ghosi,2009
1147,1147,1148,akhileshpdsingh,RJD,0,Doctorate,40,33464000.0,2769000,0,bihar,purvi_champaran,2009
1072,1072,1073,akhileshsingh,IND,27,10th Pass,38,762287.0,0,0,bihar,nawada,2009
6335,6335,6336,akhileshyadav,SP,0,Graduate Professional,35,44409557.0,7726354,1,uttar_pradesh,firozabad,2009
6596,6596,6597,akhileshyadav,SP,0,Graduate Professional,35,48582202.0,7726354,1,uttar_pradesh,kannauj,2009
7580,7580,7581,akhilranjanmondal,BSP,0,Graduate,62,7750000.0,0,0,west_bengal,raiganj,2009
5870,5870,5871,akhtar,MUL,0,12th Pass,46,1522000.0,207700,0,uttar_pradesh,aligarh,2009
2292,2292,2293,akhtaransari,JVM(P),1,8th Pass,53,7642446.0,897990,0,jharkhand,ranchi,2009
6425,6425,6426,akilendrakumarpathak,IND,0,Graduate,34,42000.0,0,0,uttar_pradesh,gonda,2009
2177,2177,2178,aklurammahto,CPI,0,Post Graduate,65,935350.0,0,0,jharkhand,giridih,2009
2155,2155,2156,akroy,MCO,1,Post Graduate,72,61317.0,0,0,jharkhand,dhanbad,2009
4377,4377,4378,akshayakumarmohanty,BSP,0,Not Given,45,,0,0,orissa,bhubaneswar,2009
4406,4406,4407,akshayakumarsethi,Samruddha Odisha,0,10th Pass,25,190000.0,0,0,orissa,jagatsinghpur,2009
6035,6035,6036,akshaybarlal,BJP,0,10th Pass,63,10417400.0,0,0,uttar_pradesh,bahraich,2009
590,590,591,akshayrajkhowa,NCP,0,12th Pass,49,3084000.0,1556000,0,assam,gauhati,2009
20,20,21,akumarthisuryanarayana,Trilinga Praja Pragati Party,0,5th Pass,50,395000.0,0,0,andhra_pradesh,amalapuram,2009
5540,5540,5541,alagaapuramrmohanraj,DMDK,0,12th Pass,55,55484058.0,694624,0,tamil_nadu,salem,2009
5565,5565,5566,alagappanaru,IND,0,Not Given,71,,0,0,tamil_nadu,sivaganga,2009
5566,5566,5567,alagappanpl,IND,0,Not Given,47,,0,0,tamil_nadu,sivaganga,2009
5404,5404,5405,alagirimk,DMK,0,Graduate,58,193978895.0,0,1,tamil_nadu,madurai,2009
5234,5234,5235,alagiris,INC,0,Graduate,56,11866846.0,78136525,1,tamil_nadu,cuddalore,2009
7554,7554,7555,alammehdi,IND,0,Not Given,43,,0,0,west_bengal,murshidabad,2009
11,11,12,alaxmanrao,IND,0,10th Pass,47,1560000.0,0,0,andhra_pradesh,adilabad,2009
2560,2560,2561,alimsandimani,IND,0,Not Given,30,1470000.0,40000,0,karnataka,dharwad,2009
1133,1133,1134,alimuddinansari,IND,0,10th Pass,54,810360.0,0,0,bihar,purnia,2009
4362,4362,4363,aliraza,IND,0,Graduate,30,1158000.0,800000,0,orissa,berhampur,2009
2597,2597,2598,allabaxtimmapur,IND,0,12th Pass,34,1600500.0,350000,0,karnataka,haveri,2009
2423,2423,2424,allapparamappapatil,IND,0,10th Pass,31,3935405.0,731400,0,karnataka,belgaum,2009
434,434,435,allapureddyharinathareddy,BJP,0,Graduate Professional,69,120228299.0,3490666,0,andhra_pradesh,rajampet,2009
31,31,32,alluaravind,PRAP,1,Graduate,62,452181969.0,53958644,0,andhra_pradesh,anakapalle,2009
368,368,369,alluriyugandhararaju,PPOI,0,Post Graduate,44,1685000.0,0,0,andhra_pradesh,narsapuram,2009
2464,2464,2465,almellkarvilasbabubasalingappa,JD(S),0,12th Pass,46,3815000.0,300000,0,karnataka,bijapur,2009
4037,4037,4038,alnkritaabhijitawadebichukale,IND,0,Post Graduate,29,25500.0,0,0,maharashtra,satara,2009
3091,3091,3092,alokjoshi,IND,0,12th Pass,36,210600.0,0,0,madhya_pradesh,gwalior,2009
1228,1228,1229,alokkumarmehta,RJD,0,Graduate Professional,40,10022148.0,59561,0,bihar,ujiarpur,2009
6973,6973,6974,alokkumarsingh,IND,0,Post Graduate,32,188315.0,522200,0,uttar_pradesh,rae_bareli,2009
7416,7416,7417,alokpathak,IND,0,Graduate,42,4720414.0,66975,0,west_bengal,hooghly,2009
571,571,572,aloksen,SP,0,Graduate,37,1199442.0,0,0,assam,dhubri,2009
3619,3619,3620,aloksinghchotelal,IND,0,10th Pass,34,145750.0,0,0,maharashtra,kalyan,2009
5871,5871,5872,alpanagautam,BSK,2,Post Graduate,45,6808000.0,0,0,uttar_pradesh,aligarh,2009
1749,1749,1750,alpeshbhaikeshubhaivekariya,MJP,0,Graduate,32,1008903.0,2079532,0,gujarat,rajkot,2009
1685,1685,1686,alpeshsinhsurubhavaghela,IND,4,12th Pass,31,1721000.0,111010,0,gujarat,kheda,2009
3846,3846,3847,altafahmadeakbalahmad,BBM,0,Graduate,43,652154.0,0,0,maharashtra,nanded,2009
140,140,141,altafahmedkhan,IND,0,10th Pass,43,240000.0,0,0,andhra_pradesh,hyderabad,2009
1802,1802,1803,altafbhaivalibhaikoradia,IND,0,Illiterate,25,858650.0,442000,0,gujarat,surendranagar,2009
182,182,183,alurivijayalakhsmi,LSP,0,Post Graduate,64,25098100.0,0,0,andhra_pradesh,kakinada,2009
2536,2536,2537,alurmgswamy,IND,0,Not Given,62,3200000.0,70000,0,karnataka,davanagere,2009
2711,2711,2712,alvamargaret,INC,0,Graduate Professional,67,41803586.0,0,0,karnataka,uttara_kannada,2009
7481,7481,7482,amaleshmishra,BJP,0,Graduate Professional,70,1577672.0,672190,0,west_bengal,kanthi,2009
5371,5371,5372,amalrajm,IND,0,Not Given,33,120400.0,0,0,tamil_nadu,karur,2009
6451,6451,6452,aman,Ambedkar Samaj Party,0,Literate,35,1022380.0,280478,0,uttar_pradesh,gorakhpur,2009
120,120,121,amanullakhan,LSP,0,Literate,37,90000.0,0,0,andhra_pradesh,guntur,2009
5016,5016,5017,amararam,CPM,0,Post Graduate,54,1902684.0,0,0,rajasthan,sikar,2009
4224,4224,4225,amardass,IND,0,Not Given,61,9707000.0,529055,0,national_capital_territory_of_delhi,east_delhi,2009
3494,3494,3495,amardeepbalasahebdeshmukh,KM,4,10th Pass,27,227000.0,0,0,maharashtra,buldhana,2009
3531,3531,3532,amarishbhairasiklalpatel,INC,0,8th Pass,56,100033610.0,4761746,0,maharashtra,dhule,2009
1047,1047,1048,amarkantsah,RPP,0,Post Graduate,44,92470.0,0,0,bihar,nalanda,2009
1893,1893,1894,amarmohammad,IND,0,10th Pass,33,1125000.0,90000,0,haryana,gurgaon,2009
41,41,42,amarnath,LSP,0,Graduate,32,488500.0,0,0,andhra_pradesh,anantapur,2009
6270,6270,6271,amarnathjaiswal,RTKP,0,Graduate,44,3286769.0,516000,0,uttar_pradesh,faizabad,2009
4471,4471,4472,amarnathpradhan,INC,0,Graduate,51,4325000.0,466494,1,orissa,sambalpur,2009
815,815,816,amarnathprasad,IND,0,Graduate,35,1302900.0,0,0,bihar,gaya,2009
6271,6271,6272,amarnathverma,IND,1,Graduate Professional,36,8358.0,0,0,uttar_pradesh,faizabad,2009
1199,1199,1200,amarnathyadav,CPI(ML)(L),8,Literate,44,471240.0,89897,0,bihar,siwan,2009
5853,5853,5854,amarsingh,JPS,0,8th Pass,51,615000.0,0,0,uttar_pradesh,akbarpur,2009
2984,2984,2985,amarsingh,IND,0,5th Pass,72,4795500.0,0,0,madhya_pradesh,bhopal,2009
1694,1694,1695,amarsinhramsinhthakore,MJP,0,12th Pass,40,504500.0,0,0,gujarat,mahesana,2009
2424,2424,2425,amarsinhvasantraopatil,INC,0,Post Graduate,49,40495119.0,256964,0,karnataka,belgaum,2009
911,911,912,amavasram,IND,1,10th Pass,50,20000.0,0,0,bihar,karakat,2009
409,409,410,ambalamahendar,IND,0,5th Pass,38,,0,0,andhra_pradesh,peddapalle,2009
449,449,450,ambatikrishnamurthi,IND,0,Not Given,50,235000.0,400000,0,andhra_pradesh,secunderabad,2009
42,42,43,ambatiramakrishnareddy,BJP,0,Graduate Professional,41,25550000.0,251000,0,andhra_pradesh,anantapur,2009
337,337,338,ambatirameswarareddy,IND,0,Not Given,35,700000.0,0,0,andhra_pradesh,nandyal,2009
7424,7424,7425,ambicabanerjee,AITC,1,Graduate Professional,82,62926674.0,7233333,1,west_bengal,howrah,2009
6682,6682,6683,ambikaprasad,IND,0,Post Graduate,49,3949407.0,0,0,uttar_pradesh,lucknow,2009
1260,1260,1261,ambikasingh,IND,1,Post Graduate,53,10500000.0,100000,0,bihar,valmiki_nagar,2009
7207,7207,7208,ambrishkumar,SP,2,Post Graduate,60,27776400.0,0,0,uttarakhand,hardwar,2009
591,591,592,ambubora,RCPI(R),0,Others,79,1082947.0,0,0,assam,gauhati,2009
7030,7030,7031,ameer,IND,0,12th Pass,53,3115000.0,0,0,uttar_pradesh,salempur,2009
6652,6652,6653,ameeruddin,IND,0,Graduate,31,,0,0,uttar_pradesh,kushi_nagar,2009
726,726,727,amerikamahto,Shoshit Samaj Dal,0,8th Pass,48,515000.0,0,0,bihar,aurangabad,2009
7528,7528,7529,aminakhatun,IND,0,Graduate,29,148029.0,0,0,west_bengal,maldaha_uttar,2009
6064,6064,6065,amitabajpai,BJP,0,Post Graduate,39,8592000.0,300000,0,uttar_pradesh,banda,2009
7498,7498,7499,amitabhasen,IND,0,Doctorate,66,6572032.0,0,0,west_bengal,kolkata_uttar,2009
752,752,753,amitabhushan,INC,0,Post Graduate,38,2470296.0,0,0,bihar,begusarai,2009
7597,7597,7598,amitavabhattacharya,IND,3,Graduate,41,24766.0,0,0,west_bengal,sreerampur,2009
7403,7403,7404,amitavanandy,CPM,0,12th Pass,66,4215717.0,0,0,west_bengal,dum_dum,2009
592,592,593,amitbarua,IND,0,Not Given,42,12696939.0,494815,0,assam,gauhati,2009
6475,6475,6476,amitkumar,AD,0,12th Pass,28,3500.0,0,0,uttar_pradesh,hamirpur,2009
4225,4225,4226,amitkumar,SP,0,10th Pass,33,321500.0,0,0,national_capital_territory_of_delhi,east_delhi,2009
7544,7544,7545,amitmoitra,IND,0,Post Graduate,63,974700.0,0,0,west_bengal,medinipur,2009
6683,6683,6684,amitpandey,IND,0,Post Graduate,33,780000.0,0,0,uttar_pradesh,lucknow,2009
4411,4411,4412,amiyakantamallik,INC,0,5th Pass,50,11740000.0,1980000,0,orissa,jajpur,2009
753,753,754,amiyakashyapbikki,IND,0,Graduate,29,212200.0,0,0,bihar,begusarai,2009
7529,7529,7530,amlanbhaduri,BJP,2,Post Graduate,35,1450034.0,0,0,west_bengal,maldaha_uttar,2009
3383,3383,3384,amoldevidasraojadhav,IND,0,Literate,25,,0,0,maharashtra,amravati,2009
6684,6684,6685,amreshmishra,IND,0,Post Graduate,43,1105000.0,0,0,uttar_pradesh,lucknow,2009
738,738,739,amreshwarkumar,JGP,0,Graduate,29,247490.0,0,1,bihar,banka,2009
4681,4681,4682,amriksingh,RSP,0,Not Given,57,2805000.0,0,0,punjab,patiala,2009
1530,1530,1531,amrishbhaivadilaldave,IND,0,10th Pass,40,90000.0,0,1,gujarat,anand,2009
7474,7474,7475,amrithansda,INC,0,12th Pass,63,2511912.0,0,0,west_bengal,jhargram,2009
3005,3005,3006,amritlalpathakraghuvar,IND,0,12th Pass,70,2099500.0,0,0,madhya_pradesh,chhindwara,2009
1438,1438,1439,amritsinghmaravi,IND,0,12th Pass,35,321000.0,60000,1,chhattisgarh,surguja,2009
1386,1386,1387,amrittirkey,IND,0,8th Pass,30,517000.0,0,0,chhattisgarh,raigarh,2009
1544,1544,1545,amrutbhailakhubhaifosi,MJP,1,Literate,49,9012700.0,200000,0,gujarat,banaskantha,2009
2441,2441,2442,amruthappamd,IND,0,12th Pass,54,,125000,0,karnataka,bidar,2009
7568,7568,7569,amulyaratanmahato,IND,0,Graduate,68,370000.0,0,0,west_bengal,purulia,2009
4395,4395,4396,anadisahu,BJP,0,Graduate,68,4343000.0,300000,0,orissa,cuttack,2009
321,321,322,anageshwarrao,PPOI,0,Not Given,59,1043501.0,0,0,andhra_pradesh,nalgonda,2009
2525,2525,2526,anandagatty,IND,0,Graduate Professional,59,1397499.0,107000,0,karnataka,dakshina_kannada,2009
5783,5783,5784,anandanm,ADMK,0,12th Pass,58,8938646.0,967994,1,tamil_nadu,viluppuram,2009
5784,5784,5785,anandanp,IND,0,10th Pass,28,13500.0,0,0,tamil_nadu,viluppuram,2009
5717,5717,5718,anandanp,BSP,0,Graduate Professional,34,4742495.0,385040,0,tamil_nadu,tiruvallur,2009
5128,5128,5129,anandarajg,IND,0,5th Pass,37,15000.0,0,1,tamil_nadu,chennai_north,2009
5690,5690,5691,anandarajn,IND,0,Literate,36,25000.0,0,0,tamil_nadu,tirunelveli,2009
1788,1788,1789,anandbhaikeshavbhaimakwana,IND,1,Illiterate,31,69000.0,0,0,gujarat,surat,2009
1321,1321,1322,anandgautam,IND,0,Graduate,35,176327.0,0,0,chhattisgarh,durg,2009
5301,5301,5302,anandhadassc,LJP,0,10th Pass,27,60300.0,0,0,tamil_nadu,kallakurichi,2009
5129,5129,5130,anandhuk,LJP,0,Graduate Professional,38,1090000.0,0,0,tamil_nadu,chennai_north,2009
3847,3847,3848,anandjadhavhotalkar,IND,0,Post Graduate,42,657000.0,0,0,maharashtra,nanded,2009
5405,5405,5406,anandk,IND,0,12th Pass,35,163025.0,0,0,tamil_nadu,madurai,2009
2223,2223,2224,anandkujur,IND,0,Not Given,27,1563100.0,0,0,jharkhand,khunti,2009
3092,3092,3093,anandkumar,IND,0,8th Pass,36,500000.0,0,0,madhya_pradesh,gwalior,2009
7169,7169,7170,anandkumarambastha,IND,0,Others,36,59346.0,20752,0,uttar_pradesh,varanasi,2009
5243,5243,5244,anandkumark,IND,0,8th Pass,41,420000.0,0,0,tamil_nadu,dharmapuri,2009
7193,7193,7194,anandprakash,UKKD,0,Graduate,58,10107000.0,250000,0,uttarakhand,garhwal,2009
3617,3617,3618,anandprakashparanjape,SHS,1,Post Graduate,36,11998220.0,3871225,1,maharashtra,kalyan,2009
4748,4748,4749,anandram,IND,0,Literate,67,20000.0,0,0,rajasthan,bharatpur,2009
1334,1334,1335,anandramgilhare,IND,0,Not Given,35,,0,0,chhattisgarh,janjgir-champa,2009
3093,3093,3094,anandsinghkushwahramayne,IND,0,8th Pass,41,5000.0,12000,0,madhya_pradesh,gwalior,2009
6065,6065,6066,anandyadav,UCPI,0,Graduate Professional,45,1280000.0,0,0,uttar_pradesh,banda,2009
6048,6048,6049,anant,IND,0,Post Graduate,36,8030000.0,0,0,uttar_pradesh,ballia,2009
4440,4440,4441,anantanayak,BJP,0,12th Pass,39,1536306.0,628045,0,orissa,keonjhar,2009
4371,4371,4372,anantaprasadsethi,INC,0,Graduate,58,5813911.0,443285,0,orissa,bhadrak,2009
3969,3969,3970,anantgeete,SHS,1,10th Pass,58,8555617.0,0,1,maharashtra,raigad,2009
2864,2864,2865,ananthagopan,CPM,2,Not Given,61,2942277.0,0,0,kerala,pathanamthitta,2009
5666,5666,5667,anantharajav,IND,1,Graduate,43,2728000.0,200850,0,tamil_nadu,tiruchirappalli,2009
40,40,41,ananthavenkataramireddy,INC,0,Post Graduate,52,13015000.0,0,1,andhra_pradesh,anantapur,2009
2402,2402,2403,ananthkumar,BJP,0,Graduate Professional,49,12206366.0,0,1,karnataka,bangalore_south,2009
2709,2709,2710,ananthkumarhegde,BJP,3,12th Pass,40,6427192.0,3955458,1,karnataka,uttara_kannada,2009
6501,6501,6502,anarsingh,SP,0,10th Pass,48,60240500.0,20300000,0,uttar_pradesh,hathras,2009
2487,2487,2488,anbachegowda,IND,0,5th Pass,50,,0,0,karnataka,chikkballapur,2009
5785,5785,5786,anbalaganv,IND,0,10th Pass,32,28550.0,0,0,tamil_nadu,viluppuram,2009
5398,5398,5399,anbarasand,DMDK,0,Post Graduate,44,14957001.0,4647180,0,tamil_nadu,krishnagiri,2009
5329,5329,5330,anburaajrk,IND,0,10th Pass,43,108000.0,0,0,tamil_nadu,kancheepuram,2009
2363,2363,2364,anchankhanna,IND,0,Post Graduate,34,340000.0,0,0,karnataka,bangalore_north,2009
5541,5541,5542,andhraprakasha,PPOI,0,Graduate,56,8215982.0,0,0,tamil_nadu,salem,2009
5094,5094,5095,aneeshussainh,IND,0,Graduate,36,1450000.0,0,1,tamil_nadu,chennai_central,2009
2422,2422,2423,angadisureshchannabasappa,BJP,2,Graduate Professional,55,221734263.0,43392842,1,karnataka,belgaum,2009
3884,3884,3885,angarshasalimbabulal,IND,0,Doctorate,62,2113000.0,0,0,maharashtra,osmanabad,2009
6653,6653,6654,anil,RPI(A),0,Not Given,43,830000.0,0,0,uttar_pradesh,kushi_nagar,2009
6395,6395,6396,anil,IND,0,12th Pass,32,1871000.0,65000,0,uttar_pradesh,ghazipur,2009
5961,5961,5962,anil,IND,2,Graduate,26,140000.0,0,0,uttar_pradesh,amroha,2009
7131,7131,7132,anil,RPI(A),0,Graduate,35,2418051.0,2525000,0,uttar_pradesh,sultanpur,2009
3532,3532,3533,anilannagote,LKSGM,9,Others,61,2528801.0,3150369,0,maharashtra,dhule,2009
7581,7581,7582,anilbiswas,IND,0,Literate,49,,0,0,west_bengal,raiganj,2009
754,754,755,anilchaudhary,LJP,0,12th Pass,54,866519.0,600000,0,bihar,begusarai,2009
3074,3074,3075,anildwivedi,IND,0,Not Given,28,625000.0,0,0,madhya_pradesh,guna,2009
4185,4185,4186,anilgupta,BPC,0,10th Pass,41,175000.0,0,0,national_capital_territory_of_delhi,chandni_chowk,2009
1845,1845,1846,anilkaushik,NCP,1,Post Graduate,45,33171991.0,170184,0,haryana,bhiwani-mahendragarh,2009
6641,6641,6642,anilkishore,Lok Dal,0,12th Pass,41,648000.0,0,0,uttar_pradesh,kheri,2009
6353,6353,6354,anilkumar,IND,0,10th Pass,32,725000.0,0,0,uttar_pradesh,gautam_budhha_nagar,2009
6476,6476,6477,anilkumar,Ambedkar Samaj Party,0,10th Pass,30,250000.0,0,0,uttar_pradesh,hamirpur,2009
2847,2847,2848,anilkumar,IND,0,Graduate,26,151000.0,0,0,kerala,mavelikkara,2009
831,831,832,anilkumar,RJD,0,Graduate,41,5238958.0,120000,0,bihar,gopalganj,2009
6839,6839,6840,anilkumaraliasanilbhargav,BJP,1,Post Graduate,37,6448396.0,397400,0,uttar_pradesh,misrikh,2009
739,739,740,anilkumaraliasanilgupta,JVM(P),0,8th Pass,40,1902000.0,200000,0,bihar,banka,2009
1134,1134,1135,anilkumarbharti,RVNP,0,Not Given,33,5730000.0,0,0,bihar,purnia,2009
1481,1481,1482,anilkumarbrijendrabhaisharma,IND,0,Graduate,51,332000.0,0,0,gujarat,ahmedabad_east,2009
4241,4241,4242,anilkumargautam,IND,3,8th Pass,37,274498.0,0,0,national_capital_territory_of_delhi,new_delhi,2009
6613,6613,6614,anilkumarjain,IND,0,Post Graduate,49,1776623.0,216292,0,uttar_pradesh,kanpur,2009
6813,6813,6814,anilkumarmaurya,BSP,0,Post Graduate,37,15852990.0,0,0,uttar_pradesh,mirzapur,2009
6974,6974,6975,anilkumarmaurya,AD,2,Not Given,31,20000.0,0,0,uttar_pradesh,rae_bareli,2009
727,727,728,anilkumarsingh,RSWD,0,Graduate,36,14375000.0,245000,0,bihar,aurangabad,2009
1611,1611,1612,anilkumarsomabhaimakwana,IND,3,Literate,44,288985.0,0,0,gujarat,gandhinagar,2009
6337,6337,6338,anilkumarsrivastawaakela,JPS,0,Graduate Professional,26,737020.0,0,0,uttar_pradesh,firozabad,2009
6784,6784,6785,anilkumarsubhash,IND,2,Post Graduate,48,1600000.0,0,0,uttar_pradesh,meerut,2009
1073,1073,1074,anilmehta,IND,12,Graduate,36,4931596.0,262669,0,bihar,nawada,2009
3589,3589,3590,anilpitambarwaghsir,IND,0,Post Graduate,39,22000.0,0,0,maharashtra,jalgaon,2009
661,661,662,anilraja,INC,0,Graduate,51,6256259.0,1572269,0,assam,nowgong,2009
3938,3938,3939,anilshirole,BJP,0,Not Given,59,,0,0,maharashtra,pune,2009
5854,5854,5855,anilshuklawarsi,BSP,2,Graduate,52,14442392.0,19764684,0,uttar_pradesh,akbarpur,2009
4495,4495,4496,anilsingh,RSP,0,12th Pass,44,50000.0,0,0,punjab,amritsar,2009
1048,1048,1049,anilsingh,LTSD,0,Graduate,46,6611312.0,199437,0,bihar,nalanda,2009
2985,2985,2986,anilsingh,IND,0,Graduate,30,300000.0,0,0,madhya_pradesh,bhopal,2009
7537,7537,7538,animeshnaskar,CPM,0,Post Graduate,34,129543.0,43600,0,west_bengal,mathurapur,2009
1091,1091,1092,anirudhprasadaliassadhuyadav,INC,5,Graduate,46,12310143.0,64800,0,bihar,paschim_champaran,2009
4279,4279,4280,anisahmadansari,SP,0,Not Given,36,5968000.0,3100,0,national_capital_territory_of_delhi,north_east_delhi,2009
7555,7555,7556,anisurrahamansarkar,CPM,0,Post Graduate,57,4592372.0,0,0,west_bengal,murshidabad,2009
3217,3217,3218,anitahitendrachoudhary,BHBP,0,12th Pass,32,205000.0,0,0,madhya_pradesh,morena,2009
3756,3756,3757,anitaramkrushanrupawate,IND,0,Literate,35,7000.0,0,0,maharashtra,mumbai_north_west,2009
7240,7240,7241,anjanawalia,RJSD,0,Post Graduate,36,273735000.0,0,0,uttarakhand,tehri_garhwal,2009
1116,1116,1117,anjanikumar,IND,0,Post Graduate,34,3095000.0,0,0,bihar,patna_sahib,2009
2293,2293,2294,anjanipandey,IND,0,Graduate Professional,51,10000.0,0,0,jharkhand,ranchi,2009
447,447,448,anjankumaryadav,INC,0,12th Pass,47,20620697.0,1500000,1,andhra_pradesh,secunderabad,2009
7066,7066,7067,anju,IND,0,12th Pass,28,488300.0,0,0,uttar_pradesh,sant_kabir_nagar,2009
2939,2939,2940,anjuashokuikey,IND,0,12th Pass,34,1692594.0,81000,0,madhya_pradesh,balaghat,2009
5962,5962,5963,anjulanagpal,IND,0,Graduate,40,261250266.0,0,0,uttar_pradesh,amroha,2009
5244,5244,5245,annaduraik,UMK,0,Not Given,40,100000.0,0,0,tamil_nadu,dharmapuri,2009
5542,5542,5543,annaduraim,Akila India Vallalar Peravai,0,Not Given,42,5000.0,0,0,tamil_nadu,salem,2009
5372,5372,5373,annaduraivm,IND,0,Graduate Professional,32,20000.0,0,0,tamil_nadu,karur,2009
5486,5486,5487,annalakshmis,IND,0,5th Pass,42,450000.0,0,0,tamil_nadu,perambalur,2009
5691,5691,5692,annamalaik,ADMK,1,10th Pass,61,104494900.0,5000000,0,tamil_nadu,tirunelveli,2009
5062,5062,5063,annamalaisc,Akila India Vallalar Peravai,0,Literate,53,140000.0,0,0,tamil_nadu,arakkonam,2009
355,355,356,annamrajuvenugopalamadhavarao,IND,0,Graduate Professional,37,210000.0,0,0,andhra_pradesh,narasaraopet,2009
432,432,433,annayyagarisaiprathap,INC,0,12th Pass,64,6233245.0,605031,1,andhra_pradesh,rajampet,2009
7146,7146,7147,annutandon,INC,1,Graduate,51,421352753.0,0,1,uttar_pradesh,unnao,2009
6575,6575,6576,anokhilal,IND,0,Literate,49,120500.0,0,0,uttar_pradesh,kaiserganj,2009
6814,6814,6815,anoopkumar,IND,0,Post Graduate,34,76700.0,0,0,uttar_pradesh,mirzapur,2009
1439,1439,1440,anoopminj,JMM,0,Post Graduate,28,,0,0,chhattisgarh,surguja,2009
1951,1951,1952,anoopsingh,IND,0,10th Pass,28,2050000.0,700000,0,haryana,karnal,2009
2761,2761,2762,anradhakrishnan,BJP,1,Graduate,49,4301709.0,1700000,0,kerala,ernakulam,2009
3533,3533,3534,ansarimohdismailmohdibrahim,BMSM,0,Graduate,48,1162950.0,0,0,maharashtra,dhule,2009
4024,4024,4025,ansarishabbirahemed,IND,0,Graduate,61,10000.0,0,0,maharashtra,sangli,2009
6066,6066,6067,anshdhari,IND,0,Others,29,1701000.0,0,0,uttar_pradesh,banda,2009
6305,6305,6306,anshumansinghadvocate,IND,0,Post Graduate,43,357000.0,0,0,uttar_pradesh,fatehpur,2009
2865,2865,2866,anto,IND,0,Graduate,33,3503.0,20979,0,kerala,pathanamthitta,2009
2863,2863,2864,antoantony,INC,0,Graduate,52,1424205.0,1706713,1,kerala,pathanamthitta,2009
2810,2810,2811,antopjohn,IND,0,Graduate,41,10020590.0,500000,0,kerala,kottayam,2009
1297,1297,1298,anujdhritlahre,IND,0,5th Pass,34,1796000.0,136500,0,chhattisgarh,bilaspur,2009
1915,1915,1916,anup,IND,0,Doctorate,32,726000.0,62000,0,haryana,hisar,2009
6685,6685,6686,anupammishra,SWPI,0,Graduate,37,1452714.0,125867,0,uttar_pradesh,lucknow,2009
6011,6011,6012,anupamsharma,IND,0,Not Given,31,25000.0,3500,0,uttar_pradesh,badaun,2009
6642,6642,6643,anupamverma,AD,0,Not Given,30,646300.0,0,0,uttar_pradesh,kheri,2009
7319,7319,7320,anupkumarsaha,CPM,0,Post Graduate,53,7472944.0,0,1,west_bengal,bardhaman_purba,2009
1987,1987,1988,anupsingh,IND,0,10th Pass,64,2521800.0,25000,0,haryana,rohtak,2009
6878,6878,6879,anuradhachaudhary,RLD,0,Graduate,48,79870000.0,0,0,uttar_pradesh,muzaffarnagar,2009
6426,6426,6427,anuradhapatel,IND,0,Literate,42,1990044.0,0,0,uttar_pradesh,gonda,2009
6815,6815,6816,anuragsingh,BJP,0,Post Graduate,42,16297500.0,0,0,uttar_pradesh,mirzapur,2009
2037,2037,2038,anuragsinghthakur,BJP,0,Graduate,34,24150103.0,2504550,1,himachal_pradesh,hamirpur,2009
6256,6256,6257,anversingh,IND,0,10th Pass,44,1047600.0,0,0,uttar_pradesh,etawah,2009
