,Party,CriminalCases,Education,Age,Gender,TotalAssets,Liabilities,Winner,State,Constituency,Category
482,7,0,0,35,1,1533000.0,0,0,30,505,2
483,8,0,1,29,1,6172000.0,0,0,33,524,0
484,7,0,11,40,1,570200.0,0,0,30,500,0
485,7,0,5,41,1,879897.0,0,0,30,505,0
486,7,0,3,33,1,225000.0,0,0,15,332,0
487,8,0,11,55,1,873605.0,666567,0,3,468,0
488,8,1,11,71,1,842515000.0,8000000,0,19,411,0
489,7,0,0,42,1,0.0,0,0,30,119,2
490,7,0,0,59,1,3745087.0,26000,0,19,435,0
491,2,0,6,61,1,1130216000.0,82000000,0,27,21,0
492,7,0,6,39,1,108703.0,0,0,33,78,0
493,7,0,1,31,1,13095700.0,320000,0,11,210,0
494,7,1,5,41,1,2685000.0,0,0,33,464,0
495,8,0,6,42,1,450000.0,0,0,11,16,2
496,7,0,1,53,1,29039342.0,0,0,35,141,0
497,8,0,5,59,1,2443828.0,145939,0,32,508,0
498,7,3,1,40,1,2852000.0,0,0,27,21,0
499,8,0,5,49,1,55808583.0,23803410,0,14,207,0
500,8,0,10,29,1,171000.0,0,0,28,14,2
501,7,8,11,53,1,15128298.0,0,0,33,186,0
502,3,0,5,28,1,365700.0,0,0,14,426,3
503,7,0,4,56,1,10435836.0,2093000,0,30,30,2
504,7,0,5,43,1,1295000.0,8382,0,19,89,2
505,6,0,4,65,1,33892463.0,0,0,32,508,0
506,9,2,0,56,1,178200582.0,2901208,0,33,517,0
507,7,1,5,29,1,426038.0,0,0,33,438,2
508,6,2,5,40,1,318304270.0,59900980,0,18,281,0
509,8,0,1,39,1,1081500.0,0,0,24,162,0
510,8,0,5,43,1,458613.0,0,0,3,254,0
511,3,0,0,34,1,100000.0,0,0,31,97,0
512,8,0,1,31,1,2500000.0,0,0,33,238,2
513,7,0,1,36,1,410000.0,100,0,33,46,0
514,8,0,0,45,1,723800.0,25000,0,33,304,0
515,8,0,0,59,1,4084000.0,0,0,18,123,2
516,3,20,6,57,1,26196212.0,1471211,0,33,284,0
517,8,7,6,45,1,21366668.0,4100000,0,33,524,0
518,8,0,6,47,1,13672038.0,0,0,33,6,0
519,7,0,5,51,1,4181000.0,0,0,33,173,0
520,8,0,6,54,1,38453489.0,1650000,0,33,517,0
521,6,0,6,41,1,5587537.0,0,0,33,43,0
522,6,0,11,51,1,35428444.0,15584114,0,11,270,0
523,7,0,10,36,1,144186.0,0,0,19,533,0
524,7,0,4,45,1,160000.0,0,0,11,270,0
525,8,4,6,43,1,40611099.0,14000000,1,31,215,0
526,4,1,4,51,1,17791149.0,1421392,1,16,40,0
527,7,0,1,46,1,600528.0,0,0,33,365,2
528,7,0,2,50,1,1862664.0,530000,0,30,495,0
529,8,0,5,61,1,33229897.0,0,0,15,509,0
530,7,0,3,53,1,1050000.0,0,0,28,297,0
531,7,1,3,47,1,110000.0,0,0,19,411,0
532,7,0,5,56,0,3450000.0,1360000,0,19,19,2
533,8,0,11,36,1,419204.0,0,0,15,126,0
534,7,0,3,31,1,715000.0,0,0,13,66,0
535,8,0,5,30,1,2077000.0,1100000,0,11,270,0
536,7,0,0,25,1,30267.0,0,0,27,79,0
537,7,0,11,31,1,3530500.0,0,0,14,118,0
538,8,0,11,38,1,17172618.0,3005294,0,24,380,0
539,7,0,6,34,1,900.0,0,0,12,200,0
540,6,0,5,64,1,94210202.0,0,0,4,368,0
541,7,0,5,41,1,4266900.0,1362000,0,35,516,2
542,8,0,6,26,1,392000.0,580000,0,33,284,0
543,7,0,1,55,1,70000.0,0,0,18,515,2
544,7,0,2,54,1,699500.0,0,0,33,192,2
545,8,0,1,0,1,50000.0,0,0,19,395,2
546,7,0,9,32,1,50000.0,0,0,19,80,2
547,8,0,6,51,1,239374641.0,3790167,0,11,197,0
548,8,2,6,67,1,644707.0,15000,0,25,72,0
549,6,1,5,29,1,141642689.0,89589191,0,28,93,0
550,7,0,3,53,1,0.0,0,0,19,80,2
551,7,0,1,63,1,222901.0,0,0,35,291,0
552,10,0,0,62,1,39754644.0,0,1,1,531,0
553,8,0,3,41,1,1274084.0,600000,0,19,350,2
554,7,1,8,42,1,1196345.0,0,0,4,273,0
555,7,0,0,38,1,7695000.0,150000,0,33,324,2
556,7,0,5,27,1,289957.0,0,0,18,454,2
557,3,0,0,39,1,4435000.0,350000,0,13,232,2
558,7,0,0,0,1,1565000.0,0,0,28,267,0
559,3,0,2,34,1,421000.0,0,0,28,297,2
560,8,0,11,0,1,1843000.0,0,0,4,183,2
561,8,0,1,52,1,2974775.0,0,0,33,173,0
562,7,0,1,44,1,94891.0,0,0,4,273,3
563,7,0,5,29,1,1040000.0,0,0,33,343,0
564,8,0,0,45,1,1061000.0,0,0,33,174,0
565,8,1,8,37,1,3116000.0,0,0,4,378,2
566,7,0,3,29,1,349000.0,0,0,30,300,0
567,2,0,5,43,1,12252688.0,0,1,33,167,2
568,8,0,6,61,1,30617000.0,333466,0,28,297,0
569,8,0,0,48,1,10460864.0,600000,0,4,358,0
570,8,3,0,60,1,1176436.0,0,1,30,300,0
571,8,0,6,50,1,1180000.0,0,0,33,438,2
572,8,0,2,58,1,184000.0,0,0,18,49,3
573,7,0,5,50,1,6156613.0,215602,0,13,232,0
574,7,0,1,38,1,102611.0,0,0,35,220,0
575,8,1,0,62,1,13317000.0,120200,0,4,358,0
576,8,0,0,37,1,1501000.0,0,0,11,476,0
577,8,0,4,52,1,7836368.0,515000,0,35,159,0
578,2,0,1,50,1,12125676.0,5830550,1,19,177,3
579,0,0,0,53,1,0.0,0,0,25,72,0
580,8,0,5,28,1,71308.0,0,0,4,445,2
581,7,0,11,37,1,14685076.0,0,0,33,264,2
582,8,1,1,52,1,4808000.0,600000,0,18,98,2
583,8,2,6,50,1,2006000.0,300000,0,25,412,0
584,7,0,1,41,1,71051.0,0,0,4,35,2
585,7,0,0,34,1,3099116.0,0,0,14,391,2
586,2,1,11,61,1,55639509.0,0,0,25,412,0
587,8,0,6,59,1,19550000.0,970000,0,19,493,2
588,8,2,5,50,1,11569911.0,1781742,0,19,463,0
589,8,0,5,0,1,28386558.0,3331955,0,33,410,0
590,6,0,5,51,1,288174756.0,77611615,0,18,198,0
591,6,1,11,61,1,1893272.0,0,0,33,17,0
592,6,1,4,38,1,72777188.0,11222039,0,11,470,2
593,7,0,8,55,1,4501297.0,0,0,19,228,0
594,7,0,2,46,1,391000.0,0,0,19,436,2
595,8,0,5,64,1,10956000.0,1000000,0,19,117,2
596,7,1,5,45,1,821000.0,700000,0,19,229,2
597,8,3,1,53,1,13608263.0,857836,0,19,453,2
598,7,0,10,47,1,11178000.0,0,0,33,6,0
599,7,0,0,36,1,7310000.0,0,0,15,332,0
600,8,1,6,47,1,141782.0,18710,0,33,284,0
601,8,3,11,48,1,81121758.0,11140787,0,24,116,0
602,8,0,2,51,0,8916714.0,3430311,0,4,514,0
603,0,0,0,49,1,1284743.0,0,0,11,303,0
604,8,0,0,56,1,960000.0,0,0,3,42,3
605,2,6,5,57,1,698638135.0,153937858,1,11,270,0
606,2,0,5,61,1,22100499.0,1923552,1,4,111,0
607,8,0,11,44,1,300000.0,0,0,13,27,0
608,8,0,0,32,1,180000.0,0,0,18,49,0
609,7,0,2,48,1,491000.0,0,0,18,198,0
610,3,0,0,43,1,124709603.0,4377795,0,33,410,0
611,7,0,11,36,1,474723.0,0,0,35,356,0
612,4,0,4,68,1,7216237.0,0,0,35,159,0
613,6,1,5,67,1,1092609.0,0,0,35,516,0
614,8,0,3,49,1,782000.0,0,0,19,354,0
615,8,0,3,57,1,976254.0,0,0,10,377,0
616,7,0,11,38,1,7290000.0,0,0,28,93,0
617,7,0,1,35,0,1391585.0,0,0,19,256,0
618,6,0,11,56,1,14693759.0,5579589,0,25,225,2
619,7,0,7,47,1,900000.0,0,0,34,202,0
620,7,0,2,39,1,1736907.0,510000,0,30,500,0
621,7,0,11,52,0,3398931.0,560769,0,14,285,3
622,6,4,5,54,1,25560068.0,1730304,0,33,192,0
623,3,0,6,53,1,392889.0,32000,0,25,84,0
624,7,0,11,58,1,13665554.0,0,0,11,210,0
625,7,0,0,32,1,36042.0,19623,0,15,143,0
626,3,0,7,49,1,51000.0,0,0,30,318,2
627,7,1,5,51,1,1120000.0,268900,0,19,19,2
628,9,42,0,51,1,259378861.0,0,0,33,464,0
629,7,0,2,57,1,452079.0,19000,0,16,519,2
630,7,1,1,33,1,3400000.0,740000,0,19,117,0
631,8,0,0,61,1,3605634.0,0,0,35,38,2
632,6,0,11,52,1,27115000.0,42300,0,33,175,0
633,7,0,7,27,1,61500.0,0,0,33,342,2
634,7,0,5,40,1,2156941.0,593817,0,33,44,0
635,8,1,6,44,1,4823372.0,173000,0,18,441,0
636,8,3,11,55,1,15499770.0,0,0,19,290,0
637,8,0,10,58,1,13736350.0,0,0,30,119,0
638,6,1,1,45,1,130505302.0,1056950,0,19,229,0
639,7,0,1,48,1,77000.0,0,0,33,308,2
640,8,0,0,43,1,0.0,0,0,19,376,0
641,4,0,6,58,1,5757792.0,152305,0,16,299,0
642,6,0,11,26,1,228035761.0,6541922,0,1,527,0
643,0,0,11,57,1,68194327.0,0,0,33,200,0
644,7,2,6,40,1,745000.0,309000,0,19,80,0
645,8,1,11,29,1,70480623.0,5547296,1,1,249,0
646,8,0,6,29,1,2918424.0,946893,0,18,279,0
647,9,0,5,55,1,46167000.0,11500000,0,34,367,2
648,7,0,2,46,1,17500.0,0,0,27,172,0
649,6,1,3,58,1,112529244.0,0,0,11,169,0
650,7,0,5,60,1,15485000.0,0,0,31,455,0
651,6,0,0,82,1,157503816.0,22322097,0,19,205,0
652,8,0,5,33,1,85000.0,0,0,33,144,2
653,7,0,5,40,1,6189466.0,0,0,4,368,0
654,7,0,5,46,1,1280000.0,134,0,4,241,0
655,3,0,11,51,1,1252000.0,200000,0,19,435,0
656,8,0,3,30,1,10000.0,350000,0,13,66,0
657,9,0,5,27,0,26491794.0,4514160,0,33,71,0
658,8,0,5,45,0,56500.0,0,0,35,105,0
659,7,0,4,49,1,7719824.0,745000,0,30,482,0
660,8,1,11,50,1,6543381756.0,604035456,0,1,374,0
661,9,0,3,40,1,6579000.0,100000,0,28,364,0
662,3,3,11,38,1,2914000.0,649000,0,30,497,2
663,7,0,9,52,1,620000.0,110000,0,30,429,0
664,3,0,1,50,1,27566246.0,2125000,0,28,14,0
665,7,0,2,35,1,284000.0,0,0,19,411,0
666,7,0,11,35,0,9651.0,5500,0,30,429,0
667,8,1,5,42,1,873404.0,0,0,19,350,0
668,9,0,2,50,1,4228000.0,0,0,19,418,0
669,8,0,1,53,1,14635426.0,0,0,3,152,0
670,5,0,5,72,1,201555306.0,11054616,0,30,494,0
671,7,0,9,75,1,28285000.0,0,0,18,281,0
672,8,0,4,66,1,9994500.0,0,0,33,324,0
673,8,0,1,46,1,907000.0,400000,0,19,395,0
674,7,0,0,58,1,351070.0,98300,0,19,229,0
675,8,0,1,41,1,260290.0,0,0,35,419,3
676,8,0,8,59,1,7116000.0,180500,0,33,65,0
677,7,0,3,44,1,569104.0,15000,0,28,73,2
678,8,0,3,38,1,260700.0,0,0,18,526,2
679,2,3,1,66,1,73028848.0,16390000,1,33,174,0
680,8,0,5,51,1,11020207.0,0,0,33,18,2
681,7,1,0,29,1,68800.0,0,0,28,506,0
682,8,0,5,56,1,6974656.0,0,0,14,160,3
683,0,0,8,57,1,575800.0,0,0,14,160,3
684,2,0,5,44,1,75289537.0,14748456,1,35,38,0
685,8,0,6,42,1,4319709.0,940000,0,30,120,0
686,8,0,11,64,1,94852273.0,494702,0,15,56,0
687,7,0,8,46,1,417102.0,0,0,28,129,2
688,7,0,9,43,1,12500.0,50000,0,15,100,0
689,7,0,1,65,1,3810000.0,200000,0,19,366,2
690,3,0,3,41,1,1170000.0,0,0,18,434,3
691,7,1,5,57,1,1851000.0,0,0,24,535,2
692,7,0,7,0,1,425000.0,0,0,31,280,3
693,7,0,6,35,1,416000.0,53945,0,33,524,0
694,8,0,0,42,1,6410519.0,0,0,33,524,0
695,8,0,11,48,1,3190686.0,600000,0,33,304,0
696,7,0,3,29,1,50000.0,0,0,27,170,2
697,7,0,5,27,1,40000.0,0,0,1,375,0
698,4,0,6,59,1,2758610.0,0,1,35,356,0
699,8,0,6,65,1,2127951.0,0,0,33,158,0
700,7,0,2,45,1,1756000.0,0,0,14,207,0
701,7,0,3,39,1,23423.0,0,0,35,291,2
702,8,0,0,54,1,988500.0,110000,0,33,187,0
703,8,1,11,50,1,432748134.0,0,1,3,152,0
704,8,0,2,51,1,425541.0,0,0,35,47,0
705,2,5,1,61,1,28793996.0,468574,0,35,489,0
706,8,0,3,36,1,255000.0,0,0,18,98,0
707,3,1,3,56,1,1625034.0,0,0,30,156,2
708,7,0,6,59,1,765000.0,0,0,14,160,3
709,8,0,5,61,1,32766379.0,1600000,0,4,41,0
710,3,1,6,58,1,1925530.0,88983,0,25,484,3
711,7,0,9,49,1,100000.0,0,0,31,382,3
712,7,0,3,26,1,182000.0,0,0,6,488,3
713,3,0,6,55,1,3356500.0,70000,0,34,13,2
714,8,0,2,57,1,182580199.0,8699200,0,11,96,0
715,2,0,8,56,1,19142363.0,1333100,1,28,90,2
716,9,0,5,62,1,1431120.0,298000,0,13,232,0
717,8,1,0,70,1,992464.0,600000,0,14,433,3
718,2,1,5,48,1,6027197.0,700000,0,25,221,2
719,8,0,1,39,1,5500.0,0,0,35,414,3
720,8,0,2,49,1,6060167.0,350000,0,4,35,0
721,8,0,0,58,1,20000.0,0,0,25,253,2
722,8,0,2,39,1,0.0,0,0,18,330,3
723,8,0,0,52,1,120000.0,0,0,28,506,0
724,7,0,1,41,1,398200.0,12000,0,6,420,3
725,8,0,5,63,1,13978791.0,0,0,19,463,0
726,10,0,0,64,1,468000.0,0,0,31,363,2
727,1,0,5,53,1,52977088.0,705404,1,25,360,3
728,9,0,11,44,1,2860000.0,0,0,19,309,2
729,7,0,11,40,1,1076500.0,180000,0,30,120,2
730,7,0,1,51,1,67267.0,0,0,30,500,0
731,7,0,2,60,1,38400.0,0,0,30,473,0
732,7,1,9,42,1,4355000.0,500000,0,30,429,2
733,8,0,11,38,1,7900951.0,220000,0,30,504,2
734,7,0,10,29,1,63000.0,0,0,30,257,2
735,7,0,2,38,1,758000.0,0,0,31,340,0
736,8,0,10,30,1,1150.0,0,0,25,253,0
737,7,0,11,45,1,5849936.0,1955530,0,19,41,0
738,7,0,8,43,1,483000.0,0,0,19,462,2
739,7,0,11,30,1,2334214.0,331493,0,19,110,0
740,7,0,0,49,1,1831343.0,16000,0,19,41,0
741,8,0,5,45,1,794017805.0,483766785,0,1,195,0
742,7,1,11,48,1,1490000.0,0,0,30,262,0
743,8,0,1,39,1,1511000.0,0,0,30,156,0
744,8,0,3,63,1,1802210.0,350000,0,18,98,0
745,8,0,2,49,1,2387000.0,0,0,27,21,0
746,4,0,0,62,1,28030000.0,110000,0,27,25,0
747,8,0,5,65,1,42261869.0,4284205,0,11,303,0
748,7,0,3,44,1,2935000.0,150000,0,28,240,0
749,7,0,5,41,1,320500.0,0,0,6,104,0
750,7,0,3,46,1,114412.0,0,0,6,161,0
751,8,0,5,44,1,39447450.0,0,0,27,277,0
752,7,2,0,37,1,450746.0,0,0,14,207,0
753,8,0,0,65,1,9725138.0,0,0,12,259,0
754,7,0,1,66,1,30070000.0,508000,0,4,521,0
755,3,0,0,58,1,273200.0,0,0,4,452,2
756,8,0,5,60,1,465871.0,0,0,4,273,3
757,8,0,5,59,1,1958000.0,100000,0,4,445,2
758,7,0,10,0,1,1202111.0,375345,0,19,315,2
759,8,1,3,57,1,20841211.0,2292937,0,19,392,3
760,7,0,5,35,1,410700.0,0,0,11,210,0
761,8,0,5,38,1,1118000.0,0,0,27,176,0
762,7,0,2,47,0,225281.0,0,0,27,25,0
763,8,1,11,31,1,7351329.0,620770,1,31,402,2
764,7,0,0,53,1,16766167.0,0,0,27,21,0
765,8,0,1,42,1,1512000.0,0,0,33,410,0
766,7,0,7,42,1,311650.0,0,0,9,478,0
767,9,9,1,54,1,41004212.0,13432893,0,33,54,0
768,8,0,5,61,1,2614200.0,909100,0,34,367,0
769,3,0,6,46,1,4937691.0,43248,0,4,451,0
770,8,3,1,36,1,32000.0,0,0,33,17,0
771,7,0,0,30,1,573000.0,0,0,28,179,2
772,7,0,3,47,1,2980000.0,0,0,24,116,0
773,7,0,1,35,1,5287989.0,125000,0,14,433,3
774,7,0,6,34,1,265000.0,0,0,31,319,3
775,8,0,3,44,1,323000.0,0,0,30,473,0
776,7,0,11,70,1,665409.0,3600,0,10,440,3
777,7,0,1,49,1,3560500.0,300000,0,11,210,0
778,8,1,5,36,1,9514000.0,0,0,14,118,0
779,8,0,0,45,1,1053000.0,0,0,11,470,2
780,8,0,0,45,1,1053000.0,0,0,28,179,2
781,9,0,6,62,1,3200000.0,80000,0,18,198,0
782,8,0,3,0,1,95000.0,0,0,27,277,2
783,8,0,0,51,0,17852106.0,1196325,0,11,303,0
784,7,2,11,57,1,1915000.0,0,0,27,277,0
785,3,0,3,40,1,155000.0,0,0,10,136,3
786,7,0,7,53,1,116000.0,0,0,30,119,2
787,8,0,11,40,1,48000.0,0,0,25,295,3
788,9,0,5,30,0,2087486.0,0,0,3,181,0
789,2,3,5,66,1,98255148.0,405469,1,31,455,0
790,7,0,0,31,1,40000.0,0,0,1,64,2
791,3,0,3,40,1,2743505.0,14000,0,19,448,0
792,0,7,5,53,1,1832121.0,1261689,0,14,433,3
793,8,0,1,39,1,9271228.0,0,0,31,328,0
794,7,5,5,46,1,7528892.0,0,0,35,132,2
795,8,0,0,54,1,2318000.0,273820,0,31,382,0
796,7,1,5,53,1,393000.0,0,0,31,0,3
797,7,0,5,57,1,7250000.0,0,0,15,359,0
798,7,0,1,57,1,4782000.0,0,0,31,280,3
799,10,0,11,49,1,40179000.0,0,0,31,319,3
800,4,0,5,54,1,5130571.0,0,0,35,38,0
801,8,1,2,57,1,3564058.0,2035000,0,18,331,0
802,7,0,3,48,1,6730000.0,200000,0,13,512,0
803,7,0,8,59,1,594500.0,0,0,34,13,2
804,7,0,3,43,0,309000.0,0,0,19,411,2
805,6,0,11,68,1,4006396.0,787720,0,19,309,2
806,7,0,0,53,1,50000.0,0,0,19,351,2
807,3,0,2,44,1,410000.0,30000,0,19,315,2
808,7,0,5,31,1,615000.0,600000,0,19,41,2
809,8,0,9,47,1,65000.0,0,0,19,41,2
810,7,0,1,29,1,510000.0,0,0,19,89,0
811,8,0,8,60,1,5765202.0,553000,0,14,118,0
812,8,3,0,36,1,2791000.0,0,0,10,487,0
813,7,0,8,38,2,19390267.0,0,0,33,144,0
814,8,0,1,43,1,8001008.0,0,0,14,426,3
815,8,2,3,50,1,665047926.0,11799786,1,19,336,0
816,8,0,8,55,1,953049.0,0,0,19,336,0
817,7,0,1,36,1,713000.0,0,0,3,74,2
818,7,0,6,52,1,48626946.0,0,0,4,241,0
819,7,0,1,37,1,150000.0,0,0,25,258,3
820,8,0,5,44,1,5442300.0,0,0,14,285,3
821,3,0,3,46,1,2162778.0,27500,0,24,385,2
822,7,0,1,62,1,15991000.0,270000,0,15,126,0
823,8,0,6,44,1,0.0,0,0,15,206,3
824,8,0,5,30,1,447000.0,74000,0,15,57,0
825,7,0,7,50,2,2782158.0,0,0,33,524,0
826,8,0,0,42,1,333388.0,1000000,0,25,484,3
827,7,0,2,55,1,185149.0,0,0,10,425,0
828,3,0,3,49,1,3002000.0,79000,0,30,505,2
829,7,2,0,47,1,27042432.0,2090125,0,25,276,3
830,8,0,0,56,1,1911085.0,0,0,32,507,3
831,8,0,5,58,1,1023173039.0,83517670,1,31,537,0
832,8,0,6,77,1,13450336.0,700000,0,15,461,0
833,7,0,6,64,1,2852000.0,0,0,35,154,0
834,7,0,8,36,1,1356000.0,600000,0,15,289,2
835,6,0,0,75,0,78531612.0,0,0,33,347,0
836,8,0,0,50,1,13238000.0,4000000,0,19,256,0
837,4,1,11,59,1,8419973.0,329228,0,30,262,0
838,7,1,0,68,1,565000.0,20000,0,3,181,3
839,7,0,0,49,1,3503683.0,0,0,16,496,0
840,6,3,6,73,1,70042778.0,0,0,33,190,0
841,7,0,6,43,1,1246959.0,0,0,31,537,0
842,7,0,6,49,1,1055000.0,0,0,33,264,2
843,7,0,5,31,1,2665000.0,0,0,15,143,0
844,2,0,6,47,1,19661231.0,1741547,1,10,136,3
845,7,0,1,40,1,251000.0,0,0,3,74,0
846,2,0,11,72,1,5562704.0,0,1,34,367,0
847,7,0,5,36,1,3425500.0,100000,0,18,465,0
848,9,0,1,43,1,259910.0,0,0,34,13,2
849,7,0,0,38,1,16328803.0,0,0,12,329,0
850,2,0,4,66,1,21240286.0,3687610,1,18,94,2
851,7,0,0,35,1,656000.0,0,0,18,499,2
852,8,0,3,47,1,2207680.0,26000,0,33,78,2
853,8,0,6,67,1,9219083.0,0,0,33,365,2
854,7,0,2,50,1,143000.0,0,0,33,18,2
855,3,0,5,55,1,4030849.0,2640000,0,27,213,2
856,7,0,5,67,1,352800.0,0,0,34,367,0
857,2,0,6,46,1,56559290.0,16829000,1,15,100,0
858,8,0,1,41,1,43057512.0,16281200,1,27,449,0
859,7,0,0,54,1,3333000.0,630305,0,27,21,0
860,7,0,1,31,1,1051000.0,0,0,27,449,0
861,8,3,3,36,1,277000.0,15000,0,27,79,2
862,7,0,5,30,1,0.0,0,0,19,80,0
863,6,1,6,60,1,21571918.0,1425250,0,33,438,2
864,0,0,0,37,1,184406721.0,7746438,0,35,141,3
865,8,0,2,41,1,35124.0,0,0,10,70,3
866,7,0,11,70,1,16847000.0,0,0,4,266,0
867,2,2,1,60,1,50034910.0,600000,1,33,54,0
868,8,0,8,50,1,3265000.0,500000,0,18,281,3
869,7,0,6,59,1,7915318.0,0,0,19,315,2
870,6,1,6,55,1,11516583.0,3875982,0,25,253,0
871,9,10,5,55,1,6369213.0,9499365,0,33,450,0
872,2,0,11,61,1,125833320.0,660757,1,19,153,0
873,8,3,0,39,1,14944093.0,1895188,0,19,395,0
874,3,0,1,43,1,858000.0,400000,0,10,440,2
875,3,1,11,64,1,34810892.0,0,0,19,436,3
876,8,0,3,81,1,15752404.0,250000,0,28,63,3
877,8,0,0,51,1,452500.0,0,0,28,244,0
878,7,0,1,63,1,2500000.0,0,0,19,493,0
879,7,0,9,39,1,0.0,0,0,19,41,0
880,7,0,11,33,1,3828500.0,0,0,15,332,0
881,2,0,11,55,1,5774068.0,650000,1,33,227,2
882,7,0,0,42,1,1155000.0,0,0,28,129,0
883,3,0,0,46,1,3840000.0,980000,0,28,103,2
884,7,0,3,50,1,2671280.0,171200,0,28,428,0
885,7,0,3,57,1,1650000.0,0,0,28,5,0
886,7,0,1,33,1,233675.0,0,0,28,230,2
887,0,0,5,58,1,42000.0,0,0,28,364,0
888,8,18,1,43,1,14386607.0,195500,0,19,336,0
889,8,0,1,44,1,1503000.0,80000,0,33,186,0
890,8,0,4,40,1,1757000.0,0,0,4,35,0
891,8,0,1,44,1,350000.0,261000,0,4,471,0
892,7,0,5,36,1,279000.0,20000,0,19,309,2
893,7,0,11,30,1,435535.0,0,0,30,482,0
894,7,0,5,53,2,105000.0,0,0,30,318,0
895,8,0,11,33,1,1108295.0,40000,0,30,482,2
896,8,1,1,47,1,7378589.0,969756,1,30,338,0
897,8,0,0,32,1,6906.0,0,0,19,309,2
898,7,0,6,40,1,205966.0,0,0,18,441,0
899,2,3,5,62,1,21130089.0,1102553,1,33,51,0
900,9,0,11,59,1,18659184.0,0,0,33,472,0
901,8,0,2,40,1,211000.0,0,0,28,506,3
902,1,0,11,57,1,88834098.0,0,1,25,134,0
903,3,0,6,62,1,8215000.0,0,0,25,412,0
904,8,0,11,41,1,12708752.0,4814872,0,6,427,0
905,7,0,11,37,1,132798.0,0,0,19,533,0
906,6,1,4,64,1,73540816.0,9030001,0,19,462,2
907,7,0,11,57,0,425000.0,350000,0,30,121,0
908,3,0,10,28,1,390242.0,0,0,8,138,0
909,8,0,11,40,0,12289332.0,880320,0,19,19,2
910,8,0,1,37,1,504167.0,21000,0,18,147,3
911,8,0,0,67,1,1304200.0,107000,0,18,434,3
912,8,0,5,51,1,5819278.0,103000,0,4,316,2
913,7,0,0,35,1,1770000.0,0,0,19,336,2
914,7,0,0,28,1,511665.0,0,0,19,475,2
915,3,0,1,49,1,102165611.0,0,0,33,450,0
916,3,0,10,47,1,18480000.0,0,0,28,393,2
917,7,0,1,36,1,2225891.0,151457,0,33,51,0
918,3,0,5,50,1,210577691.0,0,0,33,313,2
919,8,0,8,52,1,140000.0,0,0,4,368,0
920,3,2,6,44,0,59238640.0,4242867,0,19,352,0
921,7,0,3,47,1,2413000.0,0,0,10,398,0
922,8,0,11,49,1,11357709.0,1688121,0,19,388,0
923,7,0,3,38,1,101000.0,0,0,15,55,2
924,0,0,1,66,1,1132884.0,31473,0,32,507,3
925,0,0,11,53,1,12290000.0,100000,0,28,244,0
926,8,0,8,50,1,1829000.0,0,0,4,183,2
927,7,0,5,57,1,1859000.0,430000,0,34,180,0
928,8,0,1,26,1,215500.0,0,0,33,334,0
929,7,0,11,29,1,50000.0,0,0,18,85,3
930,6,0,11,43,1,26084515.0,3350225,0,3,492,0
931,7,0,6,36,1,600000.0,0,0,27,79,0
932,7,0,6,37,1,3058174.0,0,0,11,476,0
933,7,0,0,47,1,120000.0,0,0,11,16,2
934,7,0,5,35,1,1503000.0,650000,0,12,259,0
935,7,0,1,30,1,1500.0,0,0,27,277,2
936,7,0,6,77,1,61711.0,0,0,24,385,2
937,7,0,1,42,1,330000.0,0,0,10,136,3
938,7,0,9,66,1,26119165.0,0,0,11,16,2
939,7,0,0,56,1,567500.0,0,0,10,91,0
940,7,0,6,46,1,1832061.0,0,0,34,367,0
941,8,0,1,56,1,600300.0,0,0,35,489,0
942,6,0,11,50,1,5756318.0,799000,0,25,221,2
943,7,0,5,36,0,6666352.0,27000,0,27,400,0
944,3,1,11,40,1,5325200.0,0,0,25,50,0
945,7,0,5,38,1,60397.0,0,0,19,453,2
946,7,0,5,75,1,22810000.0,1150000,0,15,206,0
947,8,0,5,58,1,6928610.0,0,0,14,188,0
948,8,0,0,60,1,3551085.0,950000,0,25,84,0
949,2,8,1,51,1,16027526.0,715347,1,14,234,0
950,8,1,1,29,1,764550.0,58637,0,25,253,0
951,7,0,0,39,1,212446.0,0,0,35,154,2
952,3,0,0,62,1,50000.0,0,0,25,39,0
953,6,0,10,64,1,17367991.0,0,0,25,99,0
954,7,0,0,33,1,790500.0,0,0,27,449,0
955,7,0,0,36,1,1650000.0,0,0,11,476,2
956,6,2,5,57,1,12292000.0,2201014,0,33,10,0
957,0,0,11,57,1,9396430.0,797019,1,35,231,2
958,6,0,11,82,1,43378685.0,0,0,3,246,0
959,8,0,5,70,1,11038641.0,0,0,3,468,0
960,6,0,6,45,1,53691343.0,516000,0,30,120,0
961,7,0,0,44,1,1867208.0,0,0,16,216,0
962,2,2,5,47,1,1730669.0,7500,0,35,414,0
963,8,0,4,44,1,19920752.0,4700000,0,25,134,0
964,8,0,3,50,1,2737500.0,0,0,35,67,2
965,2,0,0,37,1,1664100.0,360000,0,35,243,3
966,8,0,0,43,0,691500.0,0,0,25,258,2
967,8,0,6,68,1,9069500.0,62000,0,35,11,3
968,8,0,5,30,1,160000.0,0,0,35,326,3
969,7,0,5,57,0,19869123.0,800000,0,28,142,3
970,8,0,1,63,0,127124.0,0,0,25,134,0
971,8,1,6,55,1,520000.0,0,0,32,508,3
972,7,0,8,57,1,4880000.0,0,0,33,114,0
973,7,0,3,46,0,318706.0,33000,0,16,408,0
974,8,0,0,38,1,490000.0,200000,0,31,215,0
975,7,0,5,43,1,3600000.0,0,0,3,254,0
