,Unnamed: 0,Election_Type,State_Name,Constituency_Name,Assembly_No,Constituency_No,Year,month,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
161,161,GE,andhra_pradesh,vijayawada,17,12,2019,4,5,naraharisettynarasimharao,M,INC,16261,,1277711,1652994,77.3,1.27,7350,0.58,3482,Graduate Professional
162,162,GE,andhra_pradesh,vijayawada,17,12,2019,4,6,nota,,NOTA,8911,,1277711,1652994,77.3,0.7,6454,0.51,5897,
163,163,GE,andhra_pradesh,vijayawada,17,12,2019,4,7,andukurivijayabhaskar,M,IPBP,2457,,1277711,1652994,77.3,0.19,718,0.06,3331,Graduate Professional
164,164,GE,andhra_pradesh,vijayawada,17,12,2019,4,8,bolisettyharibabu,M,IND,1739,GEN,1277711,1652994,77.3,0.14,521,0.04,10809,Illiterate
165,165,GE,andhra_pradesh,vijayawada,17,12,2019,4,9,mohammadishaq,M,IND,1218,,1277711,1652994,77.3,0.1,169,0.01,10809,12th Pass
166,166,GE,andhra_pradesh,vijayawada,17,12,2019,4,10,anilkumarmaddineni,M,IND,1049,,1277711,1652994,77.3,0.08,96,0.01,10809,Post Graduate
167,167,GE,andhra_pradesh,vijayawada,17,12,2019,4,11,nandininallaghatla,F,IND,953,,1277711,1652994,77.3,0.07,265,0.02,10809,Post Graduate
168,168,GE,andhra_pradesh,vijayawada,17,12,2019,4,12,dhanekulagandhi,M,IND,688,,1277711,1652994,77.3,0.05,3,0.0,10809,10th Pass
169,169,GE,andhra_pradesh,vijayawada,17,12,2019,4,13,sekhar,M,PPOI,685,,1277711,1652994,77.3,0.05,205,0.02,6298,10th Pass
170,170,GE,andhra_pradesh,vijayawada,17,12,2019,4,14,padalasivaprasad,M,NRCP,480,,1277711,1652994,77.3,0.04,46,0.0,17092,10th Pass
171,171,GE,andhra_pradesh,vijayawada,17,12,2019,4,15,datlalurdumary,F,MPP,434,,1277711,1652994,77.3,0.03,22,0.0,17078,12th Pass
172,172,GE,andhra_pradesh,vijayawada,17,12,2019,4,16,skriyaz,M,IUML,412,,1277711,1652994,77.3,0.03,0,0.0,3952,10th Pass
173,173,GE,andhra_pradesh,guntur,17,13,2019,4,1,jayadevgalla,M,TDP,587918,GEN,1351474,1706119,79.21,43.5,4205,0.31,8300,Graduate
174,174,GE,andhra_pradesh,guntur,17,13,2019,4,2,modugulavenugopalareddy,M,YSRCP,583713,GEN,1351474,1706119,79.21,43.19,454508,33.63,8615,Graduate Professional
175,175,GE,andhra_pradesh,guntur,17,13,2019,4,3,bonaboyinasrinivasaraobonaboyinasrinivasayadav,M,JnP,129205,,1351474,1706119,79.21,9.56,115000,8.51,17069,10th Pass
176,176,GE,andhra_pradesh,guntur,17,13,2019,4,4,shaikmastanvali,M,INC,14205,,1351474,1706119,79.21,1.05,2364,0.17,3482,Post Graduate
177,177,GE,andhra_pradesh,guntur,17,13,2019,4,5,jayaprakashnarayanavalluru,M,BJP,11841,,1351474,1706119,79.21,0.88,5835,0.43,1605,Graduate Professional
178,178,GE,andhra_pradesh,guntur,17,13,2019,4,6,nota,,NOTA,6006,,1351474,1706119,79.21,0.44,2790,0.21,5897,
179,179,GE,andhra_pradesh,guntur,17,13,2019,4,7,mannavahariprasad,M,CPIM,3216,,1351474,1706119,79.21,0.24,307,0.02,2560,Graduate Professional
180,180,GE,andhra_pradesh,guntur,17,13,2019,4,8,dasarikiranbabu,M,IND,2909,,1351474,1706119,79.21,0.22,233,0.02,10809,8th Pass
181,181,GE,andhra_pradesh,guntur,17,13,2019,4,9,umarbashashaik,M,IND,2676,,1351474,1706119,79.21,0.2,729,0.05,10809,Graduate Professional
182,182,GE,andhra_pradesh,guntur,17,13,2019,4,10,yvsuresh,M,IND,1947,,1351474,1706119,79.21,0.14,201,0.01,10809,Graduate
183,183,GE,andhra_pradesh,guntur,17,13,2019,4,11,ramaraosimhadri,M,PRSHP,1746,,1351474,1706119,79.21,0.13,729,0.05,6134,5th Pass
184,184,GE,andhra_pradesh,guntur,17,13,2019,4,12,sarabandirajusikhinam,M,ILP(AP),1017,,1351474,1706119,79.21,0.08,97,0.01,3457,Post Graduate
185,185,GE,andhra_pradesh,guntur,17,13,2019,4,13,nagarajuekula,M,RPI(A),920,,1351474,1706119,79.21,0.07,110,0.01,12285,
186,186,GE,andhra_pradesh,guntur,17,13,2019,4,14,aravetihazarathrao,M,PPOI,810,,1351474,1706119,79.21,0.06,169,0.01,6298,Graduate Professional
187,187,GE,andhra_pradesh,guntur,17,13,2019,4,15,njvidyasagar,M,VCK,641,,1351474,1706119,79.21,0.05,12,0.0,8488,Post Graduate
188,188,GE,andhra_pradesh,guntur,17,13,2019,4,16,doppalapudiveeradas,M,IND,629,,1351474,1706119,79.21,0.05,1,0.0,10809,Graduate
189,189,GE,andhra_pradesh,guntur,17,13,2019,4,17,samudralachinnakotaiah,M,NDDHP,628,,1351474,1706119,79.21,0.05,65,0.0,17097,10th Pass
190,190,GE,andhra_pradesh,guntur,17,13,2019,4,18,shaikjaleel,M,NRCP,563,,1351474,1706119,79.21,0.04,116,0.01,17092,5th Pass
191,191,GE,andhra_pradesh,guntur,17,13,2019,4,19,ullagidavidjayakumardrdjkumar,M,HMRD,447,,1351474,1706119,79.21,0.03,10,0.0,18201,Doctorate
192,192,GE,andhra_pradesh,guntur,17,13,2019,4,20,jeldirajamohan,M,AINPP,437,,1351474,1706119,79.21,0.03,0,0.0,18180,12th Pass
193,193,GE,andhra_pradesh,narasaraopet,17,14,2019,4,1,lavusrikrishnadevarayalu,M,YSRCP,745557,GEN,1437420,1670391,86.05,51.87,154002,10.71,8615,Graduate Professional
194,194,GE,andhra_pradesh,narasaraopet,17,14,2019,4,2,rayapatisambasivarao,M,TDP,591555,GEN,1437420,1670391,86.05,41.15,540547,37.61,8300,Graduate
195,195,GE,andhra_pradesh,narasaraopet,17,14,2019,4,3,nayubkamalshaik,M,JnP,51008,,1437420,1670391,86.05,3.55,35522,2.47,17069,12th Pass
196,196,GE,andhra_pradesh,narasaraopet,17,14,2019,4,4,kannalakshminarayana,M,BJP,15486,,1437420,1670391,86.05,1.08,2959,0.21,1605,Graduate
197,197,GE,andhra_pradesh,narasaraopet,17,14,2019,4,5,nota,,NOTA,12527,,1437420,1670391,86.05,0.87,1494,0.1,5897,
198,198,GE,andhra_pradesh,narasaraopet,17,14,2019,4,6,pakkalasuribabu,M,INC,11033,,1437420,1670391,86.05,0.77,8139,0.57,3482,Post Graduate
199,199,GE,andhra_pradesh,narasaraopet,17,14,2019,4,7,alluvenkatareddy,M,PPOI,2894,,1437420,1670391,86.05,0.2,209,0.01,6298,Graduate Professional
200,200,GE,andhra_pradesh,narasaraopet,17,14,2019,4,8,durgampudiramireddy,M,IND,2685,,1437420,1670391,86.05,0.19,1302,0.09,10809,
201,201,GE,andhra_pradesh,narasaraopet,17,14,2019,4,9,reddyboinaprasannakumar,M,IND,1383,GEN,1437420,1670391,86.05,0.1,383,0.03,10809,5th Pass
202,202,GE,andhra_pradesh,narasaraopet,17,14,2019,4,10,pariminarasimharao,M,IND,1000,,1437420,1670391,86.05,0.07,113,0.01,10809,
203,203,GE,andhra_pradesh,narasaraopet,17,14,2019,4,11,kanakamsrinivasarao,M,NNKP,887,,1437420,1670391,86.05,0.06,265,0.02,17098,10th Pass
204,204,GE,andhra_pradesh,narasaraopet,17,14,2019,4,12,gaddalavenu,M,IND,622,,1437420,1670391,86.05,0.04,204,0.01,10809,Graduate
205,205,GE,andhra_pradesh,narasaraopet,17,14,2019,4,13,surabhidevasahayam,M,IUML,418,,1437420,1670391,86.05,0.03,53,0.0,3952,8th Pass
206,206,GE,andhra_pradesh,narasaraopet,17,14,2019,4,14,kantesayanna,M,IND,365,,1437420,1670391,86.05,0.03,0,0.0,10809,Graduate
207,207,GE,andhra_pradesh,bapatla,17,15,2019,4,1,sureshbabunandigam,M,YSRCP,598257,SC,1266492,1468671,86.23,47.24,16065,1.27,8615,8th Pass
208,208,GE,andhra_pradesh,bapatla,17,15,2019,4,2,malyadrisriram,M,TDP,582192,SC,1266492,1468671,86.23,45.97,539612,42.61,8300,Post Graduate
209,209,GE,andhra_pradesh,bapatla,17,15,2019,4,3,kdevanand,M,BSP,42580,SC,1266492,1468671,86.23,3.36,29362,2.32,16651,Post Graduate
210,210,GE,andhra_pradesh,bapatla,17,15,2019,4,4,nota,,NOTA,13218,,1266492,1468671,86.23,1.04,63,0.0,5897,
211,211,GE,andhra_pradesh,bapatla,17,15,2019,4,5,jdseelam,M,INC,13155,SC,1266492,1468671,86.23,1.04,2804,0.22,3482,Post Graduate
212,212,GE,andhra_pradesh,bapatla,17,15,2019,4,6,challagalikishorekumar,M,BJP,10351,SC,1266492,1468671,86.23,0.82,8400,0.66,1605,Graduate Professional
213,213,GE,andhra_pradesh,bapatla,17,15,2019,4,7,bussanagaraju,M,IND,1951,SC,1266492,1468671,86.23,0.15,675,0.05,10809,Others
214,214,GE,andhra_pradesh,bapatla,17,15,2019,4,8,gollababurao,M,IND,1276,SC,1266492,1468671,86.23,0.1,391,0.03,10809,Post Graduate
215,215,GE,andhra_pradesh,bapatla,17,15,2019,4,9,kumarkattepogu,M,PPOI,885,SC,1266492,1468671,86.23,0.07,230,0.02,6298,5th Pass
216,216,GE,andhra_pradesh,bapatla,17,15,2019,4,10,gellanagamalli,F,IND,655,SC,1266492,1468671,86.23,0.05,49,0.0,10809,Graduate Professional
217,217,GE,andhra_pradesh,bapatla,17,15,2019,4,11,nuthakkiramarao,M,AINPP,606,SC,1266492,1468671,86.23,0.05,76,0.01,18180,Post Graduate
218,218,GE,andhra_pradesh,bapatla,17,15,2019,4,12,gaddeharibabu,M,NPT,530,SC,1266492,1468671,86.23,0.04,64,0.01,5841,Graduate
219,219,GE,andhra_pradesh,bapatla,17,15,2019,4,13,chinanageswararaosadhu,M,MPP,466,SC,1266492,1468671,86.23,0.04,96,0.01,17078,Post Graduate
220,220,GE,andhra_pradesh,bapatla,17,15,2019,4,14,thumatiravi,M,AlPP,370,SC,1266492,1468671,86.23,0.03,0,0.0,816,Post Graduate
221,221,GE,andhra_pradesh,ongole,17,16,2019,4,1,maguntasreenivasulureddy,M,YSRCP,739202,GEN,1342368,1556469,86.24,55.07,214851,16.01,8615,Graduate
222,222,GE,andhra_pradesh,ongole,17,16,2019,4,2,siddaraghavarao,M,TDP,524351,,1342368,1556469,86.24,39.06,494972,36.87,8300,Graduate
223,223,GE,andhra_pradesh,ongole,17,16,2019,4,3,bellamkondasaibabu,M,JnP,29379,,1342368,1556469,86.24,2.19,8514,0.63,17069,Graduate Professional
224,224,GE,andhra_pradesh,ongole,17,16,2019,4,4,nota,,NOTA,20865,,1342368,1556469,86.24,1.55,12636,0.94,5897,
225,225,GE,andhra_pradesh,ongole,17,16,2019,4,5,thogantisreenivasulu,M,BJP,8229,,1342368,1556469,86.24,0.61,90,0.01,1605,Graduate Professional
226,226,GE,andhra_pradesh,ongole,17,16,2019,4,6,drsirivellaprasad,M,INC,8139,,1342368,1556469,86.24,0.61,4881,0.36,3482,Doctorate
227,227,GE,andhra_pradesh,ongole,17,16,2019,4,7,maramsrinivasareddy,M,PRSHP,3258,GEN,1342368,1556469,86.24,0.24,46,0.0,6134,Post Graduate
228,228,GE,andhra_pradesh,ongole,17,16,2019,4,8,venkateshvepuri,M,IND,3212,,1342368,1556469,86.24,0.24,1761,0.13,10809,10th Pass
229,229,GE,andhra_pradesh,ongole,17,16,2019,4,9,mohanayyappa,M,IND,1451,,1342368,1556469,86.24,0.11,291,0.02,10809,Post Graduate
230,230,GE,andhra_pradesh,ongole,17,16,2019,4,10,madhuyattapu,M,IND,1160,,1342368,1556469,86.24,0.09,87,0.01,10809,Graduate
231,231,GE,andhra_pradesh,ongole,17,16,2019,4,11,venkatesanbaburao,M,IPBP,1073,,1342368,1556469,86.24,0.08,262,0.02,3331,Graduate
232,232,GE,andhra_pradesh,ongole,17,16,2019,4,12,kondapraveenkumar,M,NPT,811,,1342368,1556469,86.24,0.06,138,0.01,5841,10th Pass
233,233,GE,andhra_pradesh,ongole,17,16,2019,4,13,billachennaiah,M,IND,673,,1342368,1556469,86.24,0.05,108,0.01,10809,12th Pass
234,234,GE,andhra_pradesh,ongole,17,16,2019,4,14,kavurivenubabunaidu,M,IND,565,GEN,1342368,1556469,86.24,0.04,0,0.0,10809,10th Pass
235,235,GE,andhra_pradesh,nandyal,17,17,2019,4,1,pochabrahmanandareddy,M,YSRCP,720888,GEN,1299093,1603220,81.03,55.49,250119,19.25,8615,Post Graduate
236,236,GE,andhra_pradesh,nandyal,17,17,2019,4,2,mandrasivanandareddy,M,TDP,470769,GEN,1299093,1603220,81.03,36.24,431898,33.25,8300,Graduate Professional
237,237,GE,andhra_pradesh,nandyal,17,17,2019,4,3,spyreddy,M,JnP,38871,GEN,1299093,1603220,81.03,2.99,24451,1.88,17069,Graduate
238,238,GE,andhra_pradesh,nandyal,17,17,2019,4,4,jangitelakshminarasimhayadav,M,INC,14420,GEN,1299093,1603220,81.03,1.11,4629,0.36,3482,Post Graduate
239,239,GE,andhra_pradesh,nandyal,17,17,2019,4,5,nota,,NOTA,9791,,1299093,1603220,81.03,0.75,725,0.06,5897,
240,240,GE,andhra_pradesh,nandyal,17,17,2019,4,6,adinarayanainty,M,BJP,9066,,1299093,1603220,81.03,0.7,2967,0.23,1605,Post Graduate
241,241,GE,andhra_pradesh,nandyal,17,17,2019,4,7,poluruguruvaiah,M,IND,6099,,1299093,1603220,81.03,0.47,1247,0.1,10809,Illiterate
242,242,GE,andhra_pradesh,nandyal,17,17,2019,4,8,bhumakishorreddy,M,IND,4852,GEN,1299093,1603220,81.03,0.37,310,0.02,10809,10th Pass
243,243,GE,andhra_pradesh,nandyal,17,17,2019,4,9,jestadisudhakar,M,IND,4542,,1299093,1603220,81.03,0.35,453,0.03,10809,10th Pass
244,244,GE,andhra_pradesh,nandyal,17,17,2019,4,10,dpjamalbasha,M,AYSRCP,4089,,1299093,1603220,81.03,0.31,986,0.08,932,10th Pass
245,245,GE,andhra_pradesh,nandyal,17,17,2019,4,11,ivpakkirreddy,M,IND,3103,GEN,1299093,1603220,81.03,0.24,560,0.04,10809,Graduate
246,246,GE,andhra_pradesh,nandyal,17,17,2019,4,12,bcramanathareddy,M,IND,2543,GEN,1299093,1603220,81.03,0.2,161,0.01,10809,Graduate
247,247,GE,andhra_pradesh,nandyal,17,17,2019,4,13,vangalaparameswarareddy,M,IND,2382,GEN,1299093,1603220,81.03,0.18,674,0.05,10809,10th Pass
248,248,GE,andhra_pradesh,nandyal,17,17,2019,4,14,csurendranathreddy,M,IND,1708,GEN,1299093,1603220,81.03,0.13,279,0.02,10809,12th Pass
249,249,GE,andhra_pradesh,nandyal,17,17,2019,4,15,drlakshmikanthareddychitla,M,IND,1429,GEN,1299093,1603220,81.03,0.11,492,0.04,10809,Doctorate
250,250,GE,andhra_pradesh,nandyal,17,17,2019,4,16,pulanagamaddilety,M,ANC,937,,1299093,1603220,81.03,0.07,90,0.01,840,10th Pass
251,251,GE,andhra_pradesh,nandyal,17,17,2019,4,17,saindumathi,F,IND,847,,1299093,1603220,81.03,0.07,80,0.01,10809,Graduate Professional
252,252,GE,andhra_pradesh,nandyal,17,17,2019,4,18,kpkambagiriswamy,M,IND,767,GEN,1299093,1603220,81.03,0.06,94,0.01,10809,10th Pass
253,253,GE,andhra_pradesh,nandyal,17,17,2019,4,19,ruddireddyradhakrishna,M,AIFB,673,,1299093,1603220,81.03,0.05,5,0.0,3040,Others
254,254,GE,andhra_pradesh,nandyal,17,17,2019,4,20,elluribhupal,M,IND,668,,1299093,1603220,81.03,0.05,19,0.0,10809,Graduate
255,255,GE,andhra_pradesh,nandyal,17,17,2019,4,21,dmahammadrafi,M,BCUF,649,,1299093,1603220,81.03,0.05,0,0.0,1031,10th Pass
256,256,GE,andhra_pradesh,kurnool,17,18,2019,4,1,drsanjeevkumar,M,YSRCP,605462,GEN,1188327,1573009,75.54,50.95,149067,12.54,8615,Post Graduate
257,257,GE,andhra_pradesh,kurnool,17,18,2019,4,2,kotlajayasuryaprakashreddy,M,TDP,456395,GEN,1188327,1573009,75.54,38.41,419895,35.33,8300,Graduate
258,258,GE,andhra_pradesh,kurnool,17,18,2019,4,3,ahmedalikhan,M,INC,36500,,1188327,1573009,75.54,3.07,12082,1.02,3482,12th Pass
259,259,GE,andhra_pradesh,kurnool,17,18,2019,4,4,drparthasarathivalmiki,M,BJP,24418,,1188327,1573009,75.54,2.05,5353,0.45,1605,Post Graduate
260,260,GE,andhra_pradesh,kurnool,17,18,2019,4,5,kprabhakarareddy,M,CPM,19065,GEN,1188327,1573009,75.54,1.6,9258,0.78,14635,Graduate Professional
261,261,GE,andhra_pradesh,kurnool,17,18,2019,4,6,tbeechupally,M,IND,9807,,1188327,1573009,75.54,0.83,2090,0.18,10809,Graduate
262,262,GE,andhra_pradesh,kurnool,17,18,2019,4,7,nota,,NOTA,7717,,1188327,1573009,75.54,0.65,424,0.04,5897,
263,263,GE,andhra_pradesh,kurnool,17,18,2019,4,8,abdulwaris,M,SDPI,7293,,1188327,1573009,75.54,0.61,716,0.06,7985,8th Pass
264,264,GE,andhra_pradesh,kurnool,17,18,2019,4,9,sriharipv,M,IND,6577,,1188327,1573009,75.54,0.55,3295,0.28,10809,Doctorate
265,265,GE,andhra_pradesh,kurnool,17,18,2019,4,10,danduseshuyadav,M,SP,3282,GEN,1188327,1573009,75.54,0.28,531,0.04,7425,Graduate Professional
266,266,GE,andhra_pradesh,kurnool,17,18,2019,4,11,balijashivakumar,M,IND,2751,,1188327,1573009,75.54,0.23,644,0.05,10809,
267,267,GE,andhra_pradesh,kurnool,17,18,2019,4,12,gsanjeevakumar,M,SMFB,2107,,1188327,1573009,75.54,0.18,405,0.03,7333,10th Pass
268,268,GE,andhra_pradesh,kurnool,17,18,2019,4,13,devarapogumaddilety,M,IND,1702,,1188327,1573009,75.54,0.14,196,0.02,10809,10th Pass
269,269,GE,andhra_pradesh,kurnool,17,18,2019,4,14,hthomas,M,IND,1506,,1188327,1573009,75.54,0.13,221,0.02,10809,10th Pass
270,270,GE,andhra_pradesh,kurnool,17,18,2019,4,15,mnaganna,M,SUCI(C),1285,,1188327,1573009,75.54,0.11,54,0.0,8082,Illiterate
271,271,GE,andhra_pradesh,kurnool,17,18,2019,4,16,kasularajasekhar,M,PPOI,1231,,1188327,1573009,75.54,0.1,2,0.0,6298,10th Pass
272,272,GE,andhra_pradesh,kurnool,17,18,2019,4,17,smdshafath,M,RRS,1229,,1188327,1573009,75.54,0.1,0,0.0,12375,Graduate Professional
273,273,GE,andhra_pradesh,anantapur,17,19,2019,4,1,talarirangaiah,M,YSRCP,695208,GEN,1342306,1664160,80.66,51.79,141428,10.54,8615,Doctorate
274,274,GE,andhra_pradesh,anantapur,17,19,2019,4,2,jcpavanreddy,M,TDP,553780,GEN,1342306,1664160,80.66,41.26,523701,39.02,8300,Graduate
275,275,GE,andhra_pradesh,anantapur,17,19,2019,4,3,krajivreddy,M,INC,30079,GEN,1342306,1664160,80.66,2.24,9785,0.73,3482,Graduate Professional
276,276,GE,andhra_pradesh,anantapur,17,19,2019,4,4,djagadeesh,M,CPI,20294,,1342306,1664160,80.66,1.51,3828,0.29,2444,8th Pass
277,277,GE,andhra_pradesh,anantapur,17,19,2019,4,5,nota,,NOTA,16466,,1342306,1664160,80.66,1.23,8862,0.66,5897,
278,278,GE,andhra_pradesh,anantapur,17,19,2019,4,6,hamsadevineni,F,BJP,7604,GEN,1342306,1664160,80.66,0.57,3206,0.24,1605,Post Graduate
279,279,GE,andhra_pradesh,anantapur,17,19,2019,4,7,svpyadav,M,IND,4398,GEN,1342306,1664160,80.66,0.33,810,0.06,10809,Post Graduate
280,280,GE,andhra_pradesh,anantapur,17,19,2019,4,8,prangaiah,M,IND,3588,,1342306,1664160,80.66,0.27,351,0.03,10809,8th Pass
281,281,GE,andhra_pradesh,anantapur,17,19,2019,4,9,somanathdeshmukh,M,IND,3237,,1342306,1664160,80.66,0.24,1171,0.09,10809,10th Pass
282,282,GE,andhra_pradesh,anantapur,17,19,2019,4,10,vaddekasinath,M,IND,2066,,1342306,1664160,80.66,0.15,375,0.03,10809,Others
283,283,GE,andhra_pradesh,anantapur,17,19,2019,4,11,lrangaiah,M,IND,1691,,1342306,1664160,80.66,0.13,471,0.04,10809,5th Pass
284,284,GE,andhra_pradesh,anantapur,17,19,2019,4,12,pradhakrishna,M,RD,1220,,1342306,1664160,80.66,0.09,172,0.01,24350,Graduate
285,285,GE,andhra_pradesh,anantapur,17,19,2019,4,13,mvenkatesulu,M,PPOI,1048,,1342306,1664160,80.66,0.08,149,0.01,6298,10th Pass
286,286,GE,andhra_pradesh,anantapur,17,19,2019,4,14,glalitha,F,SUCI(C),899,GEN,1342306,1664160,80.66,0.07,171,0.01,8082,Graduate
287,287,GE,andhra_pradesh,anantapur,17,19,2019,4,15,gadidamaranganayakulu,M,VJNP,728,,1342306,1664160,80.66,0.05,0,0.0,17111,Post Graduate
288,288,GE,andhra_pradesh,hindupur,17,20,2019,4,1,kuruvagorantlamadhav,M,YSRCP,706602,GEN,1338514,1578218,84.81,52.79,140748,10.52,8615,Graduate
289,289,GE,andhra_pradesh,hindupur,17,20,2019,4,2,kristappanimmala,M,TDP,565854,GEN,1338514,1578218,84.81,42.27,538698,40.25,8300,Graduate
290,290,GE,andhra_pradesh,hindupur,17,20,2019,4,3,kamaganahallithippeswamysreedharktsreedhar,M,INC,27156,,1338514,1578218,84.81,2.03,9728,0.73,3482,Post Graduate
291,291,GE,andhra_pradesh,hindupur,17,20,2019,4,4,nota,,NOTA,17428,,1338514,1578218,84.81,1.3,3623,0.27,5897,
292,292,GE,andhra_pradesh,hindupur,17,20,2019,4,5,mittaparthasarathi,M,BJP,13805,,1338514,1578218,84.81,1.03,11574,0.86,1605,Graduate
293,293,GE,andhra_pradesh,hindupur,17,20,2019,4,6,ramamohandg,M,IND,2231,,1338514,1578218,84.81,0.17,649,0.05,10809,12th Pass
294,294,GE,andhra_pradesh,hindupur,17,20,2019,4,7,gogulapulakuntajayanth,M,IND,1582,,1338514,1578218,84.81,0.12,266,0.02,10809,Graduate
295,295,GE,andhra_pradesh,hindupur,17,20,2019,4,8,mugisuryaprakash,M,IND,1316,,1338514,1578218,84.81,0.1,3,0.0,10809,Graduate
296,296,GE,andhra_pradesh,hindupur,17,20,2019,4,9,rammohansingamneni,M,PPOI,1313,,1338514,1578218,84.81,0.1,86,0.01,6298,10th Pass
297,297,GE,andhra_pradesh,hindupur,17,20,2019,4,10,sranjaneyulu,M,IND,1227,,1338514,1578218,84.81,0.09,0,0.0,10809,Post Graduate
298,298,GE,andhra_pradesh,kadapa,17,21,2019,4,1,yedugurisandintiavinashreddy,M,YSRCP,783499,GEN,1228242,1570330,78.22,63.79,380726,31.0,8615,Post Graduate
299,299,GE,andhra_pradesh,kadapa,17,21,2019,4,2,adinarayanareddychadipirala,M,TDP,402773,GEN,1228242,1570330,78.22,32.79,388081,31.6,8300,Post Graduate
300,300,GE,andhra_pradesh,kadapa,17,21,2019,4,3,nota,,NOTA,14692,,1228242,1570330,78.22,1.2,6351,0.52,5897,
301,301,GE,andhra_pradesh,kadapa,17,21,2019,4,4,gundlakuntasreeramulu,M,INC,8341,,1228242,1570330,78.22,0.68,2099,0.17,3482,12th Pass
302,302,GE,andhra_pradesh,kadapa,17,21,2019,4,5,gujjulaeswaraiah,M,CPI,6242,,1228242,1570330,78.22,0.51,2157,0.18,2444,Post Graduate
303,303,GE,andhra_pradesh,kadapa,17,21,2019,4,6,sriramachandrasingareddy,M,BJP,4085,,1228242,1570330,78.22,0.33,2337,0.19,1605,Graduate
304,304,GE,andhra_pradesh,kadapa,17,21,2019,4,7,rvenugopal,M,IND,1748,GEN,1228242,1570330,78.22,0.14,326,0.03,10809,
305,305,GE,andhra_pradesh,kadapa,17,21,2019,4,8,annasivachandrareddy,M,AYSRCP,1422,GEN,1228242,1570330,78.22,0.12,288,0.02,932,
306,306,GE,andhra_pradesh,kadapa,17,21,2019,4,9,gonapurushottamreddy,M,IND,1134,GEN,1228242,1570330,78.22,0.09,269,0.02,10809,Graduate
307,307,GE,andhra_pradesh,kadapa,17,21,2019,4,10,pssreddy,M,IND,865,GEN,1228242,1570330,78.22,0.07,106,0.01,10809,
308,308,GE,andhra_pradesh,kadapa,17,21,2019,4,11,nyamatullashaik,M,IND,759,,1228242,1570330,78.22,0.06,43,0.0,10809,Graduate
309,309,GE,andhra_pradesh,kadapa,17,21,2019,4,12,pedakalavaralakshmi,F,PPOI,716,,1228242,1570330,78.22,0.06,137,0.01,6298,Graduate Professional
310,310,GE,andhra_pradesh,kadapa,17,21,2019,4,13,jakkuchennakrishnareddy,M,IND,579,GEN,1228242,1570330,78.22,0.05,6,0.0,10809,10th Pass
311,311,GE,andhra_pradesh,kadapa,17,21,2019,4,14,ameenpeeran,M,ANC,573,GEN,1228242,1570330,78.22,0.05,127,0.01,840,Post Graduate
312,312,GE,andhra_pradesh,kadapa,17,21,2019,4,15,csnreddy,M,NRCP,446,GEN,1228242,1570330,78.22,0.04,78,0.01,17092,Others
313,313,GE,andhra_pradesh,kadapa,17,21,2019,4,16,puthalakshmireddy,M,RDHP,368,GEN,1228242,1570330,78.22,0.03,0,0.0,12061,Graduate Professional
314,314,GE,andhra_pradesh,nellore,17,22,2019,4,1,adalaprabhakarareddy,M,YSRCP,683830,GEN,1287036,1672845,76.94,53.13,148571,11.54,8615,12th Pass
315,315,GE,andhra_pradesh,nellore,17,22,2019,4,2,beedamasthanrao,M,TDP,535259,,1287036,1672845,76.94,41.59,516429,40.13,8300,Graduate
316,316,GE,andhra_pradesh,nellore,17,22,2019,4,3,chandrarajagopal,M,CPM,18830,,1287036,1672845,76.94,1.46,1669,0.13,14635,10th Pass
317,317,GE,andhra_pradesh,nellore,17,22,2019,4,4,nota,,NOTA,17161,,1287036,1672845,76.94,1.33,4648,0.36,5897,
318,318,GE,andhra_pradesh,nellore,17,22,2019,4,5,sannapureddysureshreddy,M,BJP,12513,GEN,1287036,1672845,76.94,0.97,2492,0.19,1605,Graduate
319,319,GE,andhra_pradesh,nellore,17,22,2019,4,6,chevurudevakumarreddy,M,INC,10021,GEN,1287036,1672845,76.94,0.78,7622,0.59,3482,12th Pass
320,320,GE,andhra_pradesh,nellore,17,22,2019,4,7,narasapuramprasad,M,IND,2399,,1287036,1672845,76.94,0.19,917,0.07,10809,Others
321,321,GE,andhra_pradesh,nellore,17,22,2019,4,8,drssureshbabu,M,IND,1482,,1287036,1672845,76.94,0.12,163,0.01,10809,Doctorate
322,322,GE,andhra_pradesh,nellore,17,22,2019,4,9,shaikmahaboobbashamabu,M,RPI(A),1319,,1287036,1672845,76.94,0.1,218,0.02,12285,Graduate Professional
323,323,GE,andhra_pradesh,nellore,17,22,2019,4,10,buttinagaraju,M,IND,1101,,1287036,1672845,76.94,0.09,87,0.01,10809,Post Graduate
324,324,GE,andhra_pradesh,nellore,17,22,2019,4,11,sukapallinaveen,M,IND,1014,,1287036,1672845,76.94,0.08,173,0.01,10809,
325,325,GE,andhra_pradesh,nellore,17,22,2019,4,12,chinnivenkateswarlu,M,PPOI,841,,1287036,1672845,76.94,0.07,173,0.01,6298,Literate
326,326,GE,andhra_pradesh,nellore,17,22,2019,4,13,kankanalapenchalanaidu,M,IND,668,,1287036,1672845,76.94,0.05,70,0.01,10809,8th Pass
327,327,GE,andhra_pradesh,nellore,17,22,2019,4,14,medamallareddy,M,IND,598,GEN,1287036,1672845,76.94,0.05,0,0.0,10809,5th Pass
