Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
2305,Rajendra Singh Munda,CPI(M),0,10th Pass,78,"Rs 82,43,730 ~ 82 Lacs+","Rs 3,000 ~ 3 Thou+",0,JHARKHAND,RANCHI
2306,Ram Lal Mahto,SUCI(C),0,Graduate,63,"Rs 5,21,590 ~ 5 Lacs+",Rs 0 ~ ,0,JHARKHAND,RANCHI
2307,Rampodo Mahto,IND, 6 ,8th Pass,48,"Rs 72,96,004 ~ 72 Lacs+","Rs 3,00,000 ~ 3 Lacs+",0,JHARKHAND,RANCHI
2308,Ranjit Mahto,Bahujan Mukti Party,0,Post Graduate,49,"Rs 2,54,840 ~ 2 Lacs+",Rs 0 ~ ,0,JHARKHAND,RANCHI
2309,Sajiya Haidar,IND,0,12th Pass,29,"Rs 2,28,51,217 ~ 2 Crore+","Rs 63,48,982 ~ 63 Lacs+",0,JHARKHAND,RANCHI
2310,Subodh Kant Sahai,INC, 1 ,Graduate Professional,60,"Rs 5,88,95,068 ~ 5 Crore+","Rs 33,55,000 ~ 33 Lacs+",0,JHARKHAND,RANCHI
2311,Sudesh Kumar Mahto,AJSU Party,0,Post Graduate,40,"Rs 7,29,86,000 ~ 7 Crore+","Rs 2,85,44,000 ~ 2 Crore+",0,JHARKHAND,RANCHI
2312,Suresh Toppo,Jharkhand Disom Party,0,Graduate,44,"Rs 4,27,491 ~ 4 Lacs+",Rs 0 ~ ,0,JHARKHAND,RANCHI
2313,Thaddeus Lakra,IND,0,Graduate,65,"Rs 52,10,000 ~ 52 Lacs+",Rs 0 ~ ,0,JHARKHAND,RANCHI
2314,Vikas Chandra Sharma,CPI(ML) Red Star,0,Post Graduate,34,"Rs 1,26,000 ~ 1 Lacs+",Rs 0 ~ ,0,JHARKHAND,RANCHI
2315,Yugeshwar Marar Deen,Manav Mukti Morcha, 1 ,Graduate Professional,67,"Rs 77,35,000 ~ 77 Lacs+",Rs 0 ~ ,0,JHARKHAND,RANCHI
2316,Laxman Giluwa   Winner ,BJP, 4 ,12th Pass,52,"Rs 80,94,301 ~ 80 Lacs+","Rs 1,08,145 ~ 1 Lacs+",1,JHARKHAND,SINGHBHUM
2317,Budhram Laguri,Bahujan Mukti Party,0,12th Pass,38,"Rs 16,39,671 ~ 16 Lacs+","Rs 43,898 ~ 43 Thou+",0,JHARKHAND,SINGHBHUM
2318,Chitrasen Sinku,INC,0,12th Pass,63,"Rs 89,92,000 ~ 89 Lacs+","Rs 11,00,000 ~ 11 Lacs+",0,JHARKHAND,SINGHBHUM
2319,Dashrath Gagrai,JVM(P), 3 ,Graduate,38,"Rs 39,40,724 ~ 39 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,JHARKHAND,SINGHBHUM
2320,Geeta Kora,Jai Bharat Samanta Party, 1 ,Graduate,30,"Rs 3,02,67,735 ~ 3 Crore+","Rs 5,83,602 ~ 5 Lacs+",0,JHARKHAND,SINGHBHUM
2321,John Miran Munda,AIFB, 3 ,12th Pass,36,"Rs 6,00,000 ~ 6 Lacs+","Rs 4,50,000 ~ 4 Lacs+",0,JHARKHAND,SINGHBHUM
2322,Manohar Sinku,BSP,0,Graduate,45,"Rs 22,28,000 ~ 22 Lacs+",Rs 0 ~ ,0,JHARKHAND,SINGHBHUM
2323,Naveen Murmu,Rashtriya Deshaj Party,0,12th Pass,29,"Rs 5,90,500 ~ 5 Lacs+",Rs 0 ~ ,0,JHARKHAND,SINGHBHUM
2324,Rajendra Purty,Jharkhand Party,0,12th Pass,36,"Rs 5,51,520 ~ 5 Lacs+","Rs 15,000 ~ 15 Thou+",0,JHARKHAND,SINGHBHUM
2325,Rupsingh Hembrom,IND,0,10th Pass,34,"Rs 43,05,000 ~ 43 Lacs+",Rs 0 ~ ,0,JHARKHAND,SINGHBHUM
2326,Salkhan Murmu,Jharkhand Disom Party, 3 ,Post Graduate,61,"Rs 62,52,094 ~ 62 Lacs+","Rs 5,00,000 ~ 5 Lacs+",0,JHARKHAND,SINGHBHUM
2327,Snehlata Jojo,IND,0,Graduate Professional,31,"Rs 24,44,000 ~ 24 Lacs+",Rs 0 ~ ,0,JHARKHAND,SINGHBHUM
2328,P.c. Gaddigoudar   Winner ,BJP,0,Graduate Professional,61,"Rs 3,63,62,500 ~ 3 Crore+","Rs 95,89,199 ~ 95 Lacs+",1,KARNATAKA,BAGALKOT
2329,Ajaykumar Sarnaik,INC,0,Graduate,57,"Rs 50,13,21,313 ~ 50 Crore+","Rs 10,05,87,230 ~ 10 Crore+",0,KARNATAKA,BAGALKOT
2330,Bheemappa Dhoolappa Ajjodi,IND,0,Post Graduate,33,"Rs 1,92,646 ~ 1 Lacs+","Rs 31,200 ~ 31 Thou+",0,KARNATAKA,BAGALKOT
2331,Dr Shankar Bidari,IND,0,Graduate,61,"Rs 5,59,62,000 ~ 5 Crore+",Rs 0 ~ ,0,KARNATAKA,BAGALKOT
2332,Hunashyal Ravi,JD(S),0,Graduate,50,"Rs 99,50,000 ~ 99 Lacs+","Rs 8,12,000 ~ 8 Lacs+",0,KARNATAKA,BAGALKOT
2333,Kanabur Sadashiv  Sidamallappa,JD(U),0,Graduate Professional,41,"Rs 1,54,93,504 ~ 1 Crore+","Rs 22,29,492 ~ 22 Lacs+",0,KARNATAKA,BAGALKOT
2334,Kutubuddin Kazi,AAP,0,10th Pass,54,"Rs 30,02,000 ~ 30 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,KARNATAKA,BAGALKOT
2335,Mahesh Basappa Nandihal,Karunaadu Party, 1 ,Graduate,36,"Rs 23,40,300 ~ 23 Lacs+","Rs 4,34,000 ~ 4 Lacs+",0,KARNATAKA,BAGALKOT
2336,Muttappa Hirekumbi,IND,0,Literate,41,"Rs 28,87,000 ~ 28 Lacs+","Rs 5,00,000 ~ 5 Lacs+",0,KARNATAKA,BAGALKOT
2337,Nagappa Shiraguppi,IND,0,Literate,45,"Rs 45,403 ~ 45 Thou+",Rs 0 ~ ,0,KARNATAKA,BAGALKOT
2338,Parashuram Rathod,IND,0,12th Pass,38,"Rs 7,76,342 ~ 7 Lacs+","Rs 84,800 ~ 84 Thou+",0,KARNATAKA,BAGALKOT
2339,Vasanagouda Bhandi,IND,0,12th Pass,51,"Rs 8,75,000 ~ 8 Lacs+",Rs 0 ~ ,0,KARNATAKA,BAGALKOT
2340,Yamanur Kamble,BSP, 1 ,Post Graduate,35,"Rs 50,34,259 ~ 50 Lacs+",Rs 0 ~ ,0,KARNATAKA,BAGALKOT
2341,P.c. Mohan   Winner ,BJP, 2 ,12th Pass,50,"Rs 47,57,96,999 ~ 47 Crore+","Rs 26,11,11,285 ~ 26 Crore+",1,KARNATAKA,BANGALORE CENTRAL
2342,Ambrose D,IND,0,Post Graduate,46,Rs 575 ~ 5 Hund+,Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2343,B.k. Narayana-swamy,IND,0,10th Pass,58,"Rs 3,000 ~ 3 Thou+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2344,B.v.venkateshappa,IND,0,10th Pass,62,"Rs 1,61,05,000 ~ 1 Crore+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2345,Bhovi Rama C.b.k,IND,0,8th Pass,38,"Rs 1,01,000 ~ 1 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2346,Budayya Pujeri,Karunaadu Party,0,Graduate,43,"Rs 19,66,100 ~ 19 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2347,Dhananjaya. H.h,IND, 1 ,12th Pass,42,"Rs 80,95,80,000 ~ 80 Crore+","Rs 4,60,000 ~ 4 Lacs+",0,KARNATAKA,BANGALORE CENTRAL
2348,Dr. Meer Layaq Hussain,IND,0,Graduate Professional,53,"Rs 30,000 ~ 30 Thou+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2349,E.salam,IND,0,5th Pass,69,"Rs 2,00,000 ~ 2 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2350,G. Narayanaswamy (kapali),IND,0,10th Pass,43,"Rs 81,46,501 ~ 81 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2351,H.l. Manjunatha,Kannada Chalavali Vatal Paksha,0,12th Pass,35,"Rs 6,000 ~ 6 Thou+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2352,Ismail Khan Saif Ali,AITC,0,12th Pass,47,"Rs 9,72,38,300 ~ 9 Crore+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2353,K.murthy,IND,0,10th Pass,51,"Rs 80,000 ~ 80 Thou+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2354,Kadugudi Sonnappa,RPI(A),0,10th Pass,40,"Rs 40,83,633 ~ 40 Lacs+","Rs 5,46,581 ~ 5 Lacs+",0,KARNATAKA,BANGALORE CENTRAL
2355,Modi Saifulla,IND,0,5th Pass,34,"Rs 2,85,000 ~ 2 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2356,Nandini Alva,JD(S), 3 ,Graduate,52,"Rs 80,78,75,641 ~ 80 Crore+","Rs 3,78,46,084 ~ 3 Crore+",0,KARNATAKA,BANGALORE CENTRAL
2357,Prashanth.s.m,IND,0,Post Graduate,34,"Rs 2,10,000 ~ 2 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2358,R. Mohan Raju,BSP,0,Post Graduate,52,"Rs 67,74,000 ~ 67 Lacs+","Rs 4,60,000 ~ 4 Lacs+",0,KARNATAKA,BANGALORE CENTRAL
2359,Ramanuj Singh,IND,0,Graduate Professional,50,"Rs 84,383 ~ 84 Thou+","Rs 56,000 ~ 56 Thou+",0,KARNATAKA,BANGALORE CENTRAL
2360,Rizwan Arshad,INC, 2 ,Graduate,34,"Rs 3,14,00,000 ~ 3 Crore+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2361,Seetharaman.e,IND,0,10th Pass,43,"Rs 12,83,611 ~ 12 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2362,Shafi Ahmed,IND,0,5th Pass,54,"Rs 10,25,000 ~ 10 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2363,Suraiya Zaithoon,IND, 1 ,Others,38,"Rs 85,000 ~ 85 Thou+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2364,Syed Asif Bukhaari,IND,0,12th Pass,41,"Rs 3,25,897 ~ 3 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2365,V. Bala Krishnan,AAP,0,Graduate Professional,49,"Rs 1,89,42,53,519 ~ 189 Crore+","Rs 3,20,000 ~ 3 Lacs+",0,KARNATAKA,BANGALORE CENTRAL
2366,Zaheeda Shereen,SUCI(C),0,Graduate Professional,38,"Rs 5,87,593 ~ 5 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE CENTRAL
2367,D.v. Sadananda Gowda   Winner ,BJP,0,Graduate Professional,61,"Rs 9,88,88,874 ~ 9 Crore+","Rs 3,70,20,152 ~ 3 Crore+",1,KARNATAKA,BANGALORE NORTH
2368,Abdul Azeem,JD(S),0,Post Graduate,61,"Rs 15,89,09,760 ~ 15 Crore+",Rs 0 ~ ,0,KARNATAKA,BANGALORE NORTH
2369,Babu Mathew,AAP,0,Post Graduate,64,"Rs 9,48,52,273 ~ 9 Crore+","Rs 4,94,702 ~ 4 Lacs+",0,KARNATAKA,BANGALORE NORTH
2370,C.narayana Swamy,INC,0,Post Graduate,65,"Rs 24,79,52,597 ~ 24 Crore+","Rs 9,22,460 ~ 9 Lacs+",0,KARNATAKA,BANGALORE NORTH
2371,D.jayaram,Gareeb Aadmi Party,0,12th Pass,60,"Rs 40,000 ~ 40 Thou+",Rs 0 ~ ,0,KARNATAKA,BANGALORE NORTH
2372,Dr.meerlayaq Hussain,IND,0,Graduate Professional,53,"Rs 31,000 ~ 31 Thou+",Rs 0 ~ ,0,KARNATAKA,BANGALORE NORTH
2373,Manohar.h.ayyannavar,IND,0,Graduate Professional,55,"Rs 1,28,62,871 ~ 1 Crore+",Rs 0 ~ ,0,KARNATAKA,BANGALORE NORTH
2374,Mohammed Qutbuddin,IND,0,10th Pass,31,"Rs 4,65,000 ~ 4 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE NORTH
2375,Mu.venkatesh Simha Bhovi,IND,0,Not Given,54,"Rs 99,45,000 ~ 99 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE NORTH
2376,Muthuraju,RPI(A),0,Graduate,47,"Rs 46,55,000 ~ 46 Lacs+","Rs 7,00,000 ~ 7 Lacs+",0,KARNATAKA,BANGALORE NORTH
2377,Ramu S,IND,0,12th Pass,42,"Rs 8,07,570 ~ 8 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE NORTH
2378,Sunil.v.j,IND,0,10th Pass,38,"Rs 38,45,084 ~ 38 Lacs+","Rs 6,41,000 ~ 6 Lacs+",0,KARNATAKA,BANGALORE NORTH
2379,T.s.chaitanya,IND,0,Others,39,"Rs 12,03,291 ~ 12 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE NORTH
2380,Velu V,BSP, 1 ,8th Pass,51,"Rs 21,00,000 ~ 21 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE NORTH
2381,D.k.suresh   Winner ,INC, 8 ,12th Pass,47,"Rs 85,87,13,138 ~ 85 Crore+","Rs 18,48,54,756 ~ 18 Crore+",1,KARNATAKA,BANGALORE RURAL
2382,Basavegowda,RPI(A),0,Graduate,30,"Rs 4,47,000 ~ 4 Lacs+","Rs 74,000 ~ 74 Thou+",0,KARNATAKA,BANGALORE RURAL
2383,J Nataraju,IND,0,10th Pass,58,"Rs 19,12,959 ~ 19 Lacs+","Rs 3,30,000 ~ 3 Lacs+",0,KARNATAKA,BANGALORE RURAL
2384,J. T.prakash,IND,0,Graduate,57,"Rs 48,54,168 ~ 48 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE RURAL
2385,K A Mohan,Kamarajar Deseeya Congress,0,5th Pass,57,"Rs 17,33,000 ~ 17 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE RURAL
2386,Kenchaiah,IND,0,Not Given,34,"Rs 5,10,000 ~ 5 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE RURAL
2387,M.p.munawer Shariff,IND,0,Others,55,"Rs 25,000 ~ 25 Thou+",Rs 0 ~ ,0,KARNATAKA,BANGALORE RURAL
2388,Mallesha,IND,0,12th Pass,31,"Rs 4,07,000 ~ 4 Lacs+","Rs 5,00,000 ~ 5 Lacs+",0,KARNATAKA,BANGALORE RURAL
2389,P Muniraju,BJP,0,12th Pass,35,"Rs 50,58,54,419 ~ 50 Crore+","Rs 7,62,01,010 ~ 7 Crore+",0,KARNATAKA,BANGALORE RURAL
2390,R. Prabhakara Reddy,JD(S),0,Graduate,43,"Rs 2,24,36,12,066 ~ 224 Crore+","Rs 2,21,80,03,086 ~ 221 Crore+",0,KARNATAKA,BANGALORE RURAL
2391,Ravi Krishna Reddy,AAP,0,Post Graduate,39,"Rs 5,44,33,258 ~ 5 Crore+",Rs 0 ~ ,0,KARNATAKA,BANGALORE RURAL
2392,S.siddaramaiah Heggade,IND, 1 ,12th Pass,48,"Rs 4,77,000 ~ 4 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE RURAL
2393,Shankarappa,Jai Vijaya Bharathi Party,0,10th Pass,46,"Rs 45,000 ~ 45 Thou+",Rs 0 ~ ,0,KARNATAKA,BANGALORE RURAL
2394,Thopaiah C,BSP,0,5th Pass,64,"Rs 13,15,000 ~ 13 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,KARNATAKA,BANGALORE RURAL
2395,Ananth Kumar   Winner ,BJP,0,Graduate Professional,54,"Rs 4,52,24,706 ~ 4 Crore+","Rs 28,83,233 ~ 28 Lacs+",1,KARNATAKA,BANGALORE SOUTH
2396,B. R. Govindaiah,IND,0,12th Pass,64,"Rs 40,67,500 ~ 40 Lacs+","Rs 23,000 ~ 23 Thou+",0,KARNATAKA,BANGALORE SOUTH
2397,Dr. Kodur Venkatesh,IND,0,Doctorate,52,"Rs 4,42,13,130 ~ 4 Crore+",Rs 0 ~ ,0,KARNATAKA,BANGALORE SOUTH
2398,Dr. Pradeep Gadugesh,IND,0,Graduate Professional,35,"Rs 7,37,397 ~ 7 Lacs+","Rs 1,85,386 ~ 1 Lacs+",0,KARNATAKA,BANGALORE SOUTH
2399,G. Venkatesh Bhovi,IND,0,10th Pass,53,"Rs 35,32,000 ~ 35 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE SOUTH
2400,Khan Abdul Razack,BSP,0,10th Pass,36,"Rs 37,08,254 ~ 37 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE SOUTH
2401,Mahadeva Swamy. B. M,Bharatiya Dr. B.R.Ambedkar Janta Party,0,12th Pass,31,"Rs 8,12,200 ~ 8 Lacs+","Rs 5,86,200 ~ 5 Lacs+",0,KARNATAKA,BANGALORE SOUTH
2402,Nandan Nilekani,INC,0,Graduate Professional,58,"Rs 77,10,29,57,219 ~ 7710 Crore+",Rs 0 ~ ,0,KARNATAKA,BANGALORE SOUTH
2403,Nina P Nayak,AAP,0,Post Graduate,60,"Rs 3,51,29,117 ~ 3 Crore+","Rs 10,00,000 ~ 10 Lacs+",0,KARNATAKA,BANGALORE SOUTH
2404,Prabhu,IND,0,Literate,44,"Rs 90,000 ~ 90 Thou+",Rs 0 ~ ,0,KARNATAKA,BANGALORE SOUTH
2405,Pramod Mutalik,IND, 8 ,Graduate,59,"Rs 2,68,756 ~ 2 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE SOUTH
2406,R Gayathri,Pyramid Party of India,0,Post Graduate,63,"Rs 29,73,000 ~ 29 Lacs+","Rs 3,00,000 ~ 3 Lacs+",0,KARNATAKA,BANGALORE SOUTH
2407,Ravikumara T,SP,0,Graduate Professional,31,"Rs 25,140 ~ 25 Thou+","Rs 28,000 ~ 28 Thou+",0,KARNATAKA,BANGALORE SOUTH
2408,Ruth Manorama,JD(S),0,Post Graduate,61,"Rs 1,49,50,943 ~ 1 Crore+","Rs 11,89,000 ~ 11 Lacs+",0,KARNATAKA,BANGALORE SOUTH
2409,Shambulingegowda,IND,0,8th Pass,52,"Rs 12,22,243 ~ 12 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE SOUTH
2410,Shivashankar. G. R.,AIFB,0,Post Graduate,62,"Rs 3,25,22,829 ~ 3 Crore+","Rs 78,00,000 ~ 78 Lacs+",0,KARNATAKA,BANGALORE SOUTH
2411,Syed Mehaboob,JD(U),0,12th Pass,44,"Rs 55,72,310 ~ 55 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE SOUTH
2412,Syed Rafiq Ahmed,IND,0,5th Pass,58,"Rs 19,81,000 ~ 19 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE SOUTH
2413,T. E. Moses,IND,0,Not Given,69,"Rs 79,63,850 ~ 79 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE SOUTH
2414,Thulasappa Dasar,IND,0,Post Graduate,44,"Rs 12,80,000 ~ 12 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE SOUTH
2415,Umadevi. M,SUCI(C), 1 ,Post Graduate,44,"Rs 4,69,430 ~ 4 Lacs+",Rs 0 ~ ,0,KARNATAKA,BANGALORE SOUTH
2416,Yogesh,IND,0,10th Pass,31,"Rs 25,000 ~ 25 Thou+",Rs 0 ~ ,0,KARNATAKA,BANGALORE SOUTH
2417,Suresh Angadi   Winner ,BJP, 1 ,Graduate Professional,58,"Rs 23,33,90,964 ~ 23 Crore+","Rs 9,30,72,889 ~ 9 Crore+",1,KARNATAKA,BELGAUM
2418,Dayanand Guruputrayya Chikkamath,SP,0,Graduate,48,"Rs 70,50,000 ~ 70 Lacs+","Rs 20,00,000 ~ 20 Lacs+",0,KARNATAKA,BELGAUM
2419,Hanmant Krishna Majukar,IND,0,10th Pass,42,"Rs 1,24,03,000 ~ 1 Crore+",Rs 0 ~ ,0,KARNATAKA,BELGAUM
2420,Lakshmi Hebbalkar,INC,0,Post Graduate,39,"Rs 8,30,15,088 ~ 8 Crore+","Rs 25,79,238 ~ 25 Lacs+",0,KARNATAKA,BELGAUM
2421,Mohan Yallappa More,IND,0,10th Pass,33,"Rs 12,67,950 ~ 12 Lacs+",Rs 0 ~ ,0,KARNATAKA,BELGAUM
2422,Muttappa Channasangappa Angadi,AAP,0,12th Pass,39,"Rs 94,70,924 ~ 94 Lacs+","Rs 15,24,180 ~ 15 Lacs+",0,KARNATAKA,BELGAUM
2423,Nasir Papulsab Bagwan,JD(S),0,12th Pass,56,"Rs 96,22,97,866 ~ 96 Crore+","Rs 9,58,26,301 ~ 9 Crore+",0,KARNATAKA,BELGAUM
2424,Parappa Shankareppa Antakkanavar,IND, 1 ,Graduate Professional,41,"Rs 1,27,51,189 ~ 1 Crore+","Rs 10,53,795 ~ 10 Lacs+",0,KARNATAKA,BELGAUM
2425,Rajmahendra Sakharam Gaonkar,IND,0,Post Graduate,56,"Rs 36,20,123 ~ 36 Lacs+",Rs 0 ~ ,0,KARNATAKA,BELGAUM
2426,Ramappa Mareppa Chalawadi,IND, 1 ,10th Pass,72,"Rs 16,20,326 ~ 16 Lacs+","Rs 50,000 ~ 50 Thou+",0,KARNATAKA,BELGAUM
2427,Ramesh Alias Suresh Guruling Kadalaskar,BSP,0,12th Pass,52,"Rs 4,79,000 ~ 4 Lacs+",Rs 0 ~ ,0,KARNATAKA,BELGAUM
2428,Santosh Manjunath Shet(raikar),IND,0,10th Pass,35,"Rs 35,92,220 ~ 35 Lacs+",Rs 0 ~ ,0,KARNATAKA,BELGAUM
2429,Santosh Manohar Bavadekar,IND, 1 ,Graduate,34,"Rs 1,15,082 ~ 1 Lacs+",Rs 0 ~ ,0,KARNATAKA,BELGAUM
2430,Shankar Rathod,IND,0,10th Pass,46,"Rs 46,50,000 ~ 46 Lacs+",Rs 0 ~ ,0,KARNATAKA,BELGAUM
2431,Shivagoudappa Balappa Khanagoudar,IND,0,Graduate Professional,62,"Rs 18,28,000 ~ 18 Lacs+",Rs 0 ~ ,0,KARNATAKA,BELGAUM
2432,B Sreeramulu   Winner ,BJP, 8 ,Graduate,43,"Rs 15,13,92,844 ~ 15 Crore+","Rs 40,50,947 ~ 40 Lacs+",1,KARNATAKA,BELLARY
2433,A. Devadas,SUCI(C),0,10th Pass,46,"Rs 11,54,658 ~ 11 Lacs+",Rs 0 ~ ,0,KARNATAKA,BELLARY
2434,Doddamani Prasad,CPI(ML)L, 1 ,Graduate Professional,27,"Rs 16,043 ~ 16 Thou+",Rs 0 ~ ,0,KARNATAKA,BELLARY
2435,G Nataraja,Karunaadu Party,0,Others,44,"Rs 8,85,000 ~ 8 Lacs+",Rs 0 ~ ,0,KARNATAKA,BELLARY
2436,K Raghavendra,Pyramid Party of India, 1 ,10th Pass,33,"Rs 20,000 ~ 20 Thou+",Rs 0 ~ ,0,KARNATAKA,BELLARY
2437,Malagi Shivakumar Giriyappa,AAP,0,Post Graduate,32,"Rs 85,80,500 ~ 85 Lacs+",Rs 0 ~ ,0,KARNATAKA,BELLARY
2438,N B Krishnappa Nayaka,IND,0,Graduate Professional,38,"Rs 1,69,500 ~ 1 Lacs+",Rs 0 ~ ,0,KARNATAKA,BELLARY
2439,N R Mallaiah Swamy,IND,0,12th Pass,48,"Rs 13,33,000 ~ 13 Lacs+",Rs 0 ~ ,0,KARNATAKA,BELLARY
2440,N Y Hanumantappa,INC,0,Post Graduate,74,"Rs 2,28,48,300 ~ 2 Crore+",Rs 0 ~ ,0,KARNATAKA,BELLARY
2441,R. Ravinayaka,JD(S), 2 ,12th Pass,49,"Rs 52,86,536 ~ 52 Lacs+","Rs 2,73,603 ~ 2 Lacs+",0,KARNATAKA,BELLARY
2442,Ramudu,BSP,0,5th Pass,55,Nil,Rs 0 ~ ,0,KARNATAKA,BELLARY
2443,S Bheemappa,CPI(ML) Red star,0,8th Pass,41,"Rs 18,900 ~ 18 Thou+",Rs 0 ~ ,0,KARNATAKA,BELLARY
2444,V.s. Ugrappa   Winner ,INC,0,Graduate Professional,64,"Rs 15,38,11,850 ~ 15 Crore+","Rs 4,57,13,000 ~ 4 Crore+",1, BYE ELECTION ON 03-11-2018,BELLARY 
2445,Dr.srinivas.t.r,IND,0,Post Graduate,50,"Rs 2,81,81,635 ~ 2 Crore+","Rs 2,43,25,000 ~ 2 Crore+",0, BYE ELECTION ON 03-11-2018,BELLARY 
2446,J.shantha,BJP,0,12th Pass,46,"Rs 4,92,72,747 ~ 4 Crore+","Rs 17,51,785 ~ 17 Lacs+",0, BYE ELECTION ON 03-11-2018,BELLARY 
2447,Y.pampapathi,IND,0,12th Pass,60,"Rs 27,60,000 ~ 27 Lacs+",Rs 0 ~ ,0, BYE ELECTION ON 03-11-2018,BELLARY 
2448,Bhagwanth   Winner ,BJP,0,Graduate Professional,46,"Rs 5,65,59,290 ~ 5 Crore+","Rs 1,68,29,000 ~ 1 Crore+",1,KARNATAKA,BIDAR
2449,Abdul Hameed,Welfare Party of India,0,Post Graduate,72,"Rs 1,52,87,118 ~ 1 Crore+",Rs 0 ~ ,0,KARNATAKA,BIDAR
2450,Babupasha,IND,0,Not Given,43,"Rs 12,500 ~ 12 Thou+","Rs 50,000 ~ 50 Thou+",0,KARNATAKA,BIDAR
2451,Balbheem,IND,0,Graduate,44,"Rs 4,15,000 ~ 4 Lacs+",Rs 0 ~ ,0,KARNATAKA,BIDAR
2452,Bandeppa,JD(S),0,Graduate Professional,50,"Rs 7,32,18,291 ~ 7 Crore+","Rs 33,33,600 ~ 33 Lacs+",0,KARNATAKA,BIDAR
2453,Chandrakant,AAP,0,Post Graduate,54,"Rs 50,00,070 ~ 50 Lacs+","Rs 4,17,370 ~ 4 Lacs+",0,KARNATAKA,BIDAR
2454,Govind,SP,0,10th Pass,37,"Rs 4,37,03,163 ~ 4 Crore+","Rs 27,40,661 ~ 27 Lacs+",0,KARNATAKA,BIDAR
2455,Ismail Zabi Ullah,IND,0,Graduate,0,"Rs 76,000 ~ 76 Thou+",Rs 0 ~ ,0,KARNATAKA,BIDAR
2456,Kallalinga,IND,0,Graduate,0,"Rs 62,41,000 ~ 62 Lacs+","Rs 8,30,000 ~ 8 Lacs+",0,KARNATAKA,BIDAR
2457,Machendar,IND,0,Post Graduate,50,"Rs 1,10,00,000 ~ 1 Crore+","Rs 5,50,000 ~ 5 Lacs+",0,KARNATAKA,BIDAR
2458,Mirza Shafee Baig,IND,0,8th Pass,32,Nil,Rs 0 ~ ,0,KARNATAKA,BIDAR
2459,Mohammed Rafiq,IND,0,5th Pass,38,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,KARNATAKA,BIDAR
2460,N.dharam Singh,INC, 1 ,Post Graduate,78,"Rs 23,63,08,464 ~ 23 Crore+","Rs 5,32,89,216 ~ 5 Crore+",0,KARNATAKA,BIDAR
2461,Naganath Patil,IND,0,Graduate,47,"Rs 5,10,000 ~ 5 Lacs+",Rs 0 ~ ,0,KARNATAKA,BIDAR
2462,Prabhu,IND,0,10th Pass,47,"Rs 22,00,000 ~ 22 Lacs+",Rs 0 ~ ,0,KARNATAKA,BIDAR
