Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
145,Yalla Venkata Rama Mohana Rao,BJP, 1 ,Graduate,46,"Rs 10,79,92,410 ~ 10 Crore+","Rs 1,84,24,937 ~ 1 Crore+",0,ANDHRA PRADESH,KAKINADA
146,Dr Sanjeev Kumar   Winner ,YSRCP,0,Post Graduate,52,"Rs 32,59,14,387 ~ 32 Crore+","Rs 6,20,70,621 ~ 6 Crore+",1,ANDHRA PRADESH,KURNOOL
147,Abdul Waris,SDPI, 4 ,8th Pass,58,"Rs 51,10,000 ~ 51 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,KURNOOL
148,Ahmed Ali Khan,INC,0,12th Pass,42,"Rs 15,88,31,414 ~ 15 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,KURNOOL
149,B. Shiva Kumar,IND,0,10th Pass,40,"Rs 52,37,200 ~ 52 Lacs+","Rs 6,27,000 ~ 6 Lacs+",0,ANDHRA PRADESH,KURNOOL
150,Dandu Seshu Yadav,SP,0,Graduate Professional,39,"Rs 19,50,000 ~ 19 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,KURNOOL
151,Devarapogu Maddilety,IND, 1 ,10th Pass,45,"Rs 5,23,616 ~ 5 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,KURNOOL
152,G Sanjeeva Kumar,Samajwadi Forward Bloc,0,10th Pass,38,"Rs 1,60,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,KURNOOL
153,Hatcholi Thomas	,IND,0,10th Pass,47,"Rs 27,52,615 ~ 27 Lacs+","Rs 2,38,020 ~ 2 Lacs+",0,ANDHRA PRADESH,KURNOOL
154,Kasula Rajasekhar,Pyramid Party of India,0,10th Pass,46,"Rs 46,50,560 ~ 46 Lacs+","Rs 18,08,144 ~ 18 Lacs+",0,ANDHRA PRADESH,KURNOOL
155,Kommireddy Prabhakar Reddy,CPI(M), 1 ,Graduate Professional,58,"Rs 16,59,077 ~ 16 Lacs+","Rs 85,000 ~ 85 Thou+",0,ANDHRA PRADESH,KURNOOL
156,Kotla Jaya Surya Prakash Reddy	,TDP,0,Graduate,67,"Rs 17,47,62,674 ~ 17 Crore+","Rs 14,50,000 ~ 14 Lacs+",0,ANDHRA PRADESH,KURNOOL
157,M. Naganna,SUCI(C), 1 ,Illiterate,66,"Rs 4,44,500 ~ 4 Lacs+","Rs 15,000 ~ 15 Thou+",0,ANDHRA PRADESH,KURNOOL
158,P.V. Parthasarathi,BJP,0,Post Graduate,48,"Rs 29,75,10,890 ~ 29 Crore+","Rs 6,23,28,052 ~ 6 Crore+",0,ANDHRA PRADESH,KURNOOL
159,P.V. Srihari,IND,0,Doctorate,51,"Rs 2,58,65,207 ~ 2 Crore+","Rs 59,75,759 ~ 59 Lacs+",0,ANDHRA PRADESH,KURNOOL
160,S.Md. Shafath,Rayalaseema Rashtra Samithi,0,Graduate Professional,30,"Rs 50,00,000 ~ 50 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,KURNOOL
161,T. Beechupally,IND,0,Graduate,26,"Rs 1,92,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,KURNOOL
162,Balashowry Vallabhaneni   Winner ,YSRCP, 2 ,Post Graduate,50,"Rs 99,05,75,840 ~ 99 Crore+","Rs 74,63,10,844 ~ 74 Crore+",1,ANDHRA PRADESH,MACHILIPATNAM
163,Bandreddi Ramakrishna,Janasena Party,0,Post Graduate,44,"Rs 10,08,00,000 ~ 10 Crore+","Rs 3,76,00,000 ~ 3 Crore+",0,ANDHRA PRADESH,MACHILIPATNAM
164,Gandhi Dhanekula	,IND,0,10th Pass,70,"Rs 15,30,000 ~ 15 Lacs+","Rs 7,00,000 ~ 7 Lacs+",0,ANDHRA PRADESH,MACHILIPATNAM
165,Gollu Krishna,INC, 5 ,Others,55,"Rs 87,95,000 ~ 87 Lacs+","Rs 1,14,00,000 ~ 1 Crore+",0,ANDHRA PRADESH,MACHILIPATNAM
166,Gudivaka Ramanjaneyulu	,BJP,0,Graduate,57,"Rs 3,26,95,161 ~ 3 Crore+","Rs 1,05,00,000 ~ 1 Crore+",0,ANDHRA PRADESH,MACHILIPATNAM
167,Gudivaka Venkata Naga Basava Rao,IND,0,12th Pass,26,"Rs 1,03,75,500 ~ 1 Crore+","Rs 18,30,000 ~ 18 Lacs+",0,ANDHRA PRADESH,MACHILIPATNAM
168,Konakalla Narayana Rao,TDP,0,12th Pass,68,"Rs 5,86,49,214 ~ 5 Crore+","Rs 1,68,09,408 ~ 1 Crore+",0,ANDHRA PRADESH,MACHILIPATNAM
169,Nadakuditi Naga Gayathri,IND,0,Post Graduate,38,"Rs 89,21,500 ~ 89 Lacs+","Rs 43,90,000 ~ 43 Lacs+",0,ANDHRA PRADESH,MACHILIPATNAM
170,Peram Siva Nageswara Rao,RPI(A),0,8th Pass,51,"Rs 3,20,00,000 ~ 3 Crore+","Rs 10,00,000 ~ 10 Lacs+",0,ANDHRA PRADESH,MACHILIPATNAM
171,Valluru Venkateswara Rao,Pyramid Party of India,0,Graduate,78,"Rs 2,18,25,290 ~ 2 Crore+","Rs 12,00,000 ~ 12 Lacs+",0,ANDHRA PRADESH,MACHILIPATNAM
172,Vijaya Lakshmi Chalapaka,IND,0,Graduate,39,"Rs 12,08,274 ~ 12 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,MACHILIPATNAM
173,Yarlagadda Rama Mohana Rao,Bahujan Maha Party,0,12th Pass,56,"Rs 1,00,86,000 ~ 1 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,MACHILIPATNAM
174,Pocha Brahmananda Reddy   Winner ,YSRCP, 1 ,Post Graduate,60,"Rs 58,59,32,911 ~ 58 Crore+","Rs 17,70,35,582 ~ 17 Crore+",1,ANDHRA PRADESH,NANDYAL
175,Adinarayana Inty,BJP, 1 ,Post Graduate,67,"Rs 3,38,85,898 ~ 3 Crore+","Rs 44,79,155 ~ 44 Lacs+",0,ANDHRA PRADESH,NANDYAL
176,B.C. Ramanatha Reddy,IND, 1 ,Graduate,54,"Rs 2,64,18,457 ~ 2 Crore+","Rs 23,29,020 ~ 23 Lacs+",0,ANDHRA PRADESH,NANDYAL
177,Bhuma Kishor Reddy,IND,0,10th Pass,35,"Rs 1,95,74,000 ~ 1 Crore+","Rs 22,75,000 ~ 22 Lacs+",0,ANDHRA PRADESH,NANDYAL
178,C. Surendra Nath Reddy,IND,0,12th Pass,54,"Rs 9,25,000 ~ 9 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NANDYAL
179,D. Mahammad Rafi,B. C. United Front,0,10th Pass,29,"Rs 50,000 ~ 50 Thou+","Rs 1,90,000 ~ 1 Lacs+",0,ANDHRA PRADESH,NANDYAL
180,D. P. Jamal Basha,Anna YSR Congress Party,0,10th Pass,48,"Rs 4,50,000 ~ 4 Lacs+","Rs 70,000 ~ 70 Thou+",0,ANDHRA PRADESH,NANDYAL
181,Dr. Lakshmi Kantha Reddy Chitla,IND,0,Doctorate,34,"Rs 1,70,000 ~ 1 Lacs+","Rs 90,000 ~ 90 Thou+",0,ANDHRA PRADESH,NANDYAL
182,Elluri Bhupal,IND,0,Graduate,39,"Rs 20,000 ~ 20 Thou+","Rs 20,000 ~ 20 Thou+",0,ANDHRA PRADESH,NANDYAL
183,I.V. Pakkir Reddy,IND, 2 ,Graduate,70,"Rs 1,09,48,558 ~ 1 Crore+","Rs 3,90,264 ~ 3 Lacs+",0,ANDHRA PRADESH,NANDYAL
184,Jestadi Sudhakar,IND, 1 ,10th Pass,38,"Rs 4,62,788 ~ 4 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NANDYAL
185,K.P. Kambagiriswamy,IND, 1 ,10th Pass,40,"Rs 14,00,000 ~ 14 Lacs+","Rs 6,00,000 ~ 6 Lacs+",0,ANDHRA PRADESH,NANDYAL
186,Lakshmi Narasaiah Jangiti,INC,0,Post Graduate,33,"Rs 33,05,200 ~ 33 Lacs+","Rs 8,77,441 ~ 8 Lacs+",0,ANDHRA PRADESH,NANDYAL
187,Mandra Sivananda Reddy,TDP,0,Graduate Professional,57,"Rs 34,89,03,562 ~ 34 Crore+","Rs 6,86,93,655 ~ 6 Crore+",0,ANDHRA PRADESH,NANDYAL
188,Poluru Guruvaiah,IND,0,Illiterate,30,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,NANDYAL
189,Pula. Nagamaddilety,Ambedkar National Congress,0,10th Pass,40,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,NANDYAL
190,Ruddireddy Radhakrishna,AIFB,0,Others,38,"Rs 5,00,000 ~ 5 Lacs+","Rs 2,80,000 ~ 2 Lacs+",0,ANDHRA PRADESH,NANDYAL
191,S. A. Indumathi,IND,0,Graduate Professional,42,"Rs 19,60,002 ~ 19 Lacs+","Rs 34,98,000 ~ 34 Lacs+",0,ANDHRA PRADESH,NANDYAL
192,S.P.Y. Reddy,Janasena Party, 1 ,Graduate,69,"Rs 33,37,60,526 ~ 33 Crore+","Rs 95,94,811 ~ 95 Lacs+",0,ANDHRA PRADESH,NANDYAL
193,Vangala Parameswara Reddy.,IND, 3 ,10th Pass,40,"Rs 23,00,000 ~ 23 Lacs+","Rs 25,00,000 ~ 25 Lacs+",0,ANDHRA PRADESH,NANDYAL
194,Lavu Sri Krishna Devarayalu   Winner ,YSRCP,0,Graduate Professional,36,"Rs 17,77,10,073 ~ 17 Crore+","Rs 1,01,42,413 ~ 1 Crore+",1,ANDHRA PRADESH,NARASARAOPET
195,Allu Venkata Reddy,Pyramid Party of India,0,Graduate Professional,49,"Rs 1,63,64,000 ~ 1 Crore+","Rs 12,90,000 ~ 12 Lacs+",0,ANDHRA PRADESH,NARASARAOPET
196,Durgampudi Rami Reddy,IND,0,Illiterate,66,"Rs 19,45,300 ~ 19 Lacs+","Rs 70,000 ~ 70 Thou+",0,ANDHRA PRADESH,NARASARAOPET
197,Gaddala Venu,IND,0,Graduate,28,"Rs 15,000 ~ 15 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,NARASARAOPET
198,Kanakam Srinivasarao,National Nava Kranthi Party,0,10th Pass,40,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,NARASARAOPET
199,Kanna Lakshmi Narayana,BJP,0,Graduate,64,"Rs 39,13,60,844 ~ 39 Crore+","Rs 2,25,61,506 ~ 2 Crore+",0,ANDHRA PRADESH,NARASARAOPET
200,Kante Sayanna,IND,0,Graduate,40,"Rs 22,51,000 ~ 22 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NARASARAOPET
201,Narasimharao Parimi,IND, 1 ,Illiterate,31,"Rs 4,51,000 ~ 4 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NARASARAOPET
202,Pakkala Suribabu,INC, 1 ,Post Graduate,60,"Rs 7,45,37,563 ~ 7 Crore+","Rs 1,91,26,000 ~ 1 Crore+",0,ANDHRA PRADESH,NARASARAOPET
203,Rayapati Sambasiva Rao,TDP,0,Graduate,75,"Rs 43,79,40,180 ~ 43 Crore+","Rs 12,33,171 ~ 12 Lacs+",0,ANDHRA PRADESH,NARASARAOPET
204,Reddyboina Prasanna Kumar,IND,0,5th Pass,50,"Rs 12,500 ~ 12 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,NARASARAOPET
205,Shaik Nayub Kamal,Janasena Party,0,12th Pass,50,"Rs 5,52,64,531 ~ 5 Crore+","Rs 54,68,120 ~ 54 Lacs+",0,ANDHRA PRADESH,NARASARAOPET
206,Surabhi Devasahayam,IUML,0,8th Pass,47,"Rs 4,23,688 ~ 4 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NARASARAOPET
207,Kanumuru Raghu Rama Krishna Raju   Winner ,YSRCP, 3 ,Post Graduate,57,"Rs 3,25,94,05,378 ~ 325 Crore+","Rs 1,01,44,67,354 ~ 101 Crore+",1,ANDHRA PRADESH,NARSAPURAM
208,Dasari Krishna Murthy,India Praja Bandhu Party,0,10th Pass,32,"Rs 7,03,000 ~ 7 Lacs+","Rs 1,53,000 ~ 1 Lacs+",0,ANDHRA PRADESH,NARSAPURAM
209,G S Raju,SP,0,10th Pass,51,"Rs 17,00,000 ~ 17 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NARSAPURAM
210,Ganji Purnima,RPI(A),0,Graduate,35,"Rs 99,000 ~ 99 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,NARSAPURAM
211,Gottumukkala Shivaji,IND,0,Post Graduate,48,"Rs 80,84,000 ~ 80 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NARSAPURAM
212,Gurugubilli Rambabu,Marxist Communist Party of India (United),0,5th Pass,52,"Rs 30,000 ~ 30 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,NARSAPURAM
213,K.A.Paul,Praja Shanthi Party, 2 ,12th Pass,55,"Rs 78,000 ~ 78 Thou+","Rs 2,07,017 ~ 2 Lacs+",0,ANDHRA PRADESH,NARSAPURAM
214,Kanumuru Bapiraju,INC, 1 ,10th Pass,71,"Rs 14,33,19,558 ~ 14 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,NARSAPURAM
215,Medapati Varahala Reddy,IND,0,10th Pass,44,"Rs 2,66,80,000 ~ 2 Crore+","Rs 13,00,000 ~ 13 Lacs+",0,ANDHRA PRADESH,NARSAPURAM
216,Nagababu Konidela,Janasena Party,0,Graduate Professional,58,"Rs 36,78,20,773 ~ 36 Crore+","Rs 2,16,78,798 ~ 2 Crore+",0,ANDHRA PRADESH,NARSAPURAM
217,Nallam Surya Chandra Rao,Pyramid Party of India,0,Graduate,59,"Rs 2,09,35,000 ~ 2 Crore+","Rs 8,98,000 ~ 8 Lacs+",0,ANDHRA PRADESH,NARSAPURAM
218,Nalli Rajesh,IND, 6 ,10th Pass,36,"Rs 32,39,775 ~ 32 Lacs+","Rs 23,62,420 ~ 23 Lacs+",0,ANDHRA PRADESH,NARSAPURAM
219,Pydikondala Manikyala Rao,BJP, 3 ,12th Pass,58,"Rs 2,23,92,505 ~ 2 Crore+","Rs 12,42,976 ~ 12 Lacs+",0,ANDHRA PRADESH,NARSAPURAM
220,Venkata Sivarama Raju Vetukuri,TDP, 1 ,Graduate,48,"Rs 6,09,40,339 ~ 6 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,NARSAPURAM
221,Yella Venugopal Rao,Nava Samaj Party,0,Post Graduate,63,"Rs 10,00,000 ~ 10 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,ANDHRA PRADESH,NARSAPURAM
222,Adala Prabhakara Reddy   Winner ,YSRCP,0,12th Pass,70,"Rs 2,21,16,63,364 ~ 221 Crore+","Rs 15,22,81,255 ~ 15 Crore+",1,ANDHRA PRADESH,NELLORE
223,Beeda Masthan Rao,TDP,0,Graduate,60,"Rs 1,65,43,92,880 ~ 165 Crore+","Rs 68,09,73,688 ~ 68 Crore+",0,ANDHRA PRADESH,NELLORE
224,Butti Nagaraju,IND,0,Post Graduate,49,"Rs 94,30,000 ~ 94 Lacs+","Rs 40,73,216 ~ 40 Lacs+",0,ANDHRA PRADESH,NELLORE
225,Chandra Rajagopal,CPI(M), 2 ,10th Pass,67,"Rs 23,53,200 ~ 23 Lacs+","Rs 2,40,000 ~ 2 Lacs+",0,ANDHRA PRADESH,NELLORE
226,Chevuru Devakumar Reddy,INC, 2 ,12th Pass,61,"Rs 7,38,19,429 ~ 7 Crore+","Rs 39,48,741 ~ 39 Lacs+",0,ANDHRA PRADESH,NELLORE
227,Chinni Venkateswarlu,Pyramid Party of India,0,Literate,67,"Rs 12,80,000 ~ 12 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
228,Dr. S. Suresh Babu,IND,0,Doctorate,42,"Rs 95,50,548 ~ 95 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
229,Kankanala Penchala Naidu,IND,0,8th Pass,33,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
230,Meda Malla Reddy,IND,0,5th Pass,68,"Rs 16,40,000 ~ 16 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
231,Narasapuram Prasad,IND,0,Others,50,"Rs 85,63,000 ~ 85 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
232,Sannapureddy Suresh Reddy,BJP, 1 ,Graduate,58,"Rs 2,88,28,964 ~ 2 Crore+","Rs 7,00,000 ~ 7 Lacs+",0,ANDHRA PRADESH,NELLORE
233,Shaik Mahaboob Basha (Mabu),RPI(A), 1 ,Graduate Professional,35,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,NELLORE
234,Magunta Sreenivasulu Reddy   Winner ,YSRCP,0,Graduate,65,"Rs 26,65,83,686 ~ 26 Crore+","Rs 9,13,02,133 ~ 9 Crore+",1,ANDHRA PRADESH,ONGOLE
235,Bellamkonda Saibabu,Janasena Party,0,Graduate Professional,49,"Rs 1,38,66,784 ~ 1 Crore+","Rs 24,72,903 ~ 24 Lacs+",0,ANDHRA PRADESH,ONGOLE
236,Billa Chennaiah,IND,0,12th Pass,49,"Rs 28,37,000 ~ 28 Lacs+","Rs 18,46,848 ~ 18 Lacs+",0,ANDHRA PRADESH,ONGOLE
237,Dr Sirivella Prasad,INC,0,Doctorate,51,"Rs 20,69,078 ~ 20 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,ONGOLE
238,Kavuri Venu Babu Naidu,IND,0,10th Pass,41,"Rs 22,91,000 ~ 22 Lacs+","Rs 10,50,000 ~ 10 Lacs+",0,ANDHRA PRADESH,ONGOLE
239,Konda Praveen Kumar,Navodayam Party,0,10th Pass,45,"Rs 20,000 ~ 20 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,ONGOLE
240,Madhu Yattapu,IND,0,Graduate,33,"Rs 28,00,000 ~ 28 Lacs+","Rs 9,00,000 ~ 9 Lacs+",0,ANDHRA PRADESH,ONGOLE
241,Maram Srinivasa Reddy,Praja Shanthi Party,0,Post Graduate,27,"Rs 52,197 ~ 52 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,ONGOLE
242,Mohan Ayyappa,IND,0,Post Graduate,29,"Rs 1,36,431 ~ 1 Lacs+","Rs 47,495 ~ 47 Thou+",0,ANDHRA PRADESH,ONGOLE
243,Sidda Raghava Rao,TDP,0,Graduate,61,"Rs 91,68,36,770 ~ 91 Crore+","Rs 12,94,14,369 ~ 12 Crore+",0,ANDHRA PRADESH,ONGOLE
244,Thoganti Sreenivasulu,BJP,0,Graduate Professional,44,"Rs 1,95,63,101 ~ 1 Crore+","Rs 29,20,000 ~ 29 Lacs+",0,ANDHRA PRADESH,ONGOLE
245,Venkatesan Baburao,India Praja Bandhu Party,0,Graduate,34,"Rs 8,50,000 ~ 8 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,ONGOLE
246,Venkatesh Vepuri,IND,0,10th Pass,32,"Rs 41,836 ~ 41 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,ONGOLE
247,Margani Bharat Ram   Winner ,YSRCP, 2 ,Graduate,36,"Rs 45,82,05,360 ~ 45 Crore+","Rs 1,78,14,757 ~ 1 Crore+",1,ANDHRA PRADESH,RAJAHMUNDRY
248,Akula Satyanarayana,Janasena Party,0,Post Graduate,55,"Rs 67,39,24,565 ~ 67 Crore+","Rs 46,19,54,372 ~ 46 Crore+",0,ANDHRA PRADESH,RAJAHMUNDRY
249,Bandaru Rajeswara Rao,Jana Jagruti Party,0,5th Pass,59,"Rs 2,05,700 ~ 2 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,RAJAHMUNDRY
250,Geddam David Nelson Babu,Ambedkarite Party of India, 1 ,Post Graduate,60,"Rs 50,20,544 ~ 50 Lacs+","Rs 7,60,000 ~ 7 Lacs+",0,ANDHRA PRADESH,RAJAHMUNDRY
251,Kuruvella Bhanu Chandar,IND,0,10th Pass,34,"Rs 40,000 ~ 40 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,RAJAHMUNDRY
252,Meda Srinivasa Rao,Rashtriya Praja Congress (Secular), 2 ,Post Graduate,50,"Rs 3,58,30,000 ~ 3 Crore+","Rs 4,00,000 ~ 4 Lacs+",0,ANDHRA PRADESH,RAJAHMUNDRY
253,Nalluri Vijaya Srinivasa Rao,INC,0,12th Pass,55,"Rs 5,62,700 ~ 5 Lacs+","Rs 2,61,693 ~ 2 Lacs+",0,ANDHRA PRADESH,RAJAHMUNDRY
254,Paravasthu Satya Gopinath Das,BJP,0,12th Pass,48,"Rs 39,39,990 ~ 39 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,RAJAHMUNDRY
255,Roopa Rammohan Maganti,TDP,0,Graduate,45,"Rs 43,18,48,590 ~ 43 Crore+","Rs 32,48,74,000 ~ 32 Crore+",0,ANDHRA PRADESH,RAJAHMUNDRY
256,Srinivasa Rao Sangisetti,Pyramid Party of India,0,Illiterate,50,"Rs 68,35,000 ~ 68 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,ANDHRA PRADESH,RAJAHMUNDRY
257,Venu Kollapu,IND, 1 ,Graduate,41,"Rs 13,30,000 ~ 13 Lacs+","Rs 9,00,000 ~ 9 Lacs+",0,ANDHRA PRADESH,RAJAHMUNDRY
258,P.V.Midhun Reddy   Winner ,YSRCP, 3 ,Post Graduate,42,"Rs 66,50,85,701 ~ 66 Crore+","Rs 20,54,73,477 ~ 20 Crore+",1,ANDHRA PRADESH,RAJAMPET
259,Asadi Venkatadri,Rashtriya Krantikari Samajwadi Party,0,12th Pass,61,"Rs 8,50,000 ~ 8 Lacs+","Rs 80,000 ~ 80 Thou+",0,ANDHRA PRADESH,RAJAMPET
260,D.A. Sathya Prabha,TDP,0,12th Pass,68,"Rs 2,20,48,33,211 ~ 220 Crore+","Rs 59,32,75,186 ~ 59 Crore+",0,ANDHRA PRADESH,RAJAMPET
261,Karimulla Khan Pattan,Navataram Party,0,Post Graduate,40,"Rs 16,77,823 ~ 16 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,RAJAMPET
262,Khader Valli Shaik,IUML,0,10th Pass,35,"Rs 2,56,48,000 ~ 2 Crore+","Rs 4,44,000 ~ 4 Lacs+",0,ANDHRA PRADESH,RAJAMPET
263,M.Shajahan Basha,INC, 2 ,10th Pass,48,"Rs 2,74,00,500 ~ 2 Crore+","Rs 56,00,000 ~ 56 Lacs+",0,ANDHRA PRADESH,RAJAMPET
264,Mukram Syed,Janasena Party,0,10th Pass,42,"Rs 6,00,000 ~ 6 Lacs+","Rs 12,00,000 ~ 12 Lacs+",0,ANDHRA PRADESH,RAJAMPET
265,Naresh Kumar Poojala,IND,0,Others,25,"Rs 73,786 ~ 73 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,RAJAMPET
266,Pasupuleti Venkataramana,IND,0,Post Graduate,42,"Rs 5,95,000 ~ 5 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,RAJAMPET
267,Rammohannaidu Kinjarapu   Winner ,TDP, 1 ,Post Graduate,32,"Rs 12,27,91,042 ~ 12 Crore+","Rs 1,20,00,000 ~ 1 Crore+",1,ANDHRA PRADESH,SRIKAKULAM
268,Betha Vivekananda Maharaj,IND,0,Graduate,33,"Rs 1,33,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,SRIKAKULAM
269,Dola Jagan Mohana Rao,INC,0,Post Graduate,53,"Rs 1,23,90,000 ~ 1 Crore+","Rs 38,46,000 ~ 38 Lacs+",0,ANDHRA PRADESH,SRIKAKULAM
270,Matta Satish Chakravarthy,Pyramid Party of India,0,Post Graduate,37,"Rs 14,50,117 ~ 14 Lacs+","Rs 10,060 ~ 10 Thou+",0,ANDHRA PRADESH,SRIKAKULAM
271,Metta Ramarao,Janasena Party,0,Post Graduate,53,"Rs 6,33,85,326 ~ 6 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,SRIKAKULAM
272,Naidugari Rajasekhar,IND,0,Post Graduate,35,"Rs 41,500 ~ 41 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,SRIKAKULAM
273,Namballa Krishna Mohan,IND, 1 ,Graduate,44,"Rs 7,07,000 ~ 7 Lacs+","Rs 5,00,000 ~ 5 Lacs+",0,ANDHRA PRADESH,SRIKAKULAM
274,Perla Samba Murthy,BJP,0,Post Graduate,58,"Rs 37,51,99,993 ~ 37 Crore+","Rs 12,00,00,000 ~ 12 Crore+",0,ANDHRA PRADESH,SRIKAKULAM
275,Srinivas Duvvada,YSRCP, 13 ,Post Graduate,52,"Rs 5,28,21,196 ~ 5 Crore+","Rs 2,58,48,939 ~ 2 Crore+",0,ANDHRA PRADESH,SRIKAKULAM
276,Balli Durgaprasad Rao   Winner ,YSRCP,0,Graduate Professional,63,"Rs 1,74,26,921 ~ 1 Crore+",Rs 0 ~ ,1,ANDHRA PRADESH,TIRUPATI
277,B Ramesh,Viduthalai Chiruthaigal Katchi,0,Graduate Professional,43,"Rs 21,24,951 ~ 21 Lacs+","Rs 3,98,000 ~ 3 Lacs+",0,ANDHRA PRADESH,TIRUPATI
278,Bommi Srihari Rao,BJP,0,Graduate,44,"Rs 17,02,000 ~ 17 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,TIRUPATI
279,Chinta Mohan,INC,0,Graduate Professional,64,"Rs 2,28,08,300 ~ 2 Crore+","Rs 20,07,093 ~ 20 Lacs+",0,ANDHRA PRADESH,TIRUPATI
280,Doctor Daggumati Sreehari Rao,BSP,0,Graduate Professional,52,"Rs 60,45,000 ~ 60 Lacs+","Rs 52,79,699 ~ 52 Lacs+",0,ANDHRA PRADESH,TIRUPATI
281,K.S. Munirathnam,IND,0,Others,65,"Rs 58,92,600 ~ 58 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,TIRUPATI
282,Karra Siva,Pyramid Party of India,0,12th Pass,0,"Rs 15,000 ~ 15 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,TIRUPATI
283,Kattamanchi Prabhakar,IND,0,Post Graduate,51,"Rs 3,26,587 ~ 3 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,TIRUPATI
284,M. Solomon,Andhra Rastra Praja Samithi,0,Graduate Professional,65,"Rs 10,00,000 ~ 10 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,TIRUPATI
285,"Neeruguttu Nagesh, M.A., Philosophy",Janapaalana Party (Democratic),0,Post Graduate,32,"Rs 13,38,000 ~ 13 Lacs+","Rs 1,80,000 ~ 1 Lacs+",0,ANDHRA PRADESH,TIRUPATI
286,Panabaka Lakshmi,TDP,0,Doctorate,60,"Rs 9,40,21,818 ~ 9 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,TIRUPATI
287,Viruvuru Sudhakar,Vishwa Jana Party,0,Graduate Professional,36,"Rs 11,17,000 ~ 11 Lacs+","Rs 5,00,000 ~ 5 Lacs+",0,ANDHRA PRADESH,TIRUPATI
288,Maddila Gurumoorthy   Winner ,YSRCP,0,Graduate Professional,35,"Rs 47,25,044 ~ 47 Lacs+",Rs 0 ~ ,1, BYE ELECTION ON 17-04-2021,TIRUPATI 
289,Alla. Sivaiah,IND,0,10th Pass,42,"Rs 1,67,000 ~ 1 Lacs+",Rs 0 ~ ,0, BYE ELECTION ON 17-04-2021,TIRUPATI 
290,Bakka Sailaja,Navarang Congress Party,0,Graduate,38,"Rs 26,90,000 ~ 26 Lacs+",Rs 0 ~ ,0, BYE ELECTION ON 17-04-2021,TIRUPATI 
