Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
940,ROMAN KUMAR SAHU,SP,0,Not Given,35,"Rs 9,20,000 ~ 9 Lacs+","Rs 1,75,000 ~ 1 Lacs+",0,CHHATTISGARH,Rajnandgaon
941,SANTRAM GOND (CHHEDIYA),IND,0,Not Given,26,"Rs 15,100 ~ 15 Thou+",Rs 0 ~ ,0,CHHATTISGARH,Rajnandgaon
942,SMT. PUSHPA NAGDEV,RPI(KH),0,Graduate,40,"Rs 3,65,000 ~ 3 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Rajnandgaon
943,GUHARAM AJGALLE   Winner ,BJP,0,Graduate Professional,37,"Rs 17,68,900 ~ 17 Lacs+",Rs 0 ~ ,1,CHHATTISGARH,Sarangarh
944,AWADHRAM BEHARA,IND,0,Post Graduate,31,"Rs 7,77,000 ~ 7 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Sarangarh
945,DAU RAM RATNAKAR,BSP,0,Post Graduate,45,"Rs 30,50,000 ~ 30 Lacs+","Rs 2,52,000 ~ 2 Lacs+",0,CHHATTISGARH,Sarangarh
946,DR. GOVIND CHOUHAN,IND,0,Post Graduate,26,Nil,Rs 0 ~ ,0,CHHATTISGARH,Sarangarh
947,KARAMCHAND SURYAWANSHI S/O SHRI RAMU SURYAWANSHI,IND,0,12th Pass,35,"Rs 5,79,000 ~ 5 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Sarangarh
948,PARASRAM BHARDWAJ,INC,0,Graduate,57,"Rs 86,17,538 ~ 86 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Sarangarh
949,RAMASHANKAR,IND,0,10th Pass,34,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,CHHATTISGARH,Sarangarh
950,ROHIT KUMAR CHAUHAN,SP,0,Not Given,65,"Rs 10,00,000 ~ 10 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Sarangarh
951,SAHEBLAL CHAUHAN,AD,0,Literate,38,"Rs 1,10,000 ~ 1 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Sarangarh
952,SHIV PRASAD,JD(U),0,10th Pass,52,"Rs 12,07,000 ~ 12 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Sarangarh
953,NAND KUMAR SAI   Winner ,BJP,1,Post Graduate,65,"Rs 31,24,000 ~ 31 Lacs+","Rs 6,10,000 ~ 6 Lacs+",1,CHHATTISGARH,Surguja
954,KHELSAY SINGH,INC,0,Post Graduate,56,"Rs 1,08,93,344 ~ 1 Crore+",Rs 0 ~ ,0,CHHATTISGARH,Surguja
955,RAMLAKHAN,IND,0,Literate,60,"Rs 3,65,000 ~ 3 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Surguja
956,RAMNARAYAN SINGH AYAM,BSP,0,Graduate,35,"Rs 7,26,164 ~ 7 Lacs+",Rs 0 ~ ,0,CHHATTISGARH,Surguja
957,DELKAR MOHANBHAI SANJIBHAI   Winner ,BNP,0,12th Pass,41,"Rs 2,86,19,160 ~ 2 Crore+","Rs 12,96,271 ~ 12 Lacs+",1,DADRA & NAGAR HAVELI,Dadra & Nagar Haveli
958,GAVLI SITARAM,INC,0,Graduate,48,"Rs 92,46,142 ~ 92 Lacs+","Rs 1,91,667 ~ 1 Lacs+",0,DADRA & NAGAR HAVELI,Dadra & Nagar Haveli
959,PATEL ANILBHAI,BJP,0,Graduate,33,"Rs 8,41,000 ~ 8 Lacs+",Rs 0 ~ ,0,DADRA & NAGAR HAVELI,Dadra & Nagar Haveli
960,PATEL UTTAMBHAI,SHS,6,Graduate Professional,37,"Rs 79,500 ~ 79 Thou+","Rs 2,85,003 ~ 2 Lacs+",0,DADRA & NAGAR HAVELI,Dadra & Nagar Haveli
961,PATEL DAHYABHAI VALLABHBHAI   Winner ,INC,1,12th Pass,58,"Rs 5,47,87,351 ~ 5 Crore+","Rs 66,40,008 ~ 66 Lacs+",1,DAMAN & DIU,Daman And Diu
962,DHODI DHIRU RANCHHOD,BSP,0,Graduate,28,Rs 500 ~ 5 Hund+,Rs 0 ~ ,0,DAMAN & DIU,Daman And Diu
963,GOPAL K. TANDEL,BJP,0,Graduate,50,"Rs 2,85,76,268 ~ 2 Crore+","Rs 39,49,827 ~ 39 Lacs+",0,DAMAN & DIU,Daman And Diu
964,ALEMAO CHURCHIL BRAZ   Winner ,INC,1,12th Pass,55,"Rs 86,75,904 ~ 86 Lacs+","Rs 81,72,004 ~ 81 Lacs+",1,GOA,Mormugao
965,ANGLE RAMAKANT SOIRU,BJP,0,Graduate,54,"Rs 6,82,49,462 ~ 6 Crore+","Rs 1,54,31,905 ~ 1 Crore+",0,GOA,Mormugao
966,AUDA VIEGAS,UGDP,2,Post Graduate,58,"Rs 1,22,41,300 ~ 1 Crore+","Rs 2,18,600 ~ 2 Lacs+",0,GOA,Mormugao
967,COELHO MIGEL PIEDADE,IND,0,Literate,39,"Rs 3,240 ~ 3 Thou+",Rs 0 ~ ,0,GOA,Mormugao
968,DIAS JAWAHAR EMERCIANO,MAG,0,Post Graduate,48,"Rs 80,33,352 ~ 80 Lacs+",Rs 0 ~ ,0,GOA,Mormugao
969,FERNANDES EDWIN,IND,0,Graduate Professional,28,"Rs 1,55,500 ~ 1 Lacs+",Rs 0 ~ ,0,GOA,Mormugao
970,PRABHU VISHNU GOPAL,SHS,0,10th Pass,49,"Rs 9,29,960 ~ 9 Lacs+","Rs 5,16,000 ~ 5 Lacs+",0,GOA,Mormugao
971,SHRIPAD YESSO NAIK   Winner ,BJP,0,Graduate,50,"Rs 45,37,329 ~ 45 Lacs+","Rs 5,98,785 ~ 5 Lacs+",1,GOA,Panaji
972,ADV. RAMESH SAKHARAM NAIK,IND,0,Graduate Professional,49,"Rs 29,74,500 ~ 29 Lacs+","Rs 4,20,000 ~ 4 Lacs+",0,GOA,Panaji
973,BHONSLE DHUMA RAJARAM,IND,0,Post Graduate,60,"Rs 16,09,500 ~ 16 Lacs+","Rs 9,780 ~ 9 Thou+",0,GOA,Panaji
974,CHRISTOPHER OSWALD FONSECA,CPI,1,Post Graduate,50,"Rs 27,60,263 ~ 27 Lacs+","Rs 52,215 ~ 52 Thou+",0,GOA,Panaji
975,DSOUZA WILFRED,NCP,0,Graduate Professional,76,"Rs 1,71,53,854 ~ 1 Crore+","Rs 44,045 ~ 44 Thou+",0,GOA,Panaji
976,PARESH ATMARAM RAIKAR,MAG,0,Graduate,47,"Rs 20,06,000 ~ 20 Lacs+","Rs 9,34,658 ~ 9 Lacs+",0,GOA,Panaji
977,SAMEER ANANT BANDODKAR,SHS,0,Graduate Professional,37,"Rs 18,01,600 ~ 18 Lacs+","Rs 1,20,000 ~ 1 Lacs+",0,GOA,Panaji
978,HARIN PATHAK   Winner ,BJP,1,Graduate Professional,56,"Rs 1,02,87,931 ~ 1 Crore+",Rs 0 ~ ,1,GUJARAT,Ahmedabad
979,VIRJIBHAI THUMMAR   Winner ,INC,1,Graduate,43,"Rs 1,52,27,334 ~ 1 Crore+","Rs 87,000 ~ 87 Thou+",1,GUJARAT,Amreli
980,DILEEP SANGHANI,BJP,0,Post Graduate,49,"Rs 85,29,967 ~ 85 Lacs+","Rs 18,81,000 ~ 18 Lacs+",0,GUJARAT,Amreli
981,SOLANKI BHARATSINH MADHAVSINH   Winner ,INC,0,Graduate Professional,50,"Rs 9,96,308 ~ 9 Lacs+",Rs 0 ~ ,1,GUJARAT,Anand
982,CHAVDA HARISINHAJI PRATAPSINHAJI   Winner ,INC,1,10th Pass,73,"Rs 1,76,93,895 ~ 1 Crore+",Rs 0 ~ ,1,GUJARAT,Banaskantha
983,RANA RAJENDRASINH GHANASHYAMSINH (RAJUBHAI RANA)   Winner ,BJP,0,Graduate Professional,48,"Rs 23,50,613 ~ 23 Lacs+",Rs 0 ~ ,1,GUJARAT,Bhavnagar
984,VASAVA MANSUKHBHAI DHANJIBHAI   Winner ,BJP,0,Post Graduate,47,"Rs 15,83,619 ~ 15 Lacs+",Rs 0 ~ ,1,GUJARAT,Broach
985,KISHANBHAI VESTABHAI PATEL   Winner ,INC,2,10th Pass,39,"Rs 2,79,461 ~ 2 Lacs+",Rs 0 ~ ,1,GUJARAT,Bulsar
986,NARANBHAI  RATHWA   Winner ,INC,0,Post Graduate,51,"Rs 27,93,000 ~ 27 Lacs+","Rs 2,71,125 ~ 2 Lacs+",1,GUJARAT,Chhota Udaipur
987,VARMA RATILAL KALIDAS   Winner ,BJP,0,Post Graduate,55,"Rs 79,00,277 ~ 79 Lacs+","Rs 38,81,919 ~ 38 Lacs+",1,GUJARAT,Dhandhuka
988,KATARA BABUBHAI KHIMABHAI   Winner ,BJP,0,Graduate,43,"Rs 7,00,000 ~ 7 Lacs+","Rs 1,09,751 ~ 1 Lacs+",1,GUJARAT,Dohad
989,L. K. ADVANI   Winner ,BJP,0,Graduate Professional,76,"Rs 1,30,42,443 ~ 1 Crore+","Rs 5,54,000 ~ 5 Lacs+",1,GUJARAT,Gandhinagar
990,SOLANKI BHUPENDRASINH PRABHATSINH   Winner ,BJP,0,Graduate Professional,50,"Rs 27,24,746 ~ 27 Lacs+",Rs 0 ~ ,1,GUJARAT,Godhra
991,AHIR  VIKRAMBHAI   Winner ,INC,0,Graduate,48,"Rs 48,37,028 ~ 48 Lacs+","Rs 5,74,600 ~ 5 Lacs+",1,GUJARAT,Jamnagar
992,BARAD JASUBHAI DHANABHAI   Winner ,INC,2,Graduate,49,"Rs 1,84,57,408 ~ 1 Crore+",Rs 0 ~ ,1,GUJARAT,Junagadh
993,DINSHA PATEL   Winner ,INC,0,10th Pass,67,"Rs 57,27,475 ~ 57 Lacs+","Rs 30,83,830 ~ 30 Lacs+",1,GUJARAT,Kaira
994,VAGHELA SHANKERSINH LAXMANSINH   Winner ,INC,0,Post Graduate,64,"Rs 70,04,174 ~ 70 Lacs+",Rs 0 ~ ,1,GUJARAT,Kapadvanj
995,GADHAVI PUSHPADAN SHAMBHUDAN   Winner ,BJP,0,Graduate Professional,63,"Rs 97,30,221 ~ 97 Lacs+","Rs 7,19,633 ~ 7 Lacs+",1,GUJARAT,Kutch
996,CHAUDHARY TUSHARBHAI AMARSINHBHAI   Winner ,INC,0,Graduate Professional,36,"Rs 18,17,815 ~ 18 Lacs+","Rs 4,00,372 ~ 4 Lacs+",1,GUJARAT,Mandvi
997,JIVABHAI AMBALAL PATEL   Winner ,INC,0,10th Pass,70,"Rs 3,46,02,412 ~ 3 Crore+",Rs 0 ~ ,1,GUJARAT,Mehsana
998,KANODIA MAHESHKUMAR MITHABHAI   Winner ,BJP,0,Literate,67,"Rs 1,18,42,032 ~ 1 Crore+","Rs 8,03,206 ~ 8 Lacs+",1,GUJARAT,Patan
999,PATEL HARILAL MADHAVJIBHAI (HARIBHAI PATEL)   Winner ,BJP,0,8th Pass,51,"Rs 70,41,540 ~ 70 Lacs+","Rs 17,38,534 ~ 17 Lacs+",1,GUJARAT,Porbandar
1000,DR. KATHIRIA VALLABHBHAI RAMJIBHAI   Winner ,BJP,0,Graduate Professional,49,"Rs 79,71,781 ~ 79 Lacs+","Rs 1,10,729 ~ 1 Lacs+",1,GUJARAT,Rajkot
1001,MADHUSUDAN MISTRY   Winner ,INC,0,Post Graduate,59,"Rs 18,26,173 ~ 18 Lacs+","Rs 1,25,000 ~ 1 Lacs+",1,GUJARAT,Sabarkantha
1002,KASHIRAM RANA   Winner ,BJP,0,Graduate Professional,65,"Rs 76,77,857 ~ 76 Lacs+",Rs 0 ~ ,1,GUJARAT,Surat
1003,SELJA   Winner ,INC,0,Post Graduate,41,"Rs 71,76,087 ~ 71 Lacs+",Rs 0 ~ ,1,HARYANA,Ambala
1004,AMAN KUMAR NAGRA,HVP,0,Literate,49,"Rs 3,59,183 ~ 3 Lacs+",Rs 0 ~ ,0,HARYANA,Ambala
1005,ARVIND KUMAR SONKAR,ABHM,0,Graduate Professional,31,"Rs 17,071 ~ 17 Thou+",Rs 0 ~ ,0,HARYANA,Ambala
1006,BALWANT SINGH,INLD,0,Graduate,54,"Rs 69,81,850 ~ 69 Lacs+","Rs 3,81,285 ~ 3 Lacs+",0,HARYANA,Ambala
1007,CHANDER PAL,BSP,0,10th Pass,56,"Rs 77,94,148 ~ 77 Lacs+","Rs 9,90,610 ~ 9 Lacs+",0,HARYANA,Ambala
1008,HEM RAJ,LJNSP,0,10th Pass,41,"Rs 1,83,053 ~ 1 Lacs+","Rs 44,260 ~ 44 Thou+",0,HARYANA,Ambala
1009,JASWINDER SINGH,IND,0,12th Pass,45,"Rs 24,66,200 ~ 24 Lacs+","Rs 9,00,000 ~ 9 Lacs+",0,HARYANA,Ambala
1010,RAM SARUP,IND,0,8th Pass,52,"Rs 4,04,000 ~ 4 Lacs+",Rs 0 ~ ,0,HARYANA,Ambala
1011,RANBIR SINGH,ES,0,Graduate,36,"Rs 10,22,000 ~ 10 Lacs+","Rs 3,50,000 ~ 3 Lacs+",0,HARYANA,Ambala
1012,RATTAN LAL KATARIA,BJP,0,Post Graduate,52,"Rs 42,91,700 ~ 42 Lacs+","Rs 3,96,413 ~ 3 Lacs+",0,HARYANA,Ambala
1013,RAUNAQ SINGH,IND,0,Post Graduate,68,"Rs 38,67,798 ~ 38 Lacs+","Rs 50,000 ~ 50 Thou+",0,HARYANA,Ambala
1014,SANJEEV GHARU,SAP,0,Graduate,29,"Rs 57,000 ~ 57 Thou+",Rs 0 ~ ,0,HARYANA,Ambala
1015,SUNIL KUMAR,IND,0,10th Pass,30,"Rs 1,678 ~ 1 Thou+",Rs 0 ~ ,0,HARYANA,Ambala
1016,KULDEEP BISHNOI   Winner ,INC,0,Graduate,35,"Rs 14,37,24,090 ~ 14 Crore+","Rs 2,18,65,304 ~ 2 Crore+",1,HARYANA,Bhiwani
1017,AJAY SINGH CHAUTALA,INLD,0,Post Graduate,43,"Rs 7,66,71,616 ~ 7 Crore+","Rs 8,61,800 ~ 8 Lacs+",0,HARYANA,Bhiwani
1018,BHAL SINGH,IND,0,10th Pass,48,"Rs 5,27,000 ~ 5 Lacs+",Rs 0 ~ ,0,HARYANA,Bhiwani
1019,DEVI LAL,IND,0,10th Pass,38,"Rs 98,35,579 ~ 98 Lacs+","Rs 22,92,500 ~ 22 Lacs+",0,HARYANA,Bhiwani
1020,KAPTAN,LJNSP,0,12th Pass,34,"Rs 8,18,000 ~ 8 Lacs+",Rs 0 ~ ,0,HARYANA,Bhiwani
1021,KULDEEP,IND,0,10th Pass,33,"Rs 12,50,000 ~ 12 Lacs+",Rs 0 ~ ,0,HARYANA,Bhiwani
1022,MAHENDER SINGH,SP,0,Post Graduate,32,"Rs 9,25,000 ~ 9 Lacs+","Rs 90,000 ~ 90 Thou+",0,HARYANA,Bhiwani
1023,MANGAL SINGH,IND,0,10th Pass,43,"Rs 19,45,000 ~ 19 Lacs+","Rs 2,07,000 ~ 2 Lacs+",0,HARYANA,Bhiwani
1024,MANGE RAM,IND,0,Doctorate,35,"Rs 18,63,000 ~ 18 Lacs+","Rs 2,09,577 ~ 2 Lacs+",0,HARYANA,Bhiwani
1025,RAJ DEVI JANGRA,IND,0,10th Pass,39,"Rs 25,53,129 ~ 25 Lacs+","Rs 4,00,000 ~ 4 Lacs+",0,HARYANA,Bhiwani
1026,RAM BILAS,BJP,0,Graduate Professional,56,"Rs 28,90,201 ~ 28 Lacs+",Rs 0 ~ ,0,HARYANA,Bhiwani
1027,RAMANAND,BSP,0,Literate,60,"Rs 46,46,000 ~ 46 Lacs+","Rs 2,50,000 ~ 2 Lacs+",0,HARYANA,Bhiwani
1028,SANJEEV,IND,0,Post Graduate,26,"Rs 6,35,000 ~ 6 Lacs+",Rs 0 ~ ,0,HARYANA,Bhiwani
1029,SURENDER,IND,0,8th Pass,34,"Rs 12,63,000 ~ 12 Lacs+","Rs 60,000 ~ 60 Thou+",0,HARYANA,Bhiwani
1030,SURENDER SINGH,HVP,0,Literate,34,"Rs 11,63,000 ~ 11 Lacs+","Rs 60,000 ~ 60 Thou+",0,HARYANA,Bhiwani
1031,TAPESH BAGATI,IND,0,Graduate,31,"Rs 12,04,31,552 ~ 12 Crore+",Rs 0 ~ ,0,HARYANA,Bhiwani
1032,AVTAR SINGH BHADANA   Winner ,INC,0,8th Pass,48,"Rs 97,63,648 ~ 97 Lacs+",Rs 0 ~ ,1,HARYANA,Faridabad
1033,AKHTAR HUSAIN,IND,0,12th Pass,36,"Rs 1,93,000 ~ 1 Lacs+","Rs 43,000 ~ 43 Thou+",0,HARYANA,Faridabad
1034,BALDEV SINGH,IND,0,Not Given,48,"Rs 32,20,000 ~ 32 Lacs+",Rs 0 ~ ,0,HARYANA,Faridabad
1035,CHANDER BHAN SHARMA,IND,0,10th Pass,33,"Rs 1,00,000 ~ 1 Lacs+","Rs 2,70,000 ~ 2 Lacs+",0,HARYANA,Faridabad
1036,CHAUDHARY AKHTAR,SP,0,Not Given,46,"Rs 1,28,280 ~ 1 Lacs+",Rs 0 ~ ,0,HARYANA,Faridabad
1037,DEVENDER BHADANA,HVP,0,10th Pass,36,"Rs 78,73,522 ~ 78 Lacs+",Rs 0 ~ ,0,HARYANA,Faridabad
1038,DR. K. P. SINGH,IND,0,Doctorate,46,"Rs 1,92,500 ~ 1 Lacs+",Rs 0 ~ ,0,HARYANA,Faridabad
1039,HAJI ABDUL MALIK,BSP,6,Graduate,45,"Rs 1,12,89,031 ~ 1 Crore+","Rs 4,85,539 ~ 4 Lacs+",0,HARYANA,Faridabad
1040,KAMAL GODARA,IND,0,Not Given,37,"Rs 17,76,717 ~ 17 Lacs+",Rs 0 ~ ,0,HARYANA,Faridabad
1041,LOKENDRA SINGH,SHS,0,Literate,37,"Rs 3,37,236 ~ 3 Lacs+","Rs 76,537 ~ 76 Thou+",0,HARYANA,Faridabad
1042,MOHD. ILYAS,INLD,0,Graduate,50,"Rs 79,74,248 ~ 79 Lacs+","Rs 79,000 ~ 79 Thou+",0,HARYANA,Faridabad
1043,RAM NIWAS RATHI,LJNSP,0,10th Pass,40,"Rs 13,95,125 ~ 13 Lacs+","Rs 2,95,380 ~ 2 Lacs+",0,HARYANA,Faridabad
1044,RAMCHANDER BAINDA,BJP,0,10th Pass,53,"Rs 2,02,26,019 ~ 2 Crore+",Rs 0 ~ ,0,HARYANA,Faridabad
1045,SUBHASH BAGHEL,LP(S),0,12th Pass,36,"Rs 1,85,000 ~ 1 Lacs+",Rs 0 ~ ,0,HARYANA,Faridabad
1046,JAI PARKASH   Winner ,INC,5,12th Pass,51,"Rs 45,68,812 ~ 45 Lacs+","Rs 2,45,760 ~ 2 Lacs+",1,HARYANA,Hissar
1047,ATAM PRAKASH,IND,0,Post Graduate,47,"Rs 20,26,000 ~ 20 Lacs+","Rs 22,000 ~ 22 Thou+",0,HARYANA,Hissar
1048,BALWAN ARYA,IND,0,Post Graduate,32,"Rs 12,31,589 ~ 12 Lacs+","Rs 10,91,728 ~ 10 Lacs+",0,HARYANA,Hissar
1049,KANWAL SINGH,HVP,0,Graduate,66,"Rs 1,86,16,928 ~ 1 Crore+","Rs 30,000 ~ 30 Thou+",0,HARYANA,Hissar
1050,NIRAJ,IND,0,Graduate Professional,34,"Rs 7,24,029 ~ 7 Lacs+",Rs 0 ~ ,0,HARYANA,Hissar
1051,PARMESHWAR DAS,IND,0,8th Pass,63,"Rs 30,70,000 ~ 30 Lacs+",Rs 0 ~ ,0,HARYANA,Hissar
1052,PRITAM KUMAR,IND,0,10th Pass,44,"Rs 2,68,320 ~ 2 Lacs+",Rs 0 ~ ,0,HARYANA,Hissar
1053,RAMJI LAL,IND,0,5th Pass,46,"Rs 15,63,000 ~ 15 Lacs+",Rs 0 ~ ,0,HARYANA,Hissar
1054,RAMNIWAS,SP,0,Graduate Professional,50,"Rs 40,88,515 ~ 40 Lacs+",Rs 0 ~ ,0,HARYANA,Hissar
1055,RANDHIR SINGH,IND,0,Post Graduate,56,"Rs 1,58,411 ~ 1 Lacs+",Rs 0 ~ ,0,HARYANA,Hissar
1056,SANT RAM PRAKASH,BSP,0,10th Pass,47,"Rs 12,82,556 ~ 12 Lacs+",Rs 0 ~ ,0,HARYANA,Hissar
1057,SATPAL,IND,0,Post Graduate,48,"Rs 22,48,037 ~ 22 Lacs+","Rs 23,800 ~ 23 Thou+",0,HARYANA,Hissar
1058,SHAMSHER,IND,0,10th Pass,35,"Rs 62,82,500 ~ 62 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,HARYANA,Hissar
1059,SUNIL KUMAR,IND,0,10th Pass,35,"Rs 38,275 ~ 38 Thou+",Rs 0 ~ ,0,HARYANA,Hissar
1060,SURENDER SINGH BARWALA,INLD,0,Post Graduate,52,"Rs 71,57,128 ~ 71 Lacs+","Rs 10,650 ~ 10 Thou+",0,HARYANA,Hissar
1061,SWAMI RAGHVANAND,BJP,0,10th Pass,51,"Rs 36,53,501 ~ 36 Lacs+",Rs 0 ~ ,0,HARYANA,Hissar
1062,ARVIND KUMAR SHARMA   Winner ,INC,0,Post Graduate,42,"Rs 57,36,332 ~ 57 Lacs+",Rs 0 ~ ,1,HARYANA,Karnal
1063,ANGREJ SINGH JOON,RGD,0,Graduate Professional,30,"Rs 98,000 ~ 98 Thou+","Rs 30,000 ~ 30 Thou+",0,HARYANA,Karnal
1064,ASHOK KUMAR ARORA,INLD,0,10th Pass,45,"Rs 59,74,456 ~ 59 Lacs+","Rs 3,00,000 ~ 3 Lacs+",0,HARYANA,Karnal
1065,ASHOK KUMAR KASHYAP,BSP,0,Doctorate,37,"Rs 19,16,540 ~ 19 Lacs+","Rs 10,465 ~ 10 Thou+",0,HARYANA,Karnal
1066,DULI CHAND MALIK,IND,0,Post Graduate,66,"Rs 19,00,000 ~ 19 Lacs+","Rs 3,27,000 ~ 3 Lacs+",0,HARYANA,Karnal
1067,I. D. SWAMI,BJP,0,Post Graduate,74,"Rs 59,32,086 ~ 59 Lacs+","Rs 11,500 ~ 11 Thou+",0,HARYANA,Karnal
1068,KULDIP SHARMA,IND,0,Graduate Professional,47,"Rs 38,89,211 ~ 38 Lacs+","Rs 1,76,579 ~ 1 Lacs+",0,HARYANA,Karnal
1069,MAHINDER SINGH,CPI(ML)(L),0,Not Given,48,Nil,Rs 0 ~ ,0,HARYANA,Karnal
1070,MAHINDER SINGH RANA,IND,0,Literate,47,"Rs 1,10,000 ~ 1 Lacs+",Rs 0 ~ ,0,HARYANA,Karnal
1071,NARESH SACHDEVA,IND,0,10th Pass,41,"Rs 3,22,500 ~ 3 Lacs+",Rs 0 ~ ,0,HARYANA,Karnal
1072,PREMO ALIAS PREMVATI KASHYAP,FCI,0,Not Given,35,"Rs 10,40,000 ~ 10 Lacs+",Rs 0 ~ ,0,HARYANA,Karnal
1073,RAGHUMAL BHATT,SP,0,Post Graduate,36,"Rs 2,11,353 ~ 2 Lacs+",Rs 0 ~ ,0,HARYANA,Karnal
1074,RAJ KUMAR,ES,0,Post Graduate,35,"Rs 15,12,000 ~ 15 Lacs+","Rs 21,000 ~ 21 Thou+",0,HARYANA,Karnal
1075,RAJ KUMAR KASHYAP,IND,0,Not Given,41,"Rs 6,50,000 ~ 6 Lacs+",Rs 0 ~ ,0,HARYANA,Karnal
1076,RAJBIR SINGH CHAUHAN,IND,2,Graduate,56,"Rs 23,00,000 ~ 23 Lacs+",Rs 0 ~ ,0,HARYANA,Karnal
1077,RAM CHANDER JANGRA,HVP,0,Not Given,53,"Rs 42,33,103 ~ 42 Lacs+","Rs 54,500 ~ 54 Thou+",0,HARYANA,Karnal
1078,RAM MEHAR SINGH,IND,0,Graduate Professional,46,"Rs 1,33,43,789 ~ 1 Crore+",Rs 0 ~ ,0,HARYANA,Karnal
1079,RISHI RAM GUPTA,IND,0,10th Pass,47,"Rs 70,80,000 ~ 70 Lacs+","Rs 8,39,000 ~ 8 Lacs+",0,HARYANA,Karnal
1080,ROSHAN LAL BINDAL,SHS,0,Graduate,53,"Rs 41,80,000 ~ 41 Lacs+",Rs 0 ~ ,0,HARYANA,Karnal
1081,SURINDER SINGH HOODA,LJNSP,0,12th Pass,34,"Rs 35,36,332 ~ 35 Lacs+","Rs 7,50,905 ~ 7 Lacs+",0,HARYANA,Karnal
1082,NAVEEN JINDAL   Winner ,INC,0,Post Graduate,34,"Rs 12,12,95,000 ~ 12 Crore+",Rs 0 ~ ,1,HARYANA,Kurukshetra
1083,ABHAY SINGH CHAUTALA,INLD,0,Graduate,41,"Rs 3,81,01,844 ~ 3 Crore+",Rs 0 ~ ,0,HARYANA,Kurukshetra
1084,ATAM PRAKASH,IND,0,Post Graduate,47,"Rs 20,66,000 ~ 20 Lacs+","Rs 22,000 ~ 22 Thou+",0,HARYANA,Kurukshetra
1085,BHUPENDER SINGH,IND,0,Graduate,39,"Rs 50,57,500 ~ 50 Lacs+","Rs 50,000 ~ 50 Thou+",0,HARYANA,Kurukshetra
1086,GURDAYAL SINGH SAINI,BJP,0,10th Pass,57,"Rs 1,19,42,800 ~ 1 Crore+","Rs 2,00,000 ~ 2 Lacs+",0,HARYANA,Kurukshetra
1087,JAGIR SINGH,IND,0,Graduate,38,"Rs 69,22,075 ~ 69 Lacs+",Rs 0 ~ ,0,HARYANA,Kurukshetra
1088,JAGMOHAN,IND,0,10th Pass,50,"Rs 1,03,28,000 ~ 1 Crore+",Rs 0 ~ ,0,HARYANA,Kurukshetra
1089,JAI SINGH,IND,0,Not Given,40,"Rs 41,500 ~ 41 Thou+",Rs 0 ~ ,0,HARYANA,Kurukshetra
1090,JATINDER SINGH ( KAKKA),HVP,0,Graduate,51,"Rs 3,46,93,000 ~ 3 Crore+",Rs 0 ~ ,0,HARYANA,Kurukshetra
1091,MONA RAM,BSP,0,Literate,41,"Rs 5,60,000 ~ 5 Lacs+",Rs 0 ~ ,0,HARYANA,Kurukshetra
1092,RAGHUBIR CHAND,IND,0,10th Pass,43,"Rs 4,39,000 ~ 4 Lacs+",Rs 0 ~ ,0,HARYANA,Kurukshetra
1093,ROOP CHAND,IND,0,10th Pass,70,"Rs 18,21,500 ~ 18 Lacs+","Rs 6,000 ~ 6 Thou+",0,HARYANA,Kurukshetra
1094,SARDAR JAGMEET SINGH SAINI,ES,0,Literate,59,"Rs 41,05,408 ~ 41 Lacs+","Rs 1,25,754 ~ 1 Lacs+",0,HARYANA,Kurukshetra
1095,SUNIL GUPTA,IND,0,10th Pass,44,"Rs 68,000 ~ 68 Thou+","Rs 5,000 ~ 5 Thou+",0,HARYANA,Kurukshetra
1096,VISHAL JOLLY,SP,0,Graduate,35,"Rs 8,90,048 ~ 8 Lacs+","Rs 1,40,000 ~ 1 Lacs+",0,HARYANA,Kurukshetra
1097,INDERJIT SINGH   Winner ,INC,0,Graduate Professional,54,"Rs 5,51,05,874 ~ 5 Crore+","Rs 11,08,417 ~ 11 Lacs+",1,HARYANA,Mahendragarh
1098,AJAY KUMAR,RVP,0,Graduate,28,"Rs 25,50,678 ~ 25 Lacs+",Rs 0 ~ ,0,HARYANA,Mahendragarh
1099,ALAKH MOHAN MATHUR,IND,0,Not Given,49,"Rs 82,91,471 ~ 82 Lacs+","Rs 15,04,000 ~ 15 Lacs+",0,HARYANA,Mahendragarh
1100,ANIL RAO,HVP,0,Post Graduate,45,"Rs 46,83,059 ~ 46 Lacs+",Rs 0 ~ ,0,HARYANA,Mahendragarh
1101,BHAGAT BAL KISHAN SAINI,IND,0,Literate,56,"Rs 3,53,305 ~ 3 Lacs+",Rs 0 ~ ,0,HARYANA,Mahendragarh
1102,COMRADE RAJENDER SINGH ADVOCATE,IND,1,Post Graduate,46,"Rs 3,80,705 ~ 3 Lacs+","Rs 65,000 ~ 65 Thou+",0,HARYANA,Mahendragarh
